preset,logN,depth,delta,mode,library,dnum,PCount,logP,level,rep,enc_dec,rot1,ks_loss
A,15,12,42,mt,openfhe,3,4,240,3,11,30.3171,26.5116,3.8054999999999986
A,15,12,42,mt,openfhe,3,4,240,4,0,30.3082,26.4258,3.8824000000000005
A,15,12,42,mt,openfhe,3,4,240,4,1,30.3081,26.1469,4.161200000000001
A,15,12,42,mt,openfhe,3,4,240,4,2,30.3245,26.6503,3.674199999999999
A,15,12,42,mt,openfhe,3,4,240,4,3,30.3187,26.6732,3.6454999999999984
A,15,12,42,mt,openfhe,3,4,240,4,4,30.3046,26.8549,3.4497
A,15,12,42,mt,openfhe,3,4,240,4,5,30.3336,28.1308,2.2028
A,15,12,42,mt,openfhe,3,4,240,4,6,30.3265,27.1631,3.1633999999999993
A,15,12,42,mt,openfhe,3,4,240,4,7,30.3275,27.2116,3.1159
A,15,12,42,mt,openfhe,3,4,240,4,8,30.3144,27.1292,3.1851999999999983
A,15,12,42,mt,openfhe,3,4,240,4,9,30.3147,27.7128,2.601899999999997
A,15,12,42,mt,openfhe,3,4,240,4,10,30.3332,28.1013,2.231900000000003
A,15,12,42,mt,openfhe,3,4,240,4,11,30.3188,26.5292,3.7896
A,15,12,42,mt,openfhe,3,4,240,5,0,30.3303,26.4171,3.9132
A,15,12,42,mt,openfhe,3,4,240,5,1,30.3202,26.1339,4.186299999999999
A,15,12,42,mt,openfhe,3,4,240,5,2,30.3212,26.623,3.6982
A,15,12,42,mt,openfhe,3,4,240,5,3,30.3091,26.6631,3.646000000000001
A,15,12,42,mt,openfhe,3,4,240,5,4,30.3309,26.8759,3.4549999999999983
A,15,12,42,mt,openfhe,3,4,240,5,5,30.3293,28.125,2.2043
A,15,12,42,mt,openfhe,3,4,240,5,6,30.3218,27.1752,3.1465999999999994
A,15,12,42,mt,openfhe,3,4,240,5,7,30.3074,27.1927,3.1147000000000027
A,15,12,42,mt,openfhe,3,4,240,5,8,30.3371,27.1323,3.2047999999999988
A,15,12,42,mt,openfhe,3,4,240,5,9,30.3265,27.7193,2.607199999999999
A,15,12,42,mt,openfhe,3,4,240,5,10,30.3164,28.0907,2.2257000000000033
A,15,12,42,mt,openfhe,3,4,240,5,11,30.3123,26.5263,3.7860000000000014
A,15,12,42,mt,openfhe,3,4,240,6,0,30.3275,26.4186,3.908899999999999
A,15,12,42,mt,openfhe,3,4,240,6,1,30.3373,26.1472,4.1900999999999975
A,15,12,42,mt,openfhe,3,4,240,6,2,30.3137,26.6525,3.661200000000001
A,15,12,42,mt,openfhe,3,4,240,6,3,30.3129,26.6635,3.6494
A,15,12,42,mt,openfhe,3,4,240,6,4,30.3191,26.8605,3.4586000000000006
A,15,12,42,mt,openfhe,3,4,240,6,5,30.327,28.1074,2.2196000000000033
A,15,12,42,mt,openfhe,3,4,240,6,6,30.3323,27.1665,3.165800000000001
A,15,12,42,mt,openfhe,3,4,240,6,7,30.3093,27.1912,3.118100000000002
A,15,12,42,mt,openfhe,3,4,240,6,8,30.3064,27.1135,3.1929000000000016
A,15,12,42,mt,openfhe,3,4,240,6,9,30.3034,27.7244,2.5790000000000006
A,15,12,42,mt,openfhe,3,4,240,6,10,30.3327,28.1083,2.2243999999999993
A,15,12,42,mt,openfhe,3,4,240,6,11,30.3124,26.5139,3.7985000000000007
A,15,12,42,mt,openfhe,3,4,240,7,0,30.3348,26.4268,3.9080000000000013
A,15,12,42,mt,openfhe,3,4,240,7,1,30.323,26.1329,4.190100000000001
A,15,12,42,mt,openfhe,3,4,240,7,2,30.317,26.6425,3.674500000000002
A,15,12,42,mt,openfhe,3,4,240,7,3,30.3202,26.6583,3.6618999999999993
A,15,12,42,mt,openfhe,3,4,240,7,4,30.3079,26.8755,3.4324000000000012
A,15,12,42,mt,openfhe,3,4,240,7,5,30.3124,28.11,2.202400000000001
A,15,12,42,mt,openfhe,3,4,240,7,6,30.3268,27.1679,3.158899999999999
A,15,12,42,mt,openfhe,3,4,240,7,7,30.3257,27.1893,3.136400000000002
A,15,12,42,mt,openfhe,3,4,240,7,8,30.3281,27.1178,3.2103
A,15,12,42,mt,openfhe,3,4,240,7,9,30.3101,27.7055,2.604599999999998
A,15,12,42,mt,openfhe,3,4,240,7,10,30.3204,28.121,2.1994000000000007
A,15,12,42,mt,openfhe,3,4,240,7,11,30.3184,26.5246,3.793800000000001
A,15,12,42,mt,openfhe,3,4,240,8,0,30.3236,26.4142,3.909399999999998
A,15,12,42,mt,openfhe,3,4,240,8,1,30.3158,26.1355,4.180299999999999
A,15,12,42,mt,openfhe,3,4,240,8,2,30.3294,26.6327,3.6967
A,15,12,42,mt,openfhe,3,4,240,8,3,30.3234,26.6494,3.6739999999999995
A,15,12,42,mt,openfhe,3,4,240,8,4,30.3331,26.8641,3.469000000000001
A,15,12,42,mt,openfhe,3,4,240,8,5,30.3242,28.1246,2.1996
A,15,12,42,mt,openfhe,3,4,240,8,6,30.3024,27.1516,3.1508000000000003
A,15,12,42,mt,openfhe,3,4,240,8,7,30.3174,27.2011,3.116299999999999
A,15,12,42,mt,openfhe,3,4,240,8,8,30.3071,27.1251,3.1819999999999986
A,15,12,42,mt,openfhe,3,4,240,8,9,30.3245,27.705,2.619500000000002
A,15,12,42,mt,openfhe,3,4,240,8,10,30.3261,28.0977,2.2284000000000006
A,15,12,42,mt,openfhe,3,4,240,8,11,30.2923,26.5225,3.7698
A,15,12,42,mt,openfhe,3,4,240,9,0,30.3155,26.4166,3.898900000000001
A,15,12,42,mt,openfhe,3,4,240,9,1,30.3139,26.1446,4.1693
A,15,12,42,mt,openfhe,3,4,240,9,2,30.3089,26.6325,3.676400000000001
A,15,12,42,mt,openfhe,3,4,240,9,3,30.3195,26.666,3.653500000000001
A,15,12,42,mt,openfhe,3,4,240,9,4,30.3111,26.8652,3.445899999999998
A,15,12,42,mt,openfhe,3,4,240,9,5,30.3176,28.1127,2.2048999999999985
A,15,12,42,mt,openfhe,3,4,240,9,6,30.3232,27.1487,3.1744999999999983
A,15,12,42,mt,openfhe,3,4,240,9,7,30.3283,27.1977,3.1305999999999976
A,15,12,42,mt,openfhe,3,4,240,9,8,30.3103,27.1243,3.186
A,15,12,42,mt,openfhe,3,4,240,9,9,30.3195,27.728,2.5915
A,15,12,42,mt,openfhe,3,4,240,9,10,30.3086,28.0906,2.218
A,15,12,42,mt,openfhe,3,4,240,9,11,30.3203,26.5376,3.7826999999999984
A,15,12,42,mt,openfhe,3,4,240,10,0,30.3222,26.4232,3.8989999999999974
A,15,12,42,mt,openfhe,3,4,240,10,1,30.3202,26.1455,4.174700000000001
A,15,12,42,mt,openfhe,3,4,240,10,2,30.3089,26.6331,3.6758000000000024
A,15,12,42,mt,openfhe,3,4,240,10,3,30.3165,26.6625,3.654
A,15,12,42,mt,openfhe,3,4,240,10,4,30.3189,26.8597,3.459199999999999
A,15,12,42,mt,openfhe,3,4,240,10,5,30.3246,28.1366,2.187999999999999
A,15,12,42,mt,openfhe,3,4,240,10,6,30.3201,27.1569,3.1632
A,15,12,42,mt,openfhe,3,4,240,10,7,30.2966,27.2005,3.0961
A,15,12,42,mt,openfhe,3,4,240,10,8,30.3175,27.1175,3.1999999999999993
A,15,12,42,mt,openfhe,3,4,240,10,9,30.3067,27.7021,2.604599999999998
A,15,12,42,mt,openfhe,3,4,240,10,10,30.323,28.0839,2.2391000000000005
A,15,12,42,mt,openfhe,3,4,240,10,11,30.3073,26.5384,3.768900000000002
A,15,12,42,mt,openfhe,3,4,240,11,0,30.3323,26.4222,3.9101
A,15,12,42,mt,openfhe,3,4,240,11,1,30.3166,26.1524,4.164200000000001
A,15,12,42,mt,openfhe,3,4,240,11,2,30.3051,26.6523,3.652799999999999
A,15,12,42,mt,openfhe,3,4,240,11,3,30.3137,26.659,3.654700000000002
A,15,12,42,mt,openfhe,3,4,240,11,4,30.3164,26.8608,3.4556000000000004
A,15,12,42,mt,openfhe,3,4,240,11,5,30.3138,28.1272,2.186600000000002
A,15,12,42,mt,openfhe,3,4,240,11,6,30.3169,27.1486,3.168300000000002
A,15,12,42,mt,openfhe,3,4,240,11,7,30.3264,27.2066,3.119799999999998
A,15,12,42,mt,openfhe,3,4,240,11,8,30.3149,27.1098,3.2051000000000016
A,15,12,42,mt,openfhe,3,4,240,11,9,30.3285,27.7041,2.624399999999998
A,15,12,42,mt,openfhe,3,4,240,11,10,30.3198,28.0982,2.2216000000000022
A,15,12,42,mt,openfhe,3,4,240,11,11,30.3264,26.5328,3.793599999999998
A,15,12,42,mt,openfhe,3,4,240,12,0,30.3107,26.4019,3.9087999999999994
A,15,12,42,mt,openfhe,3,4,240,12,1,30.3055,26.1453,4.1602
A,15,12,42,mt,openfhe,3,4,240,12,2,30.3222,26.6355,3.6866999999999983
A,15,12,42,mt,openfhe,3,4,240,12,3,30.3105,26.6595,3.651
A,15,12,42,mt,openfhe,3,4,240,12,4,30.3053,26.8591,3.4461999999999975
A,15,12,42,mt,openfhe,3,4,240,12,5,30.3157,28.1304,2.185299999999998
A,15,12,42,mt,openfhe,3,4,240,12,6,30.3215,27.1675,3.154
A,15,12,42,mt,openfhe,3,4,240,12,7,30.3226,27.2047,3.1179000000000023
A,15,12,42,mt,openfhe,3,4,240,12,8,30.3109,27.1259,3.1849999999999987
A,15,12,42,mt,openfhe,3,4,240,12,9,30.3355,27.7022,2.6332999999999984
A,15,12,42,mt,openfhe,3,4,240,12,10,30.3354,28.0891,2.2463000000000015
A,15,12,42,mt,openfhe,3,4,240,12,11,30.3218,26.5452,3.7765999999999984
A,15,12,42,mt,seal,13,1,60,1,0,33.6279,27.9383,5.689599999999995
A,15,12,42,mt,seal,13,1,60,1,1,33.6279,28.0004,5.627499999999998
A,15,12,42,mt,seal,13,1,60,1,2,33.617,27.9978,5.619199999999996
A,15,12,42,mt,seal,13,1,60,1,3,33.6243,27.9546,5.669699999999999
A,15,12,42,mt,seal,13,1,60,1,4,33.6212,27.9675,5.653700000000001
A,15,12,42,mt,seal,13,1,60,1,5,33.6012,27.9509,5.650299999999998
A,15,12,42,mt,seal,13,1,60,1,6,33.6225,27.9454,5.677100000000003
A,15,12,42,mt,seal,13,1,60,1,7,33.611,27.983,5.627999999999997
A,15,12,42,mt,seal,13,1,60,1,8,33.6046,27.9432,5.661399999999997
A,15,12,42,mt,seal,13,1,60,1,9,33.6118,27.9647,5.647100000000002
A,15,12,42,mt,seal,13,1,60,1,10,33.6266,27.9675,5.659100000000002
A,15,12,42,mt,seal,13,1,60,1,11,33.6156,27.9963,5.619299999999999
A,15,12,42,mt,seal,13,1,60,2,0,33.6138,27.9234,5.690399999999997
A,15,12,42,mt,seal,13,1,60,2,1,33.6127,27.9938,5.6188999999999965
A,15,12,42,mt,seal,13,1,60,2,2,33.6428,27.9929,5.649900000000002
A,15,12,42,mt,seal,13,1,60,2,3,33.6253,27.9446,5.680700000000002
A,15,12,42,mt,seal,13,1,60,2,4,33.614,27.9797,5.634299999999996
A,15,12,42,mt,seal,13,1,60,2,5,33.6011,27.941,5.6601000000000035
A,15,12,42,mt,seal,13,1,60,2,6,33.6106,27.9418,5.668799999999997
A,15,12,42,mt,seal,13,1,60,2,7,33.6191,27.9938,5.625300000000003
A,15,12,42,mt,seal,13,1,60,2,8,33.6328,27.9483,5.684500000000003
A,15,12,42,mt,seal,13,1,60,2,9,33.5977,27.9605,5.6372000000000035
A,15,12,42,mt,seal,13,1,60,2,10,33.6288,27.9657,5.6631
A,15,12,42,mt,seal,13,1,60,2,11,33.6093,28.0009,5.608399999999996
A,15,12,42,mt,seal,13,1,60,3,0,33.6302,27.9374,5.692800000000002
A,15,12,42,mt,seal,13,1,60,3,1,33.6225,27.9912,5.631300000000003
A,15,12,42,mt,seal,13,1,60,3,2,33.6234,27.9887,5.634699999999995
A,15,12,42,mt,seal,13,1,60,3,3,33.605,27.9575,5.647499999999997
A,15,12,42,mt,seal,13,1,60,3,4,33.6257,27.9605,5.665200000000002
A,15,12,42,mt,seal,13,1,60,3,5,33.6215,27.9381,5.683399999999999
A,15,12,42,mt,seal,13,1,60,3,6,33.6153,27.9365,5.678799999999999
A,15,12,42,mt,seal,13,1,60,3,7,33.6157,27.9731,5.642599999999998
A,15,12,42,mt,seal,13,1,60,3,8,33.599,27.95,5.648999999999997
A,15,12,42,mt,seal,13,1,60,3,9,33.6287,27.9572,5.671500000000002
A,15,12,42,mt,seal,13,1,60,3,10,33.6146,27.9675,5.647100000000002
A,15,12,42,mt,seal,13,1,60,3,11,33.6061,27.9841,5.621999999999996
A,15,12,42,mt,seal,13,1,60,4,0,33.6132,27.9244,5.6888000000000005
A,15,12,42,mt,seal,13,1,60,4,1,33.6093,28.0005,5.608799999999999
A,15,12,42,mt,seal,13,1,60,4,2,33.6107,27.9923,5.618400000000001
A,15,12,42,mt,seal,13,1,60,4,3,33.6249,27.9614,5.6634999999999955
A,15,12,42,mt,seal,13,1,60,4,4,33.6258,27.955,5.6708
A,15,12,42,mt,seal,13,1,60,4,5,33.6187,27.9554,5.663299999999996
A,15,12,42,mt,seal,13,1,60,4,6,33.6213,27.9447,5.676599999999997
A,15,12,42,mt,seal,13,1,60,4,7,33.6246,27.9766,5.648
A,15,12,42,mt,seal,13,1,60,4,8,33.6321,27.9521,5.68
A,15,12,42,mt,seal,13,1,60,4,9,33.6175,27.9585,5.658999999999999
A,15,12,42,mt,seal,13,1,60,4,10,33.6243,27.9805,5.643799999999999
A,15,12,42,mt,seal,13,1,60,4,11,33.6165,27.9898,5.626700000000003
A,15,12,42,mt,seal,13,1,60,5,0,33.606,27.9161,5.6899000000000015
A,15,12,42,mt,seal,13,1,60,5,1,33.6319,27.9924,5.639500000000002
A,15,12,42,mt,seal,13,1,60,5,2,33.6193,27.9773,5.642000000000003
A,15,12,42,mt,seal,13,1,60,5,3,33.616,27.9591,5.6569
A,15,12,42,mt,seal,13,1,60,5,4,33.6141,27.9737,5.6404
A,15,12,42,mt,seal,13,1,60,5,5,33.6179,27.9492,5.668699999999998
A,15,12,42,mt,seal,13,1,60,5,6,33.6365,27.932,5.7044999999999995
A,15,12,42,mt,seal,13,1,60,5,7,33.6188,27.9812,5.637599999999999
A,15,12,42,mt,seal,13,1,60,5,8,33.62,27.9551,5.664899999999996
A,15,12,42,mt,seal,13,1,60,5,9,33.6252,27.9494,5.675799999999999
A,15,12,42,mt,seal,13,1,60,5,10,33.6353,27.9751,5.6602
A,15,12,42,mt,seal,13,1,60,5,11,33.6225,28.0036,5.618900000000004
A,15,12,42,mt,seal,13,1,60,6,0,33.6078,27.93,5.677799999999998
A,15,12,42,mt,seal,13,1,60,6,1,33.6075,27.9836,5.623900000000003
A,15,12,42,mt,seal,13,1,60,6,2,33.6155,27.9908,5.624699999999997
A,15,12,42,mt,seal,13,1,60,6,3,33.6334,27.9513,5.682100000000002
A,15,12,42,mt,seal,13,1,60,6,4,33.6206,27.9688,5.6518000000000015
A,15,12,42,mt,seal,13,1,60,6,5,33.6198,27.9528,5.666999999999998
A,15,12,42,mt,seal,13,1,60,6,6,33.6168,27.9287,5.688099999999999
A,15,12,42,mt,seal,13,1,60,6,7,33.6075,27.9796,5.6279
A,15,12,42,mt,seal,13,1,60,6,8,33.6253,27.956,5.669300000000003
A,15,12,42,mt,seal,13,1,60,6,9,33.6047,27.9599,5.6448
A,15,12,42,mt,seal,13,1,60,6,10,33.6285,27.9764,5.652100000000001
A,15,12,42,mt,seal,13,1,60,6,11,33.6247,27.9816,5.643099999999997
A,15,12,42,mt,seal,13,1,60,7,0,33.619,27.932,5.687000000000001
A,15,12,42,mt,seal,13,1,60,7,1,33.6087,27.9892,5.619499999999999
A,15,12,42,mt,seal,13,1,60,7,2,33.6187,27.9893,5.629399999999997
A,15,12,42,mt,seal,13,1,60,7,3,33.6169,27.9605,5.656400000000001
A,15,12,42,mt,seal,13,1,60,7,4,33.6347,27.9634,5.671300000000002
A,15,12,42,mt,seal,13,1,60,7,5,33.6198,27.9495,5.6702999999999975
A,15,12,42,mt,seal,13,1,60,7,6,33.6286,27.9375,5.691099999999999
A,15,12,42,mt,seal,13,1,60,7,7,33.6136,27.9929,5.620699999999999
A,15,12,42,mt,seal,13,1,60,7,8,33.6204,27.9676,5.652799999999996
A,15,12,42,mt,seal,13,1,60,7,9,33.6079,27.968,5.639900000000001
A,15,12,42,mt,seal,13,1,60,7,10,33.6249,27.966,5.658899999999996
A,15,12,42,mt,seal,13,1,60,7,11,33.6012,28.0013,5.599899999999998
A,15,12,42,mt,seal,13,1,60,8,0,33.6247,27.93,5.694699999999997
A,15,12,42,mt,seal,13,1,60,8,1,33.6164,27.9962,5.620199999999997
A,15,12,42,mt,seal,13,1,60,8,2,33.6136,27.9922,5.621399999999998
A,15,12,42,mt,seal,13,1,60,8,3,33.6211,27.9673,5.653799999999997
A,15,12,42,mt,seal,13,1,60,8,4,33.618,27.9619,5.656100000000002
A,15,12,42,mt,seal,13,1,60,8,5,33.6075,27.9505,5.657
A,15,12,42,mt,seal,13,1,60,8,6,33.6047,27.9365,5.668200000000002
A,15,12,42,mt,seal,13,1,60,8,7,33.6144,27.9933,5.621100000000002
A,15,12,42,mt,seal,13,1,60,8,8,33.6082,27.9386,5.6695999999999955
A,15,12,42,mt,seal,13,1,60,8,9,33.624,27.9636,5.660400000000003
A,15,12,42,mt,seal,13,1,60,8,10,33.6292,27.9605,5.668699999999998
A,15,12,42,mt,seal,13,1,60,8,11,33.6139,27.9953,5.618600000000001
A,15,12,42,mt,seal,13,1,60,9,0,33.6175,27.9324,5.6850999999999985
A,15,12,42,mt,seal,13,1,60,9,1,33.6265,27.9854,5.641100000000002
A,15,12,42,mt,seal,13,1,60,9,2,33.6154,27.9809,5.634500000000003
A,15,12,42,mt,seal,13,1,60,9,3,33.63,27.9589,5.671100000000003
A,15,12,42,mt,seal,13,1,60,9,4,33.6253,27.9782,5.647100000000002
A,15,12,42,mt,seal,13,1,60,9,5,33.629,27.9477,5.681299999999997
A,15,12,42,mt,seal,13,1,60,9,6,33.5993,27.9344,5.664899999999999
A,15,12,42,mt,seal,13,1,60,9,7,33.6075,27.9902,5.6173
A,15,12,42,mt,seal,13,1,60,9,8,33.6132,27.9453,5.6678999999999995
A,15,12,42,mt,seal,13,1,60,9,9,33.6266,27.9584,5.668200000000002
A,15,12,42,mt,seal,13,1,60,9,10,33.6204,27.9766,5.643799999999995
A,15,12,42,mt,seal,13,1,60,9,11,33.6282,27.9762,5.652000000000001
A,15,12,42,mt,seal,13,1,60,10,0,33.6382,27.9276,5.710599999999996
A,15,12,42,mt,seal,13,1,60,10,1,33.622,27.9948,5.627199999999998
A,15,12,42,mt,seal,13,1,60,10,2,33.5989,27.9893,5.6096
A,15,12,42,mt,seal,13,1,60,10,3,33.6131,27.9496,5.663500000000003
A,15,12,42,mt,seal,13,1,60,10,4,33.6225,27.9618,5.660700000000002
A,15,12,42,mt,seal,13,1,60,10,5,33.6079,27.9615,5.6464
A,15,12,42,mt,seal,13,1,60,10,6,33.6317,27.9416,5.690100000000001
A,15,12,42,mt,seal,13,1,60,10,7,33.6052,27.9869,5.618300000000005
A,15,12,42,mt,seal,13,1,60,10,8,33.606,27.9419,5.664100000000001
A,15,12,42,mt,seal,13,1,60,10,9,33.6204,27.9543,5.666099999999997
A,15,12,42,mt,seal,13,1,60,10,10,33.6171,27.9637,5.653400000000001
A,15,12,42,mt,seal,13,1,60,10,11,33.6325,27.9962,5.6362999999999985
A,15,12,42,mt,seal,13,1,60,11,0,33.618,27.9318,5.686200000000003
A,15,12,42,mt,seal,13,1,60,11,1,33.6227,27.9974,5.625300000000003
A,15,12,42,mt,seal,13,1,60,11,2,33.6149,27.9906,5.624299999999998
A,15,12,42,mt,seal,13,1,60,11,3,33.629,27.952,5.676999999999996
A,15,12,42,mt,seal,13,1,60,11,4,33.6222,27.9674,5.654799999999998
A,15,12,42,mt,seal,13,1,60,11,5,33.6165,27.9515,5.665000000000003
A,15,12,42,mt,seal,13,1,60,11,6,33.6263,27.9432,5.6831
A,15,12,42,mt,seal,13,1,60,11,7,33.6233,27.9949,5.628399999999999
A,15,12,42,mt,seal,13,1,60,11,8,33.6167,27.9441,5.672600000000003
A,15,12,42,mt,seal,13,1,60,11,9,33.6183,27.9701,5.648199999999999
A,15,12,42,mt,seal,13,1,60,11,10,33.6082,27.97,5.638199999999998
A,15,12,42,mt,seal,13,1,60,11,11,33.5952,27.9918,5.603399999999997
A,15,12,42,mt,seal,13,1,60,12,0,33.6061,27.919,5.687099999999997
A,15,12,42,mt,seal,13,1,60,12,1,33.6158,27.9906,5.6251999999999995
A,15,12,42,mt,seal,13,1,60,12,2,33.6172,27.9897,5.627499999999998
A,15,12,42,mt,seal,13,1,60,12,3,33.6142,27.9772,5.636999999999997
A,15,12,42,mt,seal,13,1,60,12,4,33.63,27.9714,5.658600000000003
A,15,12,42,mt,seal,13,1,60,12,5,33.6205,27.9585,5.661999999999999
A,15,12,42,mt,seal,13,1,60,12,6,33.6141,27.9353,5.678799999999999
A,15,12,42,mt,seal,13,1,60,12,7,33.6157,27.9767,5.638999999999996
A,15,12,42,mt,seal,13,1,60,12,8,33.6101,27.9438,5.666300000000003
A,15,12,42,mt,seal,13,1,60,12,9,33.6083,27.9659,5.6423999999999985
A,15,12,42,mt,seal,13,1,60,12,10,33.6095,27.9608,5.648699999999998
A,15,12,42,mt,seal,13,1,60,12,11,33.6226,28.0034,5.619199999999999
