logN,q0,delta,depth,dnum_req,ok,err,auxBits,ksTech,QCount,logQ,logQ_bits,dnum,perPart,maxDigitBits,PCount,logP,logP_bits,logQP,logQP_bits,bound_tc128,margin,digits
14,60,40,8,1,1,,60,HYBRID,9,380,384,1,9,380,7,420,420,800,804,438,-362,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,40,8,2,1,,60,HYBRID,9,380,384,2,5,220,4,240,240,620,624,438,-182,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,40,8,3,1,,60,HYBRID,9,380,384,3,3,140,3,180,180,560,564,438,-122,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,40,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,40,8,5,1,,60,HYBRID,9,380,384,5,2,100,2,120,120,500,504,438,-62,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,40,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,40,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,40,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,40,8,9,1,,60,HYBRID,9,380,384,9,1,60,1,60,60,440,444,438,-2,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,41,8,1,1,,60,HYBRID,9,388,392,1,9,389,7,420,420,808,812,438,-370,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,41,8,2,1,,60,HYBRID,9,388,392,2,5,225,4,240,240,628,632,438,-190,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,41,8,3,1,,60,HYBRID,9,388,392,3,3,143,3,180,180,568,572,438,-130,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,41,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,41,8,5,1,,60,HYBRID,9,388,392,5,2,101,2,120,120,508,512,438,-70,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,41,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,41,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,41,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,41,8,9,1,,60,HYBRID,9,388,392,9,1,60,1,60,60,448,452,438,-10,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,42,8,1,1,,60,HYBRID,9,396,400,1,9,397,7,420,420,816,820,438,-378,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,42,8,2,1,,60,HYBRID,9,396,400,2,5,228,4,240,240,636,640,438,-198,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,42,8,3,1,,60,HYBRID,9,396,400,3,3,144,3,180,180,576,580,438,-138,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,42,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,42,8,5,1,,60,HYBRID,9,396,400,5,2,102,2,120,120,516,520,438,-78,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,42,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,42,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,42,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,42,8,9,1,,60,HYBRID,9,396,400,9,1,60,1,60,60,456,460,438,-18,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,43,8,1,1,,60,HYBRID,9,404,408,1,9,405,7,420,420,824,828,438,-386,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,43,8,2,1,,60,HYBRID,9,404,408,2,5,233,4,240,240,644,648,438,-206,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,43,8,3,1,,60,HYBRID,9,404,408,3,3,147,3,180,180,584,588,438,-146,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,43,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,43,8,5,1,,60,HYBRID,9,404,408,5,2,103,2,120,120,524,528,438,-86,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,43,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,43,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,43,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,43,8,9,1,,60,HYBRID,9,404,408,9,1,60,1,60,60,464,468,438,-26,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,44,8,1,1,,60,HYBRID,9,412,416,1,9,412,7,420,420,832,836,438,-394,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,44,8,2,1,,60,HYBRID,9,412,416,2,5,236,4,240,240,652,656,438,-214,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,44,8,3,1,,60,HYBRID,9,412,416,3,3,148,3,180,180,592,596,438,-154,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,44,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,44,8,5,1,,60,HYBRID,9,412,416,5,2,104,2,120,120,532,536,438,-94,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,44,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,44,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,44,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,44,8,9,1,,60,HYBRID,9,412,416,9,1,60,1,60,60,472,476,438,-34,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,45,8,1,1,,60,HYBRID,9,420,424,1,9,420,7,420,420,840,844,438,-402,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,45,8,2,1,,60,HYBRID,9,420,424,2,5,240,4,240,240,660,664,438,-222,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,45,8,3,1,,60,HYBRID,9,420,424,3,3,150,3,180,180,600,604,438,-162,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,45,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,45,8,5,1,,60,HYBRID,9,420,424,5,2,105,2,120,120,540,544,438,-102,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,45,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,45,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,45,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,45,8,9,1,,60,HYBRID,9,420,424,9,1,60,1,60,60,480,484,438,-42,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,46,8,1,1,,60,HYBRID,9,428,432,1,9,428,8,480,480,908,912,438,-470,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,46,8,2,1,,60,HYBRID,9,428,432,2,5,244,5,300,300,728,732,438,-290,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,46,8,3,1,,60,HYBRID,9,428,432,3,3,152,3,180,180,608,612,438,-170,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,46,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,46,8,5,1,,60,HYBRID,9,428,432,5,2,106,2,120,120,548,552,438,-110,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,46,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,46,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,46,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,46,8,9,1,,60,HYBRID,9,428,432,9,1,60,1,60,60,488,492,438,-50,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,47,8,1,1,,60,HYBRID,9,436,440,1,9,437,8,480,480,916,920,438,-478,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,47,8,2,1,,60,HYBRID,9,436,440,2,5,249,5,300,300,736,740,438,-298,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,47,8,3,1,,60,HYBRID,9,436,440,3,3,155,3,180,180,616,620,438,-178,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,47,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,47,8,5,1,,60,HYBRID,9,436,440,5,2,107,2,120,120,556,560,438,-118,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,47,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,47,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,47,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,47,8,9,1,,60,HYBRID,9,436,440,9,1,60,1,60,60,496,500,438,-58,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,48,8,1,1,,60,HYBRID,9,444,448,1,9,445,8,480,480,924,928,438,-486,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,48,8,2,1,,60,HYBRID,9,444,448,2,5,253,5,300,300,744,748,438,-306,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,48,8,3,1,,60,HYBRID,9,444,448,3,3,157,3,180,180,624,628,438,-186,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,48,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,48,8,5,1,,60,HYBRID,9,444,448,5,2,108,2,120,120,564,568,438,-126,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,48,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,48,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,48,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,48,8,9,1,,60,HYBRID,9,444,448,9,1,60,1,60,60,504,508,438,-66,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,49,8,1,1,,60,HYBRID,9,452,456,1,9,453,8,480,480,932,936,438,-494,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,49,8,2,1,,60,HYBRID,9,452,456,2,5,257,5,300,300,752,756,438,-314,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,49,8,3,1,,60,HYBRID,9,452,456,3,3,159,3,180,180,632,636,438,-194,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,49,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,49,8,5,1,,60,HYBRID,9,452,456,5,2,109,2,120,120,572,576,438,-134,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,49,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,49,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,49,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,49,8,9,1,,60,HYBRID,9,452,456,9,1,60,1,60,60,512,516,438,-74,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,50,8,1,1,,60,HYBRID,9,460,464,1,9,460,8,480,480,940,944,438,-502,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,50,8,2,1,,60,HYBRID,9,460,464,2,5,260,5,300,300,760,764,438,-322,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,50,8,3,1,,60,HYBRID,9,460,464,3,3,160,3,180,180,640,644,438,-202,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,50,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,50,8,5,1,,60,HYBRID,9,460,464,5,2,110,2,120,120,580,584,438,-142,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,50,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,50,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,50,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,50,8,9,1,,60,HYBRID,9,460,464,9,1,60,1,60,60,520,524,438,-82,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,51,8,1,1,,60,HYBRID,9,468,472,1,9,468,8,480,480,948,952,438,-510,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,51,8,2,1,,60,HYBRID,9,468,472,2,5,264,5,300,300,768,772,438,-330,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,51,8,3,1,,60,HYBRID,9,468,472,3,3,162,3,180,180,648,652,438,-210,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,51,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,51,8,5,1,,60,HYBRID,9,468,472,5,2,111,2,120,120,588,592,438,-150,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,51,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,51,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,51,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,51,8,9,1,,60,HYBRID,9,468,472,9,1,60,1,60,60,528,532,438,-90,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,52,8,1,1,,60,HYBRID,9,476,480,1,9,476,8,480,480,956,960,438,-518,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,52,8,2,1,,60,HYBRID,9,476,480,2,5,268,5,300,300,776,780,438,-338,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,52,8,3,1,,60,HYBRID,9,476,480,3,3,164,3,180,180,656,660,438,-218,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,52,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,52,8,5,1,,60,HYBRID,9,476,480,5,2,112,2,120,120,596,600,438,-158,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,52,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,52,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,52,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,52,8,9,1,,60,HYBRID,9,476,480,9,1,60,1,60,60,536,540,438,-98,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,53,8,1,1,,60,HYBRID,9,484,488,1,9,484,9,540,540,1024,1028,438,-586,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,53,8,2,1,,60,HYBRID,9,484,488,2,5,272,5,300,300,784,788,438,-346,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,53,8,3,1,,60,HYBRID,9,484,488,3,3,166,3,180,180,664,668,438,-226,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,53,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,53,8,5,1,,60,HYBRID,9,484,488,5,2,113,2,120,120,604,608,438,-166,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
14,60,53,8,6,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 6 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,53,8,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,53,8,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,53,8,9,1,,60,HYBRID,9,484,488,9,1,60,1,60,60,544,548,438,-106,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
14,60,54,8,1,1,,60,HYBRID,9,492,496,1,9,493,9,540,540,1032,1036,438,-594,L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
14,60,54,8,2,1,,60,HYBRID,9,492,496,2,5,277,5,300,300,792,796,438,-354,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
14,60,54,8,3,1,,60,HYBRID,9,492,496,3,3,169,3,180,180,672,676,438,-234,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
14,60,54,8,4,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 9 towers into 4 digits. Please select different number of digits.,,,,,,,,,,,,,,,
14,60,54,8,5,1,,60,HYBRID,9,492,496,5,2,114,2,120,120,612,616,438,-174,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
