preset,logN,depth,delta,mode,library,dnum,PCount,logP,logQP,margin,level,digit,op,mean_us,std_us,cv,reps
A,15,12,42,1t,seal,13,1,60,624,257,5,6,relin,23847.087,78.278,0.0032824973549180243,30
A,15,12,42,1t,seal,13,1,60,624,257,5,6,rescale,4720.4,6.024,0.0012761630370307603,30
A,15,12,42,1t,seal,13,1,60,624,257,5,6,rot1,24052.267,96.646,0.004018165938370799,30
A,15,12,42,1t,seal,13,1,60,624,257,4,5,add_cc,405.567,14.218,0.035057092909432964,30
A,15,12,42,1t,seal,13,1,60,624,257,4,5,add_cp,274.936,7.908,0.028763057584310536,30
A,15,12,42,1t,seal,13,1,60,624,257,4,5,mul_cp,1186.251,17.4,0.014668059289307237,30
A,15,12,42,1t,seal,13,1,60,624,257,4,5,mul_cc,2403.806,7.217,0.0030023221507892066,30
A,15,12,42,1t,seal,13,1,60,624,257,4,5,mul_cc_rlk,19964.865,90.899,0.0045529483920878,30
A,15,12,42,1t,seal,13,1,60,624,257,4,5,relin,17738.81,54.345,0.003063621516888675,30
A,15,12,42,1t,seal,13,1,60,624,257,4,5,rescale,3895.594,12.471,0.0032013089659754072,30
A,15,12,42,1t,seal,13,1,60,624,257,4,5,rot1,17913.886,97.151,0.005423223079570787,30
A,15,12,42,1t,seal,13,1,60,624,257,3,4,add_cc,316.186,9.464,0.029931749033796567,30
A,15,12,42,1t,seal,13,1,60,624,257,3,4,add_cp,207.635,6.157,0.02965299684542587,30
A,15,12,42,1t,seal,13,1,60,624,257,3,4,mul_cp,944.867,15.204,0.016091153569761672,30
A,15,12,42,1t,seal,13,1,60,624,257,3,4,mul_cc,1922.319,20.338,0.010579929761917769,30
A,15,12,42,1t,seal,13,1,60,624,257,3,4,mul_cc_rlk,14412.387,52.829,0.0036655274383070617,30
A,15,12,42,1t,seal,13,1,60,624,257,3,4,relin,12646.987,35.75,0.0028267602394151273,30
A,15,12,42,1t,seal,13,1,60,624,257,3,4,rescale,3064.585,21.588,0.007044346950729055,30
A,15,12,42,1t,seal,13,1,60,624,257,3,4,rot1,12771.005,42.838,0.0033543170643187442,30
A,15,12,42,1t,seal,13,1,60,624,257,2,3,add_cc,256.439,9.998,0.038987829464317045,30
A,15,12,42,1t,seal,13,1,60,624,257,2,3,add_cp,156.246,7.417,0.047470015232389945,30
A,15,12,42,1t,seal,13,1,60,624,257,2,3,mul_cp,697.122,13.239,0.018990937023935554,30
A,15,12,42,1t,seal,13,1,60,624,257,2,3,mul_cc,1429.986,13.267,0.00927771320838106,30
A,15,12,42,1t,seal,13,1,60,624,257,2,3,mul_cc_rlk,9710.616,25.051,0.00257975395175754,30
A,15,12,42,1t,seal,13,1,60,624,257,2,3,relin,8439.074,30.534,0.0036181694816279602,30
A,15,12,42,1t,seal,13,1,60,624,257,2,3,rescale,2234.489,11.872,0.005313071579229076,30
A,15,12,42,1t,seal,13,1,60,624,257,2,3,rot1,8505.097,23.863,0.002805729317372865,30
A,15,12,42,1t,seal,13,1,60,624,257,1,2,add_cc,141.005,5.23,0.037090883302010574,30
A,15,12,42,1t,seal,13,1,60,624,257,1,2,add_cp,89.354,3.738,0.04183360565839246,30
A,15,12,42,1t,seal,13,1,60,624,257,1,2,mul_cp,447.69,16.661,0.03721548392861132,30
A,15,12,42,1t,seal,13,1,60,624,257,1,2,mul_cc,946.297,7.728,0.008166569269478821,30
A,15,12,42,1t,seal,13,1,60,624,257,1,2,mul_cc_rlk,5954.797,14.022,0.0023547402203635153,30
A,15,12,42,1t,seal,13,1,60,624,257,1,2,relin,5107.664,15.897,0.003112381707175727,30
A,15,12,42,1t,seal,13,1,60,624,257,1,2,rescale,1389.172,13.513,0.009727377171437374,30
A,15,12,42,1t,seal,13,1,60,624,257,1,2,rot1,5160.792,11.054,0.0021419193023086377,30
A,15,12,42,mt,openfhe,3,4,240,804,77,12,3,add_cc,1564.347,317.21,0.2027747040778037,30
A,15,12,42,mt,openfhe,3,4,240,804,77,12,3,add_cp,1368.998,162.247,0.11851514757508777,30
A,15,12,42,mt,openfhe,3,4,240,804,77,12,3,mul_cp,1418.873,47.841,0.033717605451650715,30
A,15,12,42,mt,openfhe,3,4,240,804,77,12,3,mul_cc,8906.025,658.144,0.07389873709090194,30
A,15,12,42,mt,openfhe,3,4,240,804,77,12,3,mul_cc_rlk,42267.561,9735.887,0.23033945582996854,30
A,15,12,42,mt,openfhe,3,4,240,804,77,12,3,relin,29647.727,5500.287,0.18552137234668953,30
A,15,12,42,mt,openfhe,3,4,240,804,77,12,3,rescale,3871.615,73.927,0.01909461555449083,30
A,15,12,42,mt,openfhe,3,4,240,804,77,12,3,rot1,31611.2,8293.425,0.26235717087614513,30
A,15,12,42,mt,openfhe,3,4,240,804,77,11,3,add_cc,1585.954,20.876,0.01316305517057872,30
A,15,12,42,mt,openfhe,3,4,240,804,77,11,3,add_cp,1445.278,54.31,0.03757754563481905,30
A,15,12,42,mt,openfhe,3,4,240,804,77,11,3,mul_cp,1458.08,11.487,0.007878168550422475,30
A,15,12,42,mt,openfhe,3,4,240,804,77,11,3,mul_cc,8428.445,154.343,0.018312156038272777,30
A,15,12,42,mt,openfhe,3,4,240,804,77,11,3,mul_cc_rlk,38276.935,8058.527,0.2105321912530353,30
A,15,12,42,mt,openfhe,3,4,240,804,77,11,3,relin,31987.474,6944.3,0.21709435387114345,30
A,15,12,42,mt,openfhe,3,4,240,804,77,11,3,rescale,3846.699,446.3,0.11602155510477945,30
A,15,12,42,mt,openfhe,3,4,240,804,77,11,3,rot1,30865.725,10601.125,0.34345945219171103,30
A,15,12,42,mt,openfhe,3,4,240,804,77,10,3,add_cc,1423.253,10.512,0.007385896955776661,30
A,15,12,42,mt,openfhe,3,4,240,804,77,10,3,add_cp,1249.343,26.792,0.021444871424420676,30
A,15,12,42,mt,openfhe,3,4,240,804,77,10,3,mul_cp,1312.587,7.464,0.0056864802104546214,30
A,15,12,42,mt,openfhe,3,4,240,804,77,10,3,mul_cc,7505.284,695.352,0.09264832616593856,30
A,15,12,42,mt,openfhe,3,4,240,804,77,10,3,mul_cc_rlk,35526.495,6501.834,0.18301366346440873,30
A,15,12,42,mt,openfhe,3,4,240,804,77,10,3,relin,31127.286,5634.244,0.18100659337919792,30
A,15,12,42,mt,openfhe,3,4,240,804,77,10,3,rescale,3740.788,29.181,0.007800762833926969,30
A,15,12,42,mt,openfhe,3,4,240,804,77,10,3,rot1,29372.678,5712.101,0.19446987435057844,30
A,15,12,42,mt,openfhe,3,4,240,804,77,9,2,add_cc,1278.114,10.146,0.007938259028537361,30
A,15,12,42,mt,openfhe,3,4,240,804,77,9,2,add_cp,1109.668,15.196,0.013694186008788216,30
A,15,12,42,mt,openfhe,3,4,240,804,77,9,2,mul_cp,1251.541,13.635,0.01089456917512091,30
A,15,12,42,mt,openfhe,3,4,240,804,77,9,2,mul_cc,7235.503,790.112,0.1091993189692548,30
A,15,12,42,mt,openfhe,3,4,240,804,77,9,2,mul_cc_rlk,26479.743,5593.257,0.21122776758067477,30
A,15,12,42,mt,openfhe,3,4,240,804,77,9,2,relin,24122.526,8995.651,0.3729149675286908,30
A,15,12,42,mt,openfhe,3,4,240,804,77,9,2,rescale,3462.532,53.891,0.015564043884648575,30
A,15,12,42,mt,openfhe,3,4,240,804,77,9,2,rot1,22413.165,5453.338,0.24330959059106555,30
A,15,12,42,mt,openfhe,3,4,240,804,77,8,2,add_cc,1056.509,10.394,0.00983806101036527,30
A,15,12,42,mt,openfhe,3,4,240,804,77,8,2,add_cp,947.953,8.767,0.009248348810542295,30
A,15,12,42,mt,openfhe,3,4,240,804,77,8,2,mul_cp,1052.381,12.338,0.01172389087222213,30
A,15,12,42,mt,openfhe,3,4,240,804,77,8,2,mul_cc,5928.849,136.076,0.022951503740439333,30
A,15,12,42,mt,openfhe,3,4,240,804,77,8,2,mul_cc_rlk,26876.578,7465.37,0.2777648999809425,30
A,15,12,42,mt,openfhe,3,4,240,804,77,8,2,relin,20014.71,3264.417,0.16310088929592284,30
A,15,12,42,mt,openfhe,3,4,240,804,77,8,2,rescale,3586.801,357.12,0.09956504417167275,30
A,15,12,42,mt,openfhe,3,4,240,804,77,8,2,rot1,19722.287,3697.124,0.18745919273966552,30
A,15,12,42,mt,openfhe,3,4,240,804,77,7,2,add_cc,963.15,13.024,0.013522296630846701,30
A,15,12,42,mt,openfhe,3,4,240,804,77,7,2,add_cp,849.528,10.684,0.0125763953630722,30
A,15,12,42,mt,openfhe,3,4,240,804,77,7,2,mul_cp,982.278,15.359,0.01563610301767931,30
A,15,12,42,mt,openfhe,3,4,240,804,77,7,2,mul_cc,5344.432,513.132,0.09601244809551324,30
A,15,12,42,mt,openfhe,3,4,240,804,77,7,2,mul_cc_rlk,26088.205,7641.746,0.2929195780238617,30
A,15,12,42,mt,openfhe,3,4,240,804,77,7,2,relin,20590.641,4712.7,0.22887582761508007,30
A,15,12,42,mt,openfhe,3,4,240,804,77,7,2,rescale,3682.513,311.23,0.08451565547765888,30
A,15,12,42,mt,openfhe,3,4,240,804,77,7,2,rot1,22029.766,6333.988,0.28751953152838755,30
A,15,12,42,mt,openfhe,3,4,240,804,77,6,2,add_cc,924.833,13.851,0.014976757966032789,30
A,15,12,42,mt,openfhe,3,4,240,804,77,6,2,add_cp,825.566,15.113,0.018306228696433717,30
A,15,12,42,mt,openfhe,3,4,240,804,77,6,2,mul_cp,966.392,18.139,0.018769815975297807,30
A,15,12,42,mt,openfhe,3,4,240,804,77,6,2,mul_cc,4527.544,74.767,0.01651380969461589,30
A,15,12,42,mt,openfhe,3,4,240,804,77,6,2,mul_cc_rlk,28174.665,7079.091,0.25125732639589504,30
A,15,12,42,mt,openfhe,3,4,240,804,77,6,2,relin,23655.629,5799.689,0.2451716249016249,30
A,15,12,42,mt,openfhe,3,4,240,804,77,6,2,rescale,3564.309,42.156,0.011827257401083912,30
A,15,12,42,mt,openfhe,3,4,240,804,77,6,2,rot1,22299.406,4652.851,0.20865358476364795,30
A,15,12,42,mt,openfhe,3,4,240,804,77,5,2,add_cc,908.518,9.568,0.010531436911541653,30
A,15,12,42,mt,openfhe,3,4,240,804,77,5,2,add_cp,874.281,8.809,0.010075707924568874,30
A,15,12,42,mt,openfhe,3,4,240,804,77,5,2,mul_cp,971.486,6.533,0.006724749507455589,30
A,15,12,42,mt,openfhe,3,4,240,804,77,5,2,mul_cc,6147.162,59.771,0.009723348758337587,30
A,15,12,42,mt,openfhe,3,4,240,804,77,5,2,mul_cc_rlk,26188.313,5006.993,0.1911918877707014,30
A,15,12,42,mt,openfhe,3,4,240,804,77,5,2,relin,21880.049,5257.281,0.24027738694735098,30
A,15,12,42,mt,openfhe,3,4,240,804,77,5,2,rescale,3925.445,36.886,0.00939664165464043,30
A,15,12,42,mt,openfhe,3,4,240,804,77,5,2,rot1,20374.565,5680.593,0.27880806289606674,30
A,15,12,42,mt,openfhe,3,4,240,804,77,4,1,add_cc,683.324,12.402,0.018149516188513796,30
A,15,12,42,mt,openfhe,3,4,240,804,77,4,1,add_cp,683.231,14.539,0.021279772141486554,30
A,15,12,42,mt,openfhe,3,4,240,804,77,4,1,mul_cp,781.522,10.233,0.013093681303917228,30
A,15,12,42,mt,openfhe,3,4,240,804,77,4,1,mul_cc,5059.526,30.921,0.006111442059987438,30
A,15,12,42,mt,openfhe,3,4,240,804,77,4,1,mul_cc_rlk,18078.833,4357.8,0.24104431961952413,30
A,15,12,42,mt,openfhe,3,4,240,804,77,4,1,relin,14319.936,2906.984,0.20300258325176873,30
A,15,12,42,mt,openfhe,3,4,240,804,77,4,1,rescale,3859.151,14.938,0.003870799561872547,30
A,15,12,42,mt,openfhe,3,4,240,804,77,4,1,rot1,14495.646,3826.579,0.2639812672025793,30
A,15,12,42,mt,openfhe,3,4,240,804,77,3,1,add_cc,478.243,12.099,0.02529885434810337,30
A,15,12,42,mt,openfhe,3,4,240,804,77,3,1,add_cp,414.086,9.408,0.02271991808464908,30
A,15,12,42,mt,openfhe,3,4,240,804,77,3,1,mul_cp,570.88,6.867,0.01202879764573991,30
A,15,12,42,mt,openfhe,3,4,240,804,77,3,1,mul_cc,2514.295,25.694,0.010219166804213507,30
A,15,12,42,mt,openfhe,3,4,240,804,77,3,1,mul_cc_rlk,15466.218,4524.604,0.2925475381247051,30
A,15,12,42,mt,openfhe,3,4,240,804,77,3,1,relin,11710.974,5077.397,0.4335588995415753,30
A,15,12,42,mt,openfhe,3,4,240,804,77,3,1,rescale,2371.11,52.717,0.022233046969562777,30
A,15,12,42,mt,openfhe,3,4,240,804,77,3,1,rot1,9953.161,3027.378,0.304162466577201,30
A,15,12,42,mt,openfhe,3,4,240,804,77,2,1,add_cc,291.98,8.448,0.028933488595109254,30
A,15,12,42,mt,openfhe,3,4,240,804,77,2,1,add_cp,259.166,6.989,0.02696727194153554,30
A,15,12,42,mt,openfhe,3,4,240,804,77,2,1,mul_cp,445.143,7.649,0.017183242239010837,30
A,15,12,42,mt,openfhe,3,4,240,804,77,2,1,mul_cc,1500.759,19.979,0.013312597159170792,30
A,15,12,42,mt,openfhe,3,4,240,804,77,2,1,mul_cc_rlk,11606.459,1629.013,0.14035400461070854,30
A,15,12,42,mt,openfhe,3,4,240,804,77,2,1,relin,12138.475,5274.348,0.43451487934027955,30
A,15,12,42,mt,openfhe,3,4,240,804,77,2,1,rescale,2204.904,14.271,0.0064723906346943,30
A,15,12,42,mt,openfhe,3,4,240,804,77,2,1,rot1,10351.655,5309.666,0.5129291886176655,30
A,15,12,42,mt,openfhe,3,4,240,804,77,1,1,add_cc,189.878,10.541,0.05551459358114158,30
A,15,12,42,mt,openfhe,3,4,240,804,77,1,1,add_cp,158.694,6.662,0.041980163081149886,30
A,15,12,42,mt,openfhe,3,4,240,804,77,1,1,mul_cp,265.816,7.632,0.028711589972010714,30
A,15,12,42,mt,openfhe,3,4,240,804,77,1,1,mul_cc,966.606,14.1,0.014587122364231134,30
A,15,12,42,mt,openfhe,3,4,240,804,77,1,1,mul_cc_rlk,9840.439,3632.002,0.3690894278192263,30
A,15,12,42,mt,openfhe,3,4,240,804,77,1,1,relin,7732.788,1176.476,0.15214124582233474,30
A,15,12,42,mt,openfhe,3,4,240,804,77,1,1,rescale,1851.542,21.974,0.011867945744682001,30
A,15,12,42,mt,openfhe,3,4,240,804,77,1,1,rot1,8223.961,2042.224,0.24832608034011835,30
A,15,12,42,mt,lattigo,3,5,300,864,17,12,3,add_cc,620.875,13.271,0.021374672840748943,30
A,15,12,42,mt,lattigo,3,5,300,864,17,12,3,add_cp,509.866,12.457,0.024431909560551204,30
A,15,12,42,mt,lattigo,3,5,300,864,17,12,3,mul_cp,1248.647,19.508,0.0156233106714708,30
A,15,12,42,mt,lattigo,3,5,300,864,17,12,3,mul_cc,2836.707,97.971,0.03453687673771031,30
A,15,12,42,mt,lattigo,3,5,300,864,17,12,3,mul_cc_rlk,54310.514,398.798,0.007342924428960477,30
A,15,12,42,mt,lattigo,3,5,300,864,17,12,3,relin,49716.628,417.196,0.008391478199205306,30
A,15,12,42,mt,lattigo,3,5,300,864,17,12,3,rescale,8822.727,55.796,0.0063241217823015485,30
A,15,12,42,mt,lattigo,3,5,300,864,17,12,3,rot1,49674.95,499.135,0.01004802219227196,30
A,15,12,42,mt,lattigo,3,5,300,864,17,11,3,add_cc,581.553,39.932,0.06866442095561368,30
A,15,12,42,mt,lattigo,3,5,300,864,17,11,3,add_cp,471.157,9.975,0.021171286853426778,30
A,15,12,42,mt,lattigo,3,5,300,864,17,11,3,mul_cp,1162.639,16.39,0.014097239125816357,30
A,15,12,42,mt,lattigo,3,5,300,864,17,11,3,mul_cc,2528.428,63.474,0.02510413585041773,30
A,15,12,42,mt,lattigo,3,5,300,864,17,11,3,mul_cc_rlk,51106.076,349.029,0.006829501055804011,30
A,15,12,42,mt,lattigo,3,5,300,864,17,11,3,relin,47027.078,783.343,0.016657275623205847,30
A,15,12,42,mt,lattigo,3,5,300,864,17,11,3,rescale,8143.418,68.401,0.008399544269985895,30
A,15,12,42,mt,lattigo,3,5,300,864,17,11,3,rot1,46631.368,312.769,0.006707266233321741,30
A,15,12,42,mt,lattigo,3,5,300,864,17,10,3,add_cc,522.166,9.848,0.018859902789534363,30
A,15,12,42,mt,lattigo,3,5,300,864,17,10,3,add_cp,432.94,9.876,0.02281147503118215,30
A,15,12,42,mt,lattigo,3,5,300,864,17,10,3,mul_cp,1074.219,36.549,0.03402378844537287,30
A,15,12,42,mt,lattigo,3,5,300,864,17,10,3,mul_cc,2335.195,60.174,0.025768297722460008,30
A,15,12,42,mt,lattigo,3,5,300,864,17,10,3,mul_cc_rlk,49705.535,404.176,0.008131408302918376,30
A,15,12,42,mt,lattigo,3,5,300,864,17,10,3,relin,45639.091,523.308,0.011466223111235936,30
A,15,12,42,mt,lattigo,3,5,300,864,17,10,3,rescale,7432.01,33.066,0.00444913287253381,30
A,15,12,42,mt,lattigo,3,5,300,864,17,10,3,rot1,45455.262,420.803,0.009257520064453703,30
A,15,12,42,mt,lattigo,3,5,300,864,17,9,2,add_cc,476.833,10.391,0.021791696463961174,30
A,15,12,42,mt,lattigo,3,5,300,864,17,9,2,add_cp,395.185,9.432,0.02386730265571821,30
A,15,12,42,mt,lattigo,3,5,300,864,17,9,2,mul_cp,960.739,22.297,0.023208176206024736,30
A,15,12,42,mt,lattigo,3,5,300,864,17,9,2,mul_cc,2124.783,46.388,0.02183187647868041,30
A,15,12,42,mt,lattigo,3,5,300,864,17,9,2,mul_cc_rlk,36469.996,247.371,0.0067828633707555114,30
A,15,12,42,mt,lattigo,3,5,300,864,17,9,2,relin,33303.165,486.013,0.014593597935811805,30
A,15,12,42,mt,lattigo,3,5,300,864,17,9,2,rescale,6800.153,105.144,0.015462005046062934,30
A,15,12,42,mt,lattigo,3,5,300,864,17,9,2,rot1,32925.4,333.256,0.010121547498283999,30
A,15,12,42,mt,lattigo,3,5,300,864,17,8,2,add_cc,431.809,12.535,0.02902903830165652,30
A,15,12,42,mt,lattigo,3,5,300,864,17,8,2,add_cp,355.054,8.199,0.023092262022114948,30
A,15,12,42,mt,lattigo,3,5,300,864,17,8,2,mul_cp,857.311,14.473,0.016881855009442316,30
A,15,12,42,mt,lattigo,3,5,300,864,17,8,2,mul_cc,1882.572,46.499,0.02469971932016412,30
A,15,12,42,mt,lattigo,3,5,300,864,17,8,2,mul_cc_rlk,33641.886,321.908,0.00956866686962794,30
A,15,12,42,mt,lattigo,3,5,300,864,17,8,2,relin,30542.971,264.265,0.008652236221551595,30
A,15,12,42,mt,lattigo,3,5,300,864,17,8,2,rescale,6091.505,33.65,0.005524086412142811,30
A,15,12,42,mt,lattigo,3,5,300,864,17,8,2,rot1,30438.46,298.495,0.00980650795079646,30
A,15,12,42,mt,lattigo,3,5,300,864,17,7,2,add_cc,383.487,12.502,0.03260084435717508,30
A,15,12,42,mt,lattigo,3,5,300,864,17,7,2,add_cp,317.476,8.955,0.028206856581284884,30
A,15,12,42,mt,lattigo,3,5,300,864,17,7,2,mul_cp,766.252,21.594,0.028181329379890693,30
A,15,12,42,mt,lattigo,3,5,300,864,17,7,2,mul_cc,1653.866,29.683,0.01794764509337516,30
A,15,12,42,mt,lattigo,3,5,300,864,17,7,2,mul_cc_rlk,30120.022,329.35,0.010934586966769149,30
A,15,12,42,mt,lattigo,3,5,300,864,17,7,2,relin,27596.095,247.307,0.00896166649665469,30
A,15,12,42,mt,lattigo,3,5,300,864,17,7,2,rescale,5441.109,44.875,0.008247399565051904,30
A,15,12,42,mt,lattigo,3,5,300,864,17,7,2,rot1,27961.766,630.689,0.022555406550501853,30
A,15,12,42,mt,lattigo,3,5,300,864,17,6,2,add_cc,333.706,11.197,0.033553487201308935,30
A,15,12,42,mt,lattigo,3,5,300,864,17,6,2,add_cp,274.14,8.687,0.03168818851681623,30
A,15,12,42,mt,lattigo,3,5,300,864,17,6,2,mul_cp,674.286,25.054,0.037156340187991445,30
A,15,12,42,mt,lattigo,3,5,300,864,17,6,2,mul_cc,1465.717,22.795,0.015552115449298876,30
A,15,12,42,mt,lattigo,3,5,300,864,17,6,2,mul_cc_rlk,27516.16,256.929,0.009337385739870679,30
A,15,12,42,mt,lattigo,3,5,300,864,17,6,2,relin,25341.909,253.096,0.009987250763152848,30
A,15,12,42,mt,lattigo,3,5,300,864,17,6,2,rescale,4763.715,35.68,0.007489952694483192,30
A,15,12,42,mt,lattigo,3,5,300,864,17,6,2,rot1,25388.845,213.993,0.0084286228853656,30
A,15,12,42,mt,lattigo,3,5,300,864,17,5,2,add_cc,286.483,10.548,0.03681893864557408,30
A,15,12,42,mt,lattigo,3,5,300,864,17,5,2,add_cp,234.509,7.917,0.03375989834078863,30
A,15,12,42,mt,lattigo,3,5,300,864,17,5,2,mul_cp,581.566,17.994,0.030940598315582407,30
A,15,12,42,mt,lattigo,3,5,300,864,17,5,2,mul_cc,1230.317,24.119,0.019603890704590766,30
A,15,12,42,mt,lattigo,3,5,300,864,17,5,2,mul_cc_rlk,25097.944,346.935,0.013823243848181349,30
A,15,12,42,mt,lattigo,3,5,300,864,17,5,2,relin,23318.58,351.097,0.015056534317269747,30
A,15,12,42,mt,lattigo,3,5,300,864,17,5,2,rescale,4083.302,33.954,0.008315329113545851,30
A,15,12,42,mt,lattigo,3,5,300,864,17,5,2,rot1,23274.548,287.409,0.012348639380665953,30
A,15,12,42,mt,lattigo,3,5,300,864,17,4,1,add_cc,240.254,9.312,0.03875898007941595,30
A,15,12,42,mt,lattigo,3,5,300,864,17,4,1,add_cp,193.286,6.913,0.03576565297020995,30
A,15,12,42,mt,lattigo,3,5,300,864,17,4,1,mul_cp,465.764,12.101,0.025980968902706094,30
A,15,12,42,mt,lattigo,3,5,300,864,17,4,1,mul_cc,1018.193,26.426,0.025953822114274994,30
A,15,12,42,mt,lattigo,3,5,300,864,17,4,1,mul_cc_rlk,16869.504,282.836,0.016766112388366606,30
A,15,12,42,mt,lattigo,3,5,300,864,17,4,1,relin,15518.114,224.731,0.014481850049561436,30
A,15,12,42,mt,lattigo,3,5,300,864,17,4,1,rescale,3410.373,48.538,0.014232460789479625,30
A,15,12,42,mt,lattigo,3,5,300,864,17,4,1,rot1,15538.173,267.476,0.017214121634506193,30
A,15,12,42,mt,lattigo,3,5,300,864,17,3,1,add_cc,199.126,7.58,0.03806634994927834,30
A,15,12,42,mt,lattigo,3,5,300,864,17,3,1,add_cp,155.605,4.768,0.030641688891745126,30
A,15,12,42,mt,lattigo,3,5,300,864,17,3,1,mul_cp,368.673,9.06,0.024574623039929695,30
A,15,12,42,mt,lattigo,3,5,300,864,17,3,1,mul_cc,793.689,11.988,0.015104152886080064,30
A,15,12,42,mt,lattigo,3,5,300,864,17,3,1,mul_cc_rlk,14591.462,207.087,0.014192340698964915,30
A,15,12,42,mt,lattigo,3,5,300,864,17,3,1,relin,13519.93,317.25,0.023465358178629624,30
A,15,12,42,mt,lattigo,3,5,300,864,17,3,1,rescale,2716.285,26.733,0.009841750773574938,30
A,15,12,42,mt,lattigo,3,5,300,864,17,3,1,rot1,13738.187,196.285,0.014287547549032489,30
A,15,12,42,mt,lattigo,3,5,300,864,17,2,1,add_cc,144.384,4.683,0.03243434175531915,30
A,15,12,42,mt,lattigo,3,5,300,864,17,2,1,add_cp,118.141,4.803,0.04065481077695296,30
A,15,12,42,mt,lattigo,3,5,300,864,17,2,1,mul_cp,336.223,10.378,0.030866419013571348,30
A,15,12,42,mt,lattigo,3,5,300,864,17,2,1,mul_cc,696.439,52.118,0.07483498195821889,30
A,15,12,42,mt,lattigo,3,5,300,864,17,2,1,mul_cc_rlk,12504.44,116.294,0.009300216563076795,30
A,15,12,42,mt,lattigo,3,5,300,864,17,2,1,relin,11782.355,70.507,0.005984117776115217,30
A,15,12,42,mt,lattigo,3,5,300,864,17,2,1,rescale,2038.837,21.184,0.01039023717933312,30
A,15,12,42,mt,lattigo,3,5,300,864,17,2,1,rot1,11831.993,223.14,0.018859037526475886,30
A,15,12,42,mt,lattigo,3,5,300,864,17,1,1,add_cc,86.571,2.46,0.028415982257337907,30
A,15,12,42,mt,lattigo,3,5,300,864,17,1,1,add_cp,64.238,2.497,0.038871073196550324,30
A,15,12,42,mt,lattigo,3,5,300,864,17,1,1,mul_cp,180.858,6.21,0.0343363301595727,30
A,15,12,42,mt,lattigo,3,5,300,864,17,1,1,mul_cc,405.882,14.815,0.036500756377469315,30
A,15,12,42,mt,lattigo,3,5,300,864,17,1,1,mul_cc_rlk,10493.515,154.894,0.014760926152962093,30
A,15,12,42,mt,lattigo,3,5,300,864,17,1,1,relin,10074.988,87.854,0.008720010386116589,30
A,15,12,42,mt,lattigo,3,5,300,864,17,1,1,rescale,1372.977,22.274,0.016223141392754575,30
A,15,12,42,mt,lattigo,3,5,300,864,17,1,1,rot1,10094.457,96.347,0.009544545090439237,30
A,15,12,42,mt,seal,13,1,60,624,257,12,13,add_cc,1070.258,11.933,0.011149648028793056,30
A,15,12,42,mt,seal,13,1,60,624,257,12,13,add_cp,743.55,15.702,0.021117611458543475,30
A,15,12,42,mt,seal,13,1,60,624,257,12,13,mul_cp,3106.135,21.423,0.006896995784149754,30
A,15,12,42,mt,seal,13,1,60,624,257,12,13,mul_cc,6346.41,101.503,0.015993766554634824,30
A,15,12,42,mt,seal,13,1,60,624,257,12,13,mul_cc_rlk,99516.908,735.432,0.0073900205983087825,30
A,15,12,42,mt,seal,13,1,60,624,257,12,13,relin,93300.222,876.559,0.009395036594875412,30
A,15,12,42,mt,seal,13,1,60,624,257,12,13,rescale,10625.224,43.378,0.004082549224373999,30
A,15,12,42,mt,seal,13,1,60,624,257,12,13,rot1,93766.624,2119.208,0.022600877685433146,30
A,15,12,42,mt,seal,13,1,60,624,257,11,12,add_cc,991.747,12.582,0.012686703362853633,30
A,15,12,42,mt,seal,13,1,60,624,257,11,12,add_cp,678.727,13.536,0.019943217228723772,30
A,15,12,42,mt,seal,13,1,60,624,257,11,12,mul_cp,2855.127,24.143,0.008456016142189122,30
A,15,12,42,mt,seal,13,1,60,624,257,11,12,mul_cc,5846.113,24.591,0.004206384652503296,30
A,15,12,42,mt,seal,13,1,60,624,257,11,12,mul_cc_rlk,86280.79,764.672,0.008862598499619673,30
A,15,12,42,mt,seal,13,1,60,624,257,11,12,relin,79838.719,704.167,0.008819868465073946,30
A,15,12,42,mt,seal,13,1,60,624,257,11,12,rescale,9663.748,31.052,0.003213246040770103,30
A,15,12,42,mt,seal,13,1,60,624,257,11,12,rot1,79679.29,370.144,0.004645422919807645,30
A,15,12,42,mt,seal,13,1,60,624,257,10,11,add_cc,905.666,17.577,0.019407817009802732,30
A,15,12,42,mt,seal,13,1,60,624,257,10,11,add_cp,630.481,26.861,0.04260398013580108,30
A,15,12,42,mt,seal,13,1,60,624,257,10,11,mul_cp,2595.242,19.753,0.007611236254653708,30
A,15,12,42,mt,seal,13,1,60,624,257,10,11,mul_cc,5289.674,25.394,0.004800673916766893,30
A,15,12,42,mt,seal,13,1,60,624,257,10,11,mul_cc_rlk,73787.944,670.238,0.00908329956991348,30
A,15,12,42,mt,seal,13,1,60,624,257,10,11,relin,69480.321,440.895,0.006345609715879119,30
A,15,12,42,mt,seal,13,1,60,624,257,10,11,rescale,8965.642,42.603,0.004751806953701698,30
A,15,12,42,mt,seal,13,1,60,624,257,10,11,rot1,69585.942,643.87,0.009252874668277107,30
A,15,12,42,mt,seal,13,1,60,624,257,9,10,add_cc,826.512,15.173,0.018357870182163116,30
A,15,12,42,mt,seal,13,1,60,624,257,9,10,add_cp,565.693,12.33,0.021796274657809096,30
A,15,12,42,mt,seal,13,1,60,624,257,9,10,mul_cp,2382.698,35.019,0.014697204597477314,30
