library,logN,q0,delta,depth,dnum,PCount,logP,maxDigitBits,level,path,rep,bits
seal,14,60,42,7,8,1,60,60,7,rot1,8,28.9612
seal,14,60,42,7,8,1,60,60,7,enc_dec,9,34.1083
seal,14,60,42,7,8,1,60,60,7,rot1,9,28.9411
seal,14,60,42,7,8,1,60,60,7,enc_dec,10,34.1159
seal,14,60,42,7,8,1,60,60,7,rot1,10,28.9459
seal,14,60,42,7,8,1,60,60,7,enc_dec,11,34.1107
seal,14,60,42,7,8,1,60,60,7,rot1,11,28.9707
seal,15,60,48,10,11,1,60,60,10,enc_dec,0,39.6157
seal,15,60,48,10,11,1,60,60,10,rot1,0,33.9958
seal,15,60,48,10,11,1,60,60,10,enc_dec,1,39.6341
seal,15,60,48,10,11,1,60,60,10,rot1,1,33.9695
seal,15,60,48,10,11,1,60,60,10,enc_dec,2,39.6305
seal,15,60,48,10,11,1,60,60,10,rot1,2,33.9673
seal,15,60,48,10,11,1,60,60,10,enc_dec,3,39.6194
seal,15,60,48,10,11,1,60,60,10,rot1,3,33.9551
seal,15,60,48,10,11,1,60,60,10,enc_dec,4,39.6154
seal,15,60,48,10,11,1,60,60,10,rot1,4,33.9406
seal,15,60,48,10,11,1,60,60,10,enc_dec,5,39.6249
seal,15,60,48,10,11,1,60,60,10,rot1,5,33.9769
seal,15,60,48,10,11,1,60,60,10,enc_dec,6,39.6216
seal,15,60,48,10,11,1,60,60,10,rot1,6,34.0042
seal,15,60,48,10,11,1,60,60,10,enc_dec,7,39.6273
seal,15,60,48,10,11,1,60,60,10,rot1,7,33.9643
seal,15,60,48,10,11,1,60,60,10,enc_dec,8,39.6073
seal,15,60,48,10,11,1,60,60,10,rot1,8,33.9743
seal,15,60,48,10,11,1,60,60,10,enc_dec,9,39.6312
seal,15,60,48,10,11,1,60,60,10,rot1,9,33.9701
seal,15,60,48,10,11,1,60,60,10,enc_dec,10,39.6230
seal,15,60,48,10,11,1,60,60,10,rot1,10,33.9725
seal,15,60,48,10,11,1,60,60,10,enc_dec,11,39.6155
seal,15,60,48,10,11,1,60,60,10,rot1,11,33.9594
seal,15,60,50,10,11,1,60,60,10,enc_dec,0,41.5916
seal,15,60,50,10,11,1,60,60,10,rot1,0,35.9918
seal,15,60,50,10,11,1,60,60,10,enc_dec,1,41.6245
seal,15,60,50,10,11,1,60,60,10,rot1,1,35.9439
seal,15,60,50,10,11,1,60,60,10,enc_dec,2,41.6387
seal,15,60,50,10,11,1,60,60,10,rot1,2,35.9413
seal,15,60,50,10,11,1,60,60,10,enc_dec,3,41.6103
seal,15,60,50,10,11,1,60,60,10,rot1,3,35.9355
seal,15,60,50,10,11,1,60,60,10,enc_dec,4,41.6104
seal,15,60,50,10,11,1,60,60,10,rot1,4,35.9700
seal,15,60,50,10,11,1,60,60,10,enc_dec,5,41.6074
seal,15,60,50,10,11,1,60,60,10,rot1,5,35.9569
seal,15,60,50,10,11,1,60,60,10,enc_dec,6,41.6143
seal,15,60,50,10,11,1,60,60,10,rot1,6,35.9828
seal,15,60,50,10,11,1,60,60,10,enc_dec,7,41.6207
seal,15,60,50,10,11,1,60,60,10,rot1,7,35.9563
seal,15,60,50,10,11,1,60,60,10,enc_dec,8,41.6178
seal,15,60,50,10,11,1,60,60,10,rot1,8,35.9828
seal,15,60,50,10,11,1,60,60,10,enc_dec,9,41.6194
seal,15,60,50,10,11,1,60,60,10,rot1,9,35.9747
seal,15,60,50,10,11,1,60,60,10,enc_dec,10,41.6074
seal,15,60,50,10,11,1,60,60,10,rot1,10,35.9788
seal,15,60,50,10,11,1,60,60,10,enc_dec,11,41.6184
seal,15,60,50,10,11,1,60,60,10,rot1,11,35.9749
seal,15,60,46,11,12,1,60,60,11,enc_dec,0,37.6144
seal,15,60,46,11,12,1,60,60,11,rot1,0,31.9709
seal,15,60,46,11,12,1,60,60,11,enc_dec,1,37.6230
seal,15,60,46,11,12,1,60,60,11,rot1,1,31.9623
seal,15,60,46,11,12,1,60,60,11,enc_dec,2,37.6298
seal,15,60,46,11,12,1,60,60,11,rot1,2,31.9279
seal,15,60,46,11,12,1,60,60,11,enc_dec,3,37.6227
seal,15,60,46,11,12,1,60,60,11,rot1,3,31.9649
seal,15,60,46,11,12,1,60,60,11,enc_dec,4,37.6204
seal,15,60,46,11,12,1,60,60,11,rot1,4,31.9864
seal,15,60,46,11,12,1,60,60,11,enc_dec,5,37.6336
seal,15,60,46,11,12,1,60,60,11,rot1,5,31.9588
seal,15,60,46,11,12,1,60,60,11,enc_dec,6,37.6091
seal,15,60,46,11,12,1,60,60,11,rot1,6,31.9583
seal,15,60,46,11,12,1,60,60,11,enc_dec,7,37.6285
seal,15,60,46,11,12,1,60,60,11,rot1,7,31.9790
seal,15,60,46,11,12,1,60,60,11,enc_dec,8,37.6076
seal,15,60,46,11,12,1,60,60,11,rot1,8,31.9314
seal,15,60,46,11,12,1,60,60,11,enc_dec,9,37.6207
seal,15,60,46,11,12,1,60,60,11,rot1,9,31.9500
seal,15,60,46,11,12,1,60,60,11,enc_dec,10,37.6180
seal,15,60,46,11,12,1,60,60,11,rot1,10,31.9702
seal,15,60,46,11,12,1,60,60,11,enc_dec,11,37.6243
seal,15,60,46,11,12,1,60,60,11,rot1,11,31.9729
seal,15,60,54,9,10,1,60,60,9,enc_dec,0,45.6310
seal,15,60,54,9,10,1,60,60,9,rot1,0,39.9607
seal,15,60,54,9,10,1,60,60,9,enc_dec,1,45.6231
seal,15,60,54,9,10,1,60,60,9,rot1,1,39.9220
seal,15,60,54,9,10,1,60,60,9,enc_dec,2,45.6027
seal,15,60,54,9,10,1,60,60,9,rot1,2,39.9648
seal,15,60,54,9,10,1,60,60,9,enc_dec,3,45.6185
seal,15,60,54,9,10,1,60,60,9,rot1,3,39.9724
seal,15,60,54,9,10,1,60,60,9,enc_dec,4,45.6261
seal,15,60,54,9,10,1,60,60,9,rot1,4,39.9755
seal,15,60,54,9,10,1,60,60,9,enc_dec,5,45.6301
seal,15,60,54,9,10,1,60,60,9,rot1,5,39.9218
seal,15,60,54,9,10,1,60,60,9,enc_dec,6,45.6122
seal,15,60,54,9,10,1,60,60,9,rot1,6,39.9707
seal,15,60,54,9,10,1,60,60,9,enc_dec,7,45.6266
seal,15,60,54,9,10,1,60,60,9,rot1,7,39.9959
seal,15,60,54,9,10,1,60,60,9,enc_dec,8,45.6268
seal,15,60,54,9,10,1,60,60,9,rot1,8,39.9532
seal,15,60,54,9,10,1,60,60,9,enc_dec,9,45.6180
seal,15,60,54,9,10,1,60,60,9,rot1,9,39.9435
seal,15,60,54,9,10,1,60,60,9,enc_dec,10,45.6367
seal,15,60,54,9,10,1,60,60,9,rot1,10,39.9338
seal,15,60,54,9,10,1,60,60,9,enc_dec,11,45.6375
seal,15,60,54,9,10,1,60,60,9,rot1,11,39.9703
