mode,library,op,level,mean_ms,lo_ms,hi_ms,kind,logP
mt,lattigo,rot1,2,11.831993,11.608853,12.055133000000001,std,300
mt,lattigo,add_cc,1,0.086571,0.08411099999999999,0.089031,std,300
mt,lattigo,add_cp,1,0.064238,0.061741000000000004,0.066735,std,300
mt,lattigo,mul_cp,1,0.180858,0.174648,0.18706799999999998,std,300
mt,lattigo,mul_cc,1,0.405882,0.391067,0.42069700000000004,std,300
mt,lattigo,mul_cc_rlk,1,10.493514999999999,10.338620999999998,10.648409,std,300
mt,lattigo,relin,1,10.074988,9.987134,10.162842,std,300
mt,lattigo,rescale,1,1.3729770000000001,1.3507030000000002,1.395251,std,300
mt,lattigo,rot1,1,10.094457,9.99811,10.190804,std,300
mt,openfhe,add_cc,1,0.197056,0.185339,0.274889,range,240
mt,openfhe,add_cc,2,0.282563,0.27195400000000003,0.380567,range,240
mt,openfhe,add_cc,3,0.39051400000000003,0.354371,0.5241319999999999,range,240
mt,openfhe,add_cc,4,0.552706,0.431898,0.654956,range,240
mt,openfhe,add_cc,5,0.6337140000000001,0.544495,0.7670220000000001,range,240
mt,openfhe,add_cc,6,0.8080700000000001,0.636067,0.856673,range,240
mt,openfhe,add_cc,7,0.994581,0.816414,1.000839,range,240
mt,openfhe,add_cc,8,1.020658,0.886428,1.2124059999999999,range,240
mt,openfhe,add_cc,9,1.178474,1.13,1.3576780000000002,range,240
mt,openfhe,add_cc,10,1.212097,1.1018489999999999,1.422678,range,240
mt,openfhe,add_cc,11,1.441632,1.372437,1.464785,range,240
mt,openfhe,add_cc,12,1.468213,1.3792650000000002,1.632531,range,240
mt,openfhe,add_cp,1,0.16173400000000002,0.155522,0.201588,range,240
mt,openfhe,add_cp,2,0.25851999999999997,0.243178,0.306884,range,240
mt,openfhe,add_cp,3,0.370894,0.355433,0.431088,range,240
mt,openfhe,add_cp,4,0.492187,0.428796,0.556662,range,240
mt,openfhe,add_cp,5,0.628124,0.579324,0.667902,range,240
mt,openfhe,add_cp,6,0.720383,0.639216,0.774809,range,240
mt,openfhe,add_cp,7,0.852636,0.787573,0.91667,range,240
mt,openfhe,add_cp,8,0.920473,0.870488,1.05447,range,240
mt,openfhe,add_cp,9,1.0637539999999999,1.040721,1.170798,range,240
mt,openfhe,add_cp,10,1.112652,1.0538399999999999,1.238656,range,240
mt,openfhe,add_cp,11,1.295359,1.256199,1.3040640000000001,range,240
mt,openfhe,add_cp,12,1.357434,1.352222,1.466299,range,240
mt,openfhe,mul_cp,1,0.159031,0.1555,0.218065,range,240
mt,openfhe,mul_cp,2,0.239931,0.231726,0.30273500000000003,range,240
mt,openfhe,mul_cp,3,0.33072399999999996,0.309672,0.42502100000000004,range,240
mt,openfhe,mul_cp,4,0.466899,0.384278,0.55804,range,240
mt,openfhe,mul_cp,5,0.549283,0.48837,0.641567,range,240
mt,openfhe,mul_cp,6,0.654786,0.576249,0.712489,range,240
mt,openfhe,mul_cp,7,0.8159,0.7030109999999999,0.897864,range,240
mt,openfhe,mul_cp,8,0.841399,0.7737350000000001,1.039204,range,240
mt,openfhe,mul_cp,9,0.98023,0.96949,1.173897,range,240
mt,openfhe,mul_cp,10,1.001213,0.912826,1.198213,range,240
mt,openfhe,mul_cp,11,1.175344,1.1525560000000001,1.220771,range,240
mt,openfhe,mul_cp,12,1.239665,1.216574,1.3602750000000001,range,240
mt,openfhe,mul_cc,1,0.393254,0.389555,0.43223500000000004,range,240
mt,openfhe,mul_cc,2,0.62836,0.6042029999999999,0.659559,range,240
mt,openfhe,mul_cc,3,1.43578,1.416107,1.495143,range,240
mt,openfhe,mul_cc,4,1.81676,1.778271,1.880788,range,240
mt,openfhe,mul_cc,5,2.1966289999999997,2.132027,2.5459989999999997,range,240
mt,openfhe,mul_cc,6,2.592422,2.555484,2.610181,range,240
mt,openfhe,mul_cc,7,3.013951,2.966132,3.066563,range,240
mt,openfhe,mul_cc,8,3.3707800000000003,3.291496,3.499558,range,240
mt,openfhe,mul_cc,9,3.812475,3.693811,4.097716999999999,range,240
mt,openfhe,mul_cc,10,4.413752000000001,4.382054,4.562649,range,240
mt,openfhe,mul_cc,11,4.988308,4.843564000000001,5.178273,range,240
mt,openfhe,mul_cc,12,5.61703,5.473611,6.174064,range,240
mt,openfhe,mul_cc_rlk,1,4.80063,4.3805320000000005,5.134716999999999,range,240
mt,openfhe,mul_cc_rlk,2,6.428935,5.9678249999999995,7.8023549999999995,range,240
mt,openfhe,mul_cc_rlk,3,6.955842,6.75295,7.396412000000001,range,240
mt,openfhe,mul_cc_rlk,4,8.366566,7.753499,8.787872,range,240
mt,openfhe,mul_cc_rlk,5,12.228069,11.902117,12.778594,range,240
mt,openfhe,mul_cc_rlk,6,13.821689000000001,12.781248,14.49889,range,240
mt,openfhe,mul_cc_rlk,7,15.123009,14.348284,15.999299,range,240
mt,openfhe,mul_cc_rlk,8,14.920997999999999,14.438293,16.100593,range,240
mt,openfhe,mul_cc_rlk,9,16.35516,14.635767,17.172211,range,240
mt,openfhe,mul_cc_rlk,10,23.231552,22.347632,26.377553,range,240
mt,openfhe,mul_cc_rlk,11,27.157256,23.900179,33.410017999999994,range,240
mt,openfhe,mul_cc_rlk,12,26.454653999999998,24.850561000000003,27.31661,range,240
mt,openfhe,relin,1,4.372528,4.188479999999999,4.67302,range,240
mt,openfhe,relin,2,6.256046,5.9799809999999995,6.961481,range,240
mt,openfhe,relin,3,7.1402209999999995,6.684151,8.073985,range,240
mt,openfhe,relin,4,7.681827,7.151635000000001,8.707723,range,240
mt,openfhe,relin,5,11.386622,10.633549,12.224584,range,240
mt,openfhe,relin,6,12.033888000000001,11.718459999999999,12.896575,range,240
mt,openfhe,relin,7,13.232526,12.486914,14.506667,range,240
mt,openfhe,relin,8,13.478721,13.326597,15.395093999999999,range,240
mt,openfhe,relin,9,14.642714,14.590236,18.662457,range,240
mt,openfhe,relin,10,19.474798,18.497476,21.648282,range,240
mt,openfhe,relin,11,22.779537,21.223046,24.651786,range,240
mt,openfhe,relin,12,23.799289,22.517038,25.572238000000002,range,240
mt,openfhe,rescale,1,0.497948,0.49671699999999996,0.503648,range,240
mt,openfhe,rescale,2,0.580407,0.576071,0.635254,range,240
mt,openfhe,rescale,3,0.659522,0.6505599999999999,0.736476,range,240
mt,openfhe,rescale,4,0.686798,0.678533,0.79489,range,240
mt,openfhe,rescale,5,0.794554,0.785584,0.80152,range,240
mt,openfhe,rescale,6,0.84176,0.82759,0.8420599999999999,range,240
mt,openfhe,rescale,7,0.917332,0.890668,0.976212,range,240
mt,openfhe,rescale,8,0.978797,0.9309829999999999,1.184051,range,240
mt,openfhe,rescale,9,1.076166,0.994401,1.105038,range,240
mt,openfhe,rescale,10,1.062248,1.0163039999999999,1.1180530000000002,range,240
mt,openfhe,rescale,11,1.197777,1.080449,1.255227,range,240
mt,openfhe,rescale,12,1.222569,1.134723,1.239533,range,240
mt,openfhe,rot1,1,4.759281,4.511537000000001,5.531256999999999,range,240
mt,openfhe,rot1,2,5.6641509999999995,4.636515,5.921712,range,240
mt,openfhe,rot1,3,6.497725,5.920303,7.344165,range,240
mt,openfhe,rot1,4,6.979502999999999,6.903855999999999,7.346462000000001,range,240
mt,openfhe,rot1,5,10.481528,10.167466000000001,11.550558,range,240
mt,openfhe,rot1,6,11.735494000000001,10.970268,13.430397000000001,range,240
mt,openfhe,rot1,7,11.999028000000001,11.686274,12.174235000000001,range,240
mt,openfhe,rot1,8,12.964373,12.007262,15.235242,range,240
mt,openfhe,rot1,9,13.916188,12.845745999999998,15.514944,range,240
mt,openfhe,rot1,10,19.167727,18.161115000000002,22.046948,range,240
mt,openfhe,rot1,11,20.66909,19.691267,23.196214,range,240
mt,openfhe,rot1,12,22.075744999999998,21.651401,23.515228,range,240
mt,seal,add_cc,1,0.087899,0.08556100000000001,0.08861100000000001,range,60
mt,seal,add_cc,2,0.186256,0.183642,0.186469,range,60
mt,seal,add_cc,3,0.256731,0.256299,0.268426,range,60
mt,seal,add_cc,4,0.32230200000000003,0.321949,0.32304700000000003,range,60
mt,seal,add_cc,5,0.388235,0.387288,0.388488,range,60
mt,seal,add_cc,6,0.45316300000000004,0.45243700000000003,0.453397,range,60
mt,seal,add_cc,7,0.520385,0.517908,0.5207809999999999,range,60
mt,seal,add_cc,8,0.584054,0.5837140000000001,0.584348,range,60
mt,seal,add_cc,9,0.6481699999999999,0.648081,0.649489,range,60
mt,seal,add_cc,10,0.712448,0.709643,0.717086,range,60
mt,seal,add_cc,11,0.783139,0.775456,0.7851589999999999,range,60
mt,seal,add_cc,12,0.842877,0.841752,0.844502,range,60
mt,seal,add_cp,1,0.057866999999999995,0.057581,0.058271,range,60
mt,seal,add_cp,2,0.123348,0.122991,0.123543,range,60
mt,seal,add_cp,3,0.17897900000000003,0.177542,0.18004499999999998,range,60
mt,seal,add_cp,4,0.23412200000000002,0.233674,0.234157,range,60
mt,seal,add_cp,5,0.286617,0.286566,0.287872,range,60
mt,seal,add_cp,6,0.338189,0.33792700000000003,0.338461,range,60
mt,seal,add_cp,7,0.38815,0.387944,0.389177,range,60
mt,seal,add_cp,8,0.43744,0.437163,0.437954,range,60
mt,seal,add_cp,9,0.485815,0.485662,0.489699,range,60
mt,seal,add_cp,10,0.5358379999999999,0.531906,0.537613,range,60
mt,seal,add_cp,11,0.585341,0.5811839999999999,0.5857910000000001,range,60
mt,seal,add_cp,12,0.630779,0.630655,0.631794,range,60
mt,seal,mul_cp,1,0.11131100000000001,0.111194,0.113011,range,60
mt,seal,mul_cp,2,0.200369,0.19911099999999998,0.202652,range,60
mt,seal,mul_cp,3,0.271561,0.270492,0.273017,range,60
mt,seal,mul_cp,4,0.345714,0.34484,0.34594,range,60
mt,seal,mul_cp,5,0.416871,0.415351,0.41839,range,60
mt,seal,mul_cp,6,0.48459500000000005,0.48102,0.48493200000000003,range,60
mt,seal,mul_cp,7,0.548913,0.545815,0.5492910000000001,range,60
mt,seal,mul_cp,8,0.613533,0.612662,0.616202,range,60
mt,seal,mul_cp,9,0.686465,0.684936,0.687935,range,60
mt,seal,mul_cp,10,0.7513650000000001,0.742051,0.753181,range,60
mt,seal,mul_cp,11,0.813437,0.808301,0.825024,range,60
mt,seal,mul_cp,12,0.8776309999999999,0.8758400000000001,0.893414,range,60
mt,seal,mul_cc,1,0.24795699999999998,0.24760400000000002,0.248565,range,60
mt,seal,mul_cc,2,0.34983600000000004,0.348661,0.353549,range,60
mt,seal,mul_cc,3,0.447046,0.446153,0.45631900000000003,range,60
mt,seal,mul_cc,4,0.5434220000000001,0.5431269999999999,0.557403,range,60
mt,seal,mul_cc,5,0.636241,0.635773,0.636822,range,60
mt,seal,mul_cc,6,0.729602,0.7291369999999999,0.7447870000000001,range,60
mt,seal,mul_cc,7,0.820952,0.819787,0.8411000000000001,range,60
mt,seal,mul_cc,8,0.911089,0.908781,0.911701,range,60
mt,seal,mul_cc,9,1.0030839999999999,0.9998859999999999,1.003374,range,60
mt,seal,mul_cc,10,1.098718,1.089349,1.10251,range,60
mt,seal,mul_cc,11,1.194053,1.184796,1.209184,range,60
mt,seal,mul_cc,12,1.28049,1.279356,1.290089,range,60
mt,seal,mul_cc_rlk,1,2.862759,2.861357,2.865624,range,60
mt,seal,mul_cc_rlk,2,4.427512,4.396833,4.441823,range,60
mt,seal,mul_cc_rlk,3,6.327246,6.325526,6.355998,range,60
mt,seal,mul_cc_rlk,4,8.644343999999998,8.637129999999999,8.651313,range,60
mt,seal,mul_cc_rlk,5,11.446276,11.401838,11.449196,range,60
mt,seal,mul_cc_rlk,6,14.675595,14.572388,14.809968999999999,range,60
mt,seal,mul_cc_rlk,7,18.402773,18.358198,18.412625,range,60
mt,seal,mul_cc_rlk,8,22.478522,22.328083,22.53859,range,60
mt,seal,mul_cc_rlk,9,26.887642,26.737154,26.966872,range,60
mt,seal,mul_cc_rlk,10,31.918636,31.576116000000003,32.307416,range,60
mt,seal,mul_cc_rlk,11,37.402013,37.180108,37.458963000000004,range,60
mt,seal,mul_cc_rlk,12,43.149648,43.102601,43.212523999999995,range,60
mt,seal,relin,1,2.700055,2.685589,2.702975,range,60
mt,seal,relin,2,4.189895000000001,4.180744,4.218618,range,60
mt,seal,relin,3,6.058576,6.041364,6.071794,range,60
mt,seal,relin,4,8.304709999999998,8.271017,8.36979,range,60
mt,seal,relin,5,11.069275,11.000783,11.080356,range,60
mt,seal,relin,6,14.158837,14.148264999999999,14.195694,range,60
mt,seal,relin,7,17.789715,17.714597,17.847868,range,60
mt,seal,relin,8,21.762444,21.669009,21.938318,range,60
mt,seal,relin,9,26.144843,26.120866999999997,26.254189999999998,range,60
mt,seal,relin,10,30.927074,30.685541,31.077876,range,60
mt,seal,relin,11,36.033617,35.672466,36.124464,range,60
mt,seal,relin,12,41.420294,41.368352,41.602809,range,60
mt,seal,rescale,1,0.538809,0.536755,0.542138,range,60
mt,seal,rescale,2,0.825232,0.825202,0.830488,range,60
mt,seal,rescale,3,1.1264539999999998,1.1248420000000001,1.130941,range,60
mt,seal,rescale,4,1.429335,1.425311,1.439325,range,60
mt,seal,rescale,5,1.718722,1.716498,1.724604,range,60
mt,seal,rescale,6,2.008841,2.006731,2.024985,range,60
mt,seal,rescale,7,2.28058,2.27632,2.293665,range,60
mt,seal,rescale,8,2.566578,2.562468,2.57497,range,60
mt,seal,rescale,9,2.844954,2.843196,2.871407,range,60
mt,seal,rescale,10,3.140256,3.118645,3.1467069999999997,range,60
mt,seal,rescale,11,3.429718,3.424853,3.453602,range,60
mt,seal,rescale,12,3.708003,3.7005689999999998,3.711149,range,60
mt,seal,rot1,1,2.733708,2.733591,2.7394600000000002,range,60
mt,seal,rot1,2,4.251617,4.247922,4.278348,range,60
mt,seal,rot1,3,6.163112,6.151607,6.1925870000000005,range,60
mt,seal,rot1,4,8.430487999999999,8.424953,8.441998,range,60
mt,seal,rot1,5,11.225312,11.168402,11.238389999999999,range,60
mt,seal,rot1,6,14.389242,14.323858,14.436181000000001,range,60
mt,seal,rot1,7,18.129870999999998,18.106707999999998,18.172393,range,60
mt,seal,rot1,8,22.156645,22.125338,22.191199,range,60
mt,seal,rot1,9,26.626593,26.515026000000002,26.885783,range,60
mt,seal,rot1,10,31.624988000000002,31.415879,31.672653999999998,range,60
mt,seal,rot1,11,37.088679,36.780542999999994,37.190938,range,60
mt,seal,rot1,12,42.918585,42.703977,43.020421,range,60
