library,logN,q0,delta,depth,QCount,logQ,PCount,logP,dnum,maxDigitBits,logQP,bound,margin,ok,err,digits
lattigo,14,60,54,6,7,384,4,240,2,222,624,438,-186,1,,L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,54,6,7,384,5,300,2,276,684,438,-246,1,,L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,55,6,7,390,1,60,7,60,450,438,-12,1,,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,55,6,7,390,2,120,4,115,510,438,-72,1,,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,55,6,7,390,3,180,3,170,570,438,-132,1,,L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,55,6,7,390,4,240,2,225,630,438,-192,1,,L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,55,6,7,390,5,300,2,280,690,438,-252,1,,L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,40,7,8,340,1,60,8,60,400,438,38,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,40,7,8,340,2,120,4,100,460,438,-22,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,40,7,8,340,3,180,3,140,520,438,-82,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,40,7,8,340,4,240,2,180,580,438,-142,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,40,7,8,340,5,300,2,220,640,438,-202,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,41,7,8,347,1,60,8,60,407,438,31,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,41,7,8,347,2,120,4,101,467,438,-29,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,41,7,8,347,3,180,3,142,527,438,-89,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,41,7,8,347,4,240,2,183,587,438,-149,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,41,7,8,347,5,300,2,224,647,438,-209,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,42,7,8,354,1,60,8,60,414,438,24,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,42,7,8,354,2,120,4,102,474,438,-36,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,42,7,8,354,3,180,3,144,534,438,-96,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,42,7,8,354,4,240,2,186,594,438,-156,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,42,7,8,354,5,300,2,228,654,438,-216,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,43,7,8,361,1,60,8,60,421,438,17,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,43,7,8,361,2,120,4,103,481,438,-43,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,43,7,8,361,3,180,3,146,541,438,-103,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,43,7,8,361,4,240,2,189,601,438,-163,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,43,7,8,361,5,300,2,232,661,438,-223,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,44,7,8,368,1,60,8,60,428,438,10,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,44,7,8,368,2,120,4,104,488,438,-50,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,44,7,8,368,3,180,3,148,548,438,-110,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,44,7,8,368,4,240,2,192,608,438,-170,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,44,7,8,368,5,300,2,236,668,438,-230,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,45,7,8,375,1,60,8,60,435,438,3,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,45,7,8,375,2,120,4,105,495,438,-57,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,45,7,8,375,3,180,3,150,555,438,-117,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,45,7,8,375,4,240,2,195,615,438,-177,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,45,7,8,375,5,300,2,240,675,438,-237,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,46,7,8,382,1,60,8,60,442,438,-4,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,46,7,8,382,2,120,4,106,502,438,-64,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,46,7,8,382,3,180,3,152,562,438,-124,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,46,7,8,382,4,240,2,198,622,438,-184,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,46,7,8,382,5,300,2,244,682,438,-244,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,47,7,8,389,1,60,8,60,449,438,-11,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,47,7,8,389,2,120,4,107,509,438,-71,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,47,7,8,389,3,180,3,154,569,438,-131,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,47,7,8,389,4,240,2,201,629,438,-191,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,47,7,8,389,5,300,2,248,689,438,-251,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,48,7,8,396,1,60,8,60,456,438,-18,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,48,7,8,396,2,120,4,108,516,438,-78,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,48,7,8,396,3,180,3,156,576,438,-138,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,48,7,8,396,4,240,2,204,636,438,-198,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,48,7,8,396,5,300,2,252,696,438,-258,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,49,7,8,403,1,60,8,60,463,438,-25,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,49,7,8,403,2,120,4,109,523,438,-85,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,49,7,8,403,3,180,3,158,583,438,-145,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,49,7,8,403,4,240,2,207,643,438,-205,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,49,7,8,403,5,300,2,256,703,438,-265,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,50,7,8,410,1,60,8,60,470,438,-32,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,50,7,8,410,2,120,4,110,530,438,-92,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,50,7,8,410,3,180,3,160,590,438,-152,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,50,7,8,410,4,240,2,210,650,438,-212,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,50,7,8,410,5,300,2,260,710,438,-272,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,51,7,8,417,1,60,8,60,477,438,-39,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,51,7,8,417,2,120,4,111,537,438,-99,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,51,7,8,417,3,180,3,162,597,438,-159,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,51,7,8,417,4,240,2,213,657,438,-219,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,51,7,8,417,5,300,2,264,717,438,-279,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,52,7,8,424,1,60,8,60,484,438,-46,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,52,7,8,424,2,120,4,112,544,438,-106,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,52,7,8,424,3,180,3,164,604,438,-166,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,52,7,8,424,4,240,2,216,664,438,-226,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,52,7,8,424,5,300,2,268,724,438,-286,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,53,7,8,431,1,60,8,60,491,438,-53,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,53,7,8,431,2,120,4,113,551,438,-113,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,53,7,8,431,3,180,3,166,611,438,-173,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,53,7,8,431,4,240,2,219,671,438,-233,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,53,7,8,431,5,300,2,272,731,438,-293,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,54,7,8,438,1,60,8,60,498,438,-60,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,54,7,8,438,2,120,4,114,558,438,-120,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,54,7,8,438,3,180,3,168,618,438,-180,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,54,7,8,438,4,240,2,222,678,438,-240,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,54,7,8,438,5,300,2,276,738,438,-300,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,55,7,8,445,1,60,8,60,505,438,-67,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,55,7,8,445,2,120,4,115,565,438,-127,1,,L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,55,7,8,445,3,180,3,170,625,438,-187,1,,L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,55,7,8,445,4,240,2,225,685,438,-247,1,,L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,55,7,8,445,5,300,2,280,745,438,-307,1,,L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,40,8,9,380,1,60,9,60,440,438,-2,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,40,8,9,380,2,120,5,100,500,438,-62,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,40,8,9,380,3,180,3,140,560,438,-122,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,40,8,9,380,4,240,3,180,620,438,-182,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,40,8,9,380,5,300,2,220,680,438,-242,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,41,8,9,388,1,60,9,60,448,438,-10,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,41,8,9,388,2,120,5,101,508,438,-70,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,41,8,9,388,3,180,3,142,568,438,-130,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,41,8,9,388,4,240,3,183,628,438,-190,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,41,8,9,388,5,300,2,224,688,438,-250,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,42,8,9,396,1,60,9,60,456,438,-18,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,42,8,9,396,2,120,5,102,516,438,-78,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,42,8,9,396,3,180,3,144,576,438,-138,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,42,8,9,396,4,240,3,186,636,438,-198,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,42,8,9,396,5,300,2,228,696,438,-258,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,43,8,9,404,1,60,9,60,464,438,-26,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,43,8,9,404,2,120,5,103,524,438,-86,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,43,8,9,404,3,180,3,146,584,438,-146,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,43,8,9,404,4,240,3,189,644,438,-206,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,43,8,9,404,5,300,2,232,704,438,-266,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,44,8,9,412,1,60,9,60,472,438,-34,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,44,8,9,412,2,120,5,104,532,438,-94,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,44,8,9,412,3,180,3,148,592,438,-154,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,44,8,9,412,4,240,3,192,652,438,-214,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,44,8,9,412,5,300,2,236,712,438,-274,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,45,8,9,420,1,60,9,60,480,438,-42,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,45,8,9,420,2,120,5,105,540,438,-102,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,45,8,9,420,3,180,3,150,600,438,-162,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,45,8,9,420,4,240,3,195,660,438,-222,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,45,8,9,420,5,300,2,240,720,438,-282,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,46,8,9,428,1,60,9,60,488,438,-50,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,46,8,9,428,2,120,5,106,548,438,-110,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,46,8,9,428,3,180,3,152,608,438,-170,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,46,8,9,428,4,240,3,198,668,438,-230,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,46,8,9,428,5,300,2,244,728,438,-290,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,47,8,9,436,1,60,9,60,496,438,-58,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,47,8,9,436,2,120,5,107,556,438,-118,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,47,8,9,436,3,180,3,154,616,438,-178,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,47,8,9,436,4,240,3,201,676,438,-238,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,47,8,9,436,5,300,2,248,736,438,-298,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,48,8,9,444,1,60,9,60,504,438,-66,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,48,8,9,444,2,120,5,108,564,438,-126,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,48,8,9,444,3,180,3,156,624,438,-186,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,48,8,9,444,4,240,3,204,684,438,-246,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,48,8,9,444,5,300,2,252,744,438,-306,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,49,8,9,452,1,60,9,60,512,438,-74,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,49,8,9,452,2,120,5,109,572,438,-134,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,49,8,9,452,3,180,3,158,632,438,-194,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,49,8,9,452,4,240,3,207,692,438,-254,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,49,8,9,452,5,300,2,256,752,438,-314,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,50,8,9,460,1,60,9,60,520,438,-82,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,50,8,9,460,2,120,5,110,580,438,-142,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,50,8,9,460,3,180,3,160,640,438,-202,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,50,8,9,460,4,240,3,210,700,438,-262,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,50,8,9,460,5,300,2,260,760,438,-322,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,51,8,9,468,1,60,9,60,528,438,-90,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,51,8,9,468,2,120,5,111,588,438,-150,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,51,8,9,468,3,180,3,162,648,438,-210,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,51,8,9,468,4,240,3,213,708,438,-270,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,51,8,9,468,5,300,2,264,768,438,-330,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,52,8,9,476,1,60,9,60,536,438,-98,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,52,8,9,476,2,120,5,112,596,438,-158,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,52,8,9,476,3,180,3,164,656,438,-218,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,52,8,9,476,4,240,3,216,716,438,-278,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,52,8,9,476,5,300,2,268,776,438,-338,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,53,8,9,484,1,60,9,60,544,438,-106,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,53,8,9,484,2,120,5,113,604,438,-166,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,53,8,9,484,3,180,3,166,664,438,-226,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,53,8,9,484,4,240,3,219,724,438,-286,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,53,8,9,484,5,300,2,272,784,438,-346,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,54,8,9,492,1,60,9,60,552,438,-114,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,54,8,9,492,2,120,5,114,612,438,-174,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,54,8,9,492,3,180,3,168,672,438,-234,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,54,8,9,492,4,240,3,222,732,438,-294,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,54,8,9,492,5,300,2,276,792,438,-354,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,14,60,55,8,9,500,1,60,9,60,560,438,-122,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,14,60,55,8,9,500,2,120,5,115,620,438,-182,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,14,60,55,8,9,500,3,180,3,170,680,438,-242,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,14,60,55,8,9,500,4,240,3,225,740,438,-302,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,14,60,55,8,9,500,5,300,2,280,800,438,-362,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,45,8,9,420,1,60,9,60,480,881,401,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,45,8,9,420,2,120,5,105,540,881,341,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,45,8,9,420,3,180,3,150,600,881,281,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,45,8,9,420,4,240,3,195,660,881,221,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,45,8,9,420,5,300,2,240,720,881,161,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,46,8,9,428,1,60,9,60,488,881,393,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,46,8,9,428,2,120,5,106,548,881,333,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,46,8,9,428,3,180,3,152,608,881,273,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,46,8,9,428,4,240,3,198,668,881,213,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,46,8,9,428,5,300,2,244,728,881,153,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,47,8,9,436,1,60,9,60,496,881,385,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,47,8,9,436,2,120,5,107,556,881,325,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,47,8,9,436,3,180,3,154,616,881,265,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,47,8,9,436,4,240,3,201,676,881,205,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,47,8,9,436,5,300,2,248,736,881,145,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,48,8,9,444,1,60,9,60,504,881,377,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,48,8,9,444,2,120,5,108,564,881,317,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,48,8,9,444,3,180,3,156,624,881,257,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,48,8,9,444,4,240,3,204,684,881,197,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,48,8,9,444,5,300,2,252,744,881,137,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,49,8,9,452,1,60,9,60,512,881,369,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,49,8,9,452,2,120,5,109,572,881,309,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,49,8,9,452,3,180,3,158,632,881,249,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,49,8,9,452,4,240,3,207,692,881,189,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,49,8,9,452,5,300,2,256,752,881,129,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
