preset,logN,depth,delta,mode,library,dnum,PCount,logP,level,rep,enc_dec,rot1,ks_loss
A,15,12,42,1t,seal,13,1,60,3,5,33.6204,27.9319,5.688499999999998
A,15,12,42,1t,seal,13,1,60,3,6,33.5986,27.9726,5.625999999999998
A,15,12,42,1t,seal,13,1,60,3,7,33.6072,27.9591,5.6480999999999995
A,15,12,42,1t,seal,13,1,60,3,8,33.621,27.9374,5.683600000000002
A,15,12,42,1t,seal,13,1,60,3,9,33.6292,27.9653,5.663899999999998
A,15,12,42,1t,seal,13,1,60,3,10,33.6086,27.973,5.635600000000004
A,15,12,42,1t,seal,13,1,60,3,11,33.6216,27.9647,5.6569
A,15,12,42,1t,seal,13,1,60,4,0,33.6185,27.9523,5.666199999999996
A,15,12,42,1t,seal,13,1,60,4,1,33.6238,27.9673,5.656500000000001
A,15,12,42,1t,seal,13,1,60,4,2,33.6312,27.9855,5.6457000000000015
A,15,12,42,1t,seal,13,1,60,4,3,33.6247,27.9892,5.635499999999997
A,15,12,42,1t,seal,13,1,60,4,4,33.5974,27.9831,5.6143
A,15,12,42,1t,seal,13,1,60,4,5,33.6236,27.92,5.703600000000002
A,15,12,42,1t,seal,13,1,60,4,6,33.6214,27.968,5.653400000000001
A,15,12,42,1t,seal,13,1,60,4,7,33.6209,27.955,5.665900000000001
A,15,12,42,1t,seal,13,1,60,4,8,33.6389,27.9128,5.726099999999999
A,15,12,42,1t,seal,13,1,60,4,9,33.6197,27.9808,5.638900000000003
A,15,12,42,1t,seal,13,1,60,4,10,33.6156,27.9679,5.6477
A,15,12,42,1t,seal,13,1,60,4,11,33.6118,27.9411,5.670700000000004
A,15,12,42,1t,seal,13,1,60,5,0,33.6103,27.968,5.642300000000002
A,15,12,42,1t,seal,13,1,60,5,1,33.6115,27.9684,5.6431000000000004
A,15,12,42,1t,seal,13,1,60,5,2,33.6218,27.9753,5.6465
A,15,12,42,1t,seal,13,1,60,5,3,33.6257,27.9858,5.639900000000001
A,15,12,42,1t,seal,13,1,60,5,4,33.5987,28.0062,5.592500000000001
A,15,12,42,1t,seal,13,1,60,5,5,33.6251,27.925,5.700100000000003
A,15,12,42,1t,seal,13,1,60,5,6,33.6094,27.9722,5.6372
A,15,12,42,1t,seal,13,1,60,5,7,33.6077,27.9499,5.657800000000002
A,15,12,42,1t,seal,13,1,60,5,8,33.6228,27.9198,5.702999999999999
A,15,12,42,1t,seal,13,1,60,5,9,33.6169,27.9794,5.637500000000003
A,15,12,42,1t,seal,13,1,60,5,10,33.6202,27.9748,5.645399999999999
A,15,12,42,1t,seal,13,1,60,5,11,33.6184,27.9534,5.665000000000003
A,15,12,42,1t,seal,13,1,60,6,0,33.6126,27.9535,5.659100000000002
A,15,12,42,1t,seal,13,1,60,6,1,33.6195,27.9595,5.660000000000004
A,15,12,42,1t,seal,13,1,60,6,2,33.6285,27.9722,5.656300000000002
A,15,12,42,1t,seal,13,1,60,6,3,33.618,27.9778,5.640200000000004
A,15,12,42,1t,seal,13,1,60,6,4,33.6141,27.9924,5.621700000000001
A,15,12,42,1t,seal,13,1,60,6,5,33.6214,27.9304,5.6910000000000025
A,15,12,42,1t,seal,13,1,60,6,6,33.6128,27.9581,5.654699999999998
A,15,12,42,1t,seal,13,1,60,6,7,33.6307,27.9428,5.687899999999999
A,15,12,42,1t,seal,13,1,60,6,8,33.6137,27.9151,5.6986000000000026
A,15,12,42,1t,seal,13,1,60,6,9,33.6039,27.9738,5.630100000000002
A,15,12,42,1t,seal,13,1,60,6,10,33.6168,27.9702,5.646599999999999
A,15,12,42,1t,seal,13,1,60,6,11,33.6145,27.9639,5.650600000000001
A,15,12,42,1t,seal,13,1,60,7,0,33.6051,27.9571,5.648
A,15,12,42,1t,seal,13,1,60,7,1,33.6151,27.9643,5.650799999999997
A,15,12,42,1t,seal,13,1,60,7,2,33.6212,27.9896,5.631600000000002
A,15,12,42,1t,seal,13,1,60,7,3,33.6231,27.9761,5.647000000000002
A,15,12,42,1t,seal,13,1,60,7,4,33.6188,27.9973,5.621500000000001
A,15,12,42,1t,seal,13,1,60,7,5,33.6191,27.9267,5.692400000000003
A,15,12,42,1t,seal,13,1,60,7,6,33.6249,27.9749,5.649999999999995
A,15,12,42,1t,seal,13,1,60,7,7,33.6189,27.9533,5.665599999999998
A,15,12,42,1t,seal,13,1,60,7,8,33.6176,27.9378,5.679800000000004
A,15,12,42,1t,seal,13,1,60,7,9,33.6076,27.9846,5.6229999999999976
A,15,12,42,1t,seal,13,1,60,7,10,33.628,27.9675,5.660499999999999
A,15,12,42,1t,seal,13,1,60,7,11,33.6273,27.9655,5.6617999999999995
A,15,12,42,1t,seal,13,1,60,8,0,33.6215,27.9601,5.661399999999997
A,15,12,42,1t,seal,13,1,60,8,1,33.6113,27.9706,5.640699999999999
A,15,12,42,1t,seal,13,1,60,8,2,33.6027,27.9875,5.615199999999998
A,15,12,42,1t,seal,13,1,60,8,3,33.6106,27.9792,5.631399999999999
A,15,12,42,1t,seal,13,1,60,8,4,33.6067,27.9981,5.608599999999996
A,15,12,42,1t,seal,13,1,60,8,5,33.6203,27.9249,5.695399999999999
A,15,12,42,1t,seal,13,1,60,8,6,33.6165,27.9657,5.650800000000004
A,15,12,42,1t,seal,13,1,60,8,7,33.6106,27.9479,5.662699999999997
A,15,12,42,1t,seal,13,1,60,8,8,33.6154,27.9341,5.6813
A,15,12,42,1t,seal,13,1,60,8,9,33.6122,27.9818,5.630400000000002
A,15,12,42,1t,seal,13,1,60,8,10,33.6215,27.9708,5.650699999999997
A,15,12,42,1t,seal,13,1,60,8,11,33.6208,27.9449,5.675900000000002
A,15,12,42,1t,seal,13,1,60,9,0,33.6305,27.979,5.651499999999999
A,15,12,42,1t,seal,13,1,60,9,1,33.6197,27.9569,5.662800000000001
A,15,12,42,1t,seal,13,1,60,9,2,33.6083,27.979,5.629300000000001
A,15,12,42,1t,seal,13,1,60,9,3,33.63,27.9761,5.653900000000004
A,15,12,42,1t,seal,13,1,60,9,4,33.639,28.0065,5.632500000000004
A,15,12,42,1t,seal,13,1,60,9,5,33.624,27.9326,5.691400000000002
A,15,12,42,1t,seal,13,1,60,9,6,33.621,27.9698,5.651200000000003
A,15,12,42,1t,seal,13,1,60,9,7,33.6165,27.9491,5.667400000000001
A,15,12,42,1t,seal,13,1,60,9,8,33.6108,27.9274,5.683399999999999
A,15,12,42,1t,seal,13,1,60,9,9,33.6168,27.99,5.626799999999999
A,15,12,42,1t,seal,13,1,60,9,10,33.6083,27.9854,5.622900000000001
A,15,12,42,1t,seal,13,1,60,9,11,33.6319,27.9528,5.679100000000002
A,15,12,42,1t,seal,13,1,60,10,0,33.6277,27.9555,5.672199999999997
A,15,12,42,1t,seal,13,1,60,10,1,33.6277,27.9643,5.663399999999996
A,15,12,42,1t,seal,13,1,60,10,2,33.6207,27.9812,5.639499999999998
A,15,12,42,1t,seal,13,1,60,10,3,33.6081,27.9691,5.638999999999999
A,15,12,42,1t,seal,13,1,60,10,4,33.6251,28.0016,5.6235000000000035
A,15,12,42,1t,seal,13,1,60,10,5,33.6236,27.9449,5.678700000000003
A,15,12,42,1t,seal,13,1,60,10,6,33.6079,27.9722,5.6357
A,15,12,42,1t,seal,13,1,60,10,7,33.6289,27.9404,5.688500000000001
A,15,12,42,1t,seal,13,1,60,10,8,33.618,27.9348,5.683200000000003
A,15,12,42,1t,seal,13,1,60,10,9,33.6105,27.9666,5.643900000000002
A,15,12,42,1t,seal,13,1,60,10,10,33.6265,27.969,5.657499999999999
A,15,12,42,1t,seal,13,1,60,10,11,33.6308,27.9462,5.6846
A,15,12,42,1t,seal,13,1,60,11,0,33.6206,27.97,5.650600000000004
A,15,12,42,1t,seal,13,1,60,11,1,33.6085,27.9808,5.627700000000001
A,15,12,42,1t,seal,13,1,60,11,2,33.6061,27.9723,5.633799999999997
A,15,12,42,1t,seal,13,1,60,11,3,33.6261,27.9796,5.6465
A,15,12,42,1t,seal,13,1,60,11,4,33.6258,27.99,5.6358
A,15,12,42,1t,seal,13,1,60,11,5,33.6153,27.9279,5.687399999999997
A,15,12,42,1t,seal,13,1,60,11,6,33.6214,27.9546,5.666800000000002
A,15,12,42,1t,seal,13,1,60,11,7,33.6109,27.947,5.663900000000002
A,15,12,42,1t,seal,13,1,60,11,8,33.6396,27.9287,5.710900000000002
A,15,12,42,1t,seal,13,1,60,11,9,33.6144,27.9829,5.631500000000003
A,15,12,42,1t,seal,13,1,60,11,10,33.627,27.9672,5.659800000000004
A,15,12,42,1t,seal,13,1,60,11,11,33.6042,27.9549,5.6493
A,15,12,42,1t,seal,13,1,60,12,0,33.6055,27.9492,5.656299999999998
A,15,12,42,1t,seal,13,1,60,12,1,33.6155,27.9749,5.640599999999996
A,15,12,42,1t,seal,13,1,60,12,2,33.6198,27.9825,5.637299999999996
A,15,12,42,1t,seal,13,1,60,12,3,33.6163,27.984,5.632300000000001
A,15,12,42,1t,seal,13,1,60,12,4,33.6197,28.0011,5.618600000000001
A,15,12,42,1t,seal,13,1,60,12,5,33.6186,27.9221,5.6965
A,15,12,42,1t,seal,13,1,60,12,6,33.6104,27.957,5.653399999999998
A,15,12,42,1t,seal,13,1,60,12,7,33.6327,27.9443,5.6884000000000015
A,15,12,42,1t,seal,13,1,60,12,8,33.6034,27.9137,5.689700000000002
A,15,12,42,1t,seal,13,1,60,12,9,33.6102,27.9647,5.645499999999998
A,15,12,42,1t,seal,13,1,60,12,10,33.615,27.9716,5.643400000000003
A,15,12,42,1t,seal,13,1,60,12,11,33.6052,27.9645,5.6407000000000025
A,15,12,42,mt,lattigo,3,5,300,1,0,33.6236,30.0546,3.5690000000000026
A,15,12,42,mt,lattigo,3,5,300,1,1,33.6249,30.0687,3.556199999999997
A,15,12,42,mt,lattigo,3,5,300,1,2,33.6252,30.0927,3.532499999999999
A,15,12,42,mt,lattigo,3,5,300,1,3,33.6337,30.0644,3.5692999999999984
A,15,12,42,mt,lattigo,3,5,300,1,4,33.6217,30.0825,3.5391999999999975
A,15,12,42,mt,lattigo,3,5,300,1,5,33.6292,30.0841,3.545099999999998
A,15,12,42,mt,lattigo,3,5,300,1,6,33.6332,30.0879,3.545300000000001
A,15,12,42,mt,lattigo,3,5,300,1,7,33.63,30.0987,3.5313000000000017
A,15,12,42,mt,lattigo,3,5,300,1,8,33.6233,30.1011,3.5222000000000016
A,15,12,42,mt,lattigo,3,5,300,1,9,33.6308,30.0763,3.554500000000001
A,15,12,42,mt,lattigo,3,5,300,1,10,33.6264,30.0832,3.5431999999999952
A,15,12,42,mt,lattigo,3,5,300,1,11,33.6183,30.0709,3.547399999999996
A,15,12,42,mt,lattigo,3,5,300,2,0,33.6267,30.0522,3.5745000000000005
A,15,12,42,mt,lattigo,3,5,300,2,1,33.633,30.0619,3.5711000000000013
A,15,12,42,mt,lattigo,3,5,300,2,2,33.6189,30.0684,3.550499999999996
A,15,12,42,mt,lattigo,3,5,300,2,3,33.6441,30.0625,3.5816000000000017
A,15,12,42,mt,lattigo,3,5,300,2,4,33.63,30.0666,3.5634000000000015
A,15,12,42,mt,lattigo,3,5,300,2,5,33.6316,30.0732,3.558399999999999
A,15,12,42,mt,lattigo,3,5,300,2,6,33.6248,30.0868,3.5380000000000003
A,15,12,42,mt,lattigo,3,5,300,2,7,33.6346,30.0763,3.558299999999999
A,15,12,42,mt,lattigo,3,5,300,2,8,33.6222,30.0944,3.527799999999999
A,15,12,42,mt,lattigo,3,5,300,2,9,33.6399,30.0723,3.5675999999999988
A,15,12,42,mt,lattigo,3,5,300,2,10,33.632,30.0853,3.5466999999999977
A,15,12,42,mt,lattigo,3,5,300,2,11,33.6321,30.0824,3.5497000000000014
A,15,12,42,mt,lattigo,3,5,300,3,0,33.6343,30.0541,3.580200000000005
A,15,12,42,mt,lattigo,3,5,300,3,1,33.6315,30.0798,3.551700000000004
A,15,12,42,mt,lattigo,3,5,300,3,2,33.6342,30.0772,3.5569999999999986
A,15,12,42,mt,lattigo,3,5,300,3,3,33.6223,30.0697,3.5526000000000018
A,15,12,42,mt,lattigo,3,5,300,3,4,33.6385,30.075,3.5635000000000012
A,15,12,42,mt,lattigo,3,5,300,3,5,33.6341,30.077,3.557099999999995
A,15,12,42,mt,lattigo,3,5,300,3,6,33.6314,30.069,3.5624000000000002
A,15,12,42,mt,lattigo,3,5,300,3,7,33.639,30.0791,3.5599000000000025
A,15,12,42,mt,lattigo,3,5,300,3,8,33.6312,30.0915,3.5397
A,15,12,42,mt,lattigo,3,5,300,3,9,33.6367,30.0775,3.559199999999997
A,15,12,42,mt,lattigo,3,5,300,3,10,33.6199,30.095,3.5249000000000024
A,15,12,42,mt,lattigo,3,5,300,3,11,33.6354,30.0806,3.5547999999999966
A,15,12,42,mt,lattigo,3,5,300,4,0,33.6355,30.0667,3.5687999999999995
A,15,12,42,mt,lattigo,3,5,300,4,1,33.631,30.0895,3.541499999999999
A,15,12,42,mt,lattigo,3,5,300,4,2,33.635,30.0757,3.559299999999997
A,15,12,42,mt,lattigo,3,5,300,4,3,33.6438,30.0867,3.5570999999999984
A,15,12,42,mt,lattigo,3,5,300,4,4,33.6318,30.0812,3.5505999999999993
A,15,12,42,mt,lattigo,3,5,300,4,5,33.6228,30.0913,3.5314999999999976
A,15,12,42,mt,lattigo,3,5,300,4,6,33.6402,30.0675,3.572700000000001
A,15,12,42,mt,lattigo,3,5,300,4,7,33.6402,30.0808,3.5594
A,15,12,42,mt,lattigo,3,5,300,4,8,33.6463,30.0876,3.558699999999998
A,15,12,42,mt,lattigo,3,5,300,4,9,33.6306,30.0873,3.543300000000002
A,15,12,42,mt,lattigo,3,5,300,4,10,33.6217,30.0692,3.5524999999999984
A,15,12,42,mt,lattigo,3,5,300,4,11,33.6379,30.0545,3.583400000000001
A,15,12,42,mt,lattigo,3,5,300,5,0,33.6347,30.0653,3.5694000000000017
A,15,12,42,mt,lattigo,3,5,300,5,1,33.627,30.0862,3.540800000000001
A,15,12,42,mt,lattigo,3,5,300,5,2,33.6216,30.0846,3.5370000000000026
A,15,12,42,mt,lattigo,3,5,300,5,3,33.6125,30.0875,3.5249999999999986
A,15,12,42,mt,lattigo,3,5,300,5,4,33.6286,30.0825,3.546099999999999
A,15,12,42,mt,lattigo,3,5,300,5,5,33.6186,30.0845,3.5341000000000022
A,15,12,42,mt,lattigo,3,5,300,5,6,33.6244,30.0774,3.5470000000000006
A,15,12,42,mt,lattigo,3,5,300,5,7,33.6419,30.0825,3.5594
A,15,12,42,mt,lattigo,3,5,300,5,8,33.6361,30.0973,3.5387999999999984
A,15,12,42,mt,lattigo,3,5,300,5,9,33.6299,30.0756,3.554299999999998
A,15,12,42,mt,lattigo,3,5,300,5,10,33.6255,30.0793,3.5462000000000025
A,15,12,42,mt,lattigo,3,5,300,5,11,33.6155,30.0762,3.5392999999999972
A,15,12,42,mt,lattigo,3,5,300,6,0,33.6256,30.0668,3.558799999999998
A,15,12,42,mt,lattigo,3,5,300,6,1,33.6323,30.0754,3.5569000000000024
A,15,12,42,mt,lattigo,3,5,300,6,2,33.623,30.0832,3.539799999999996
A,15,12,42,mt,lattigo,3,5,300,6,3,33.6526,30.0653,3.587299999999999
A,15,12,42,mt,lattigo,3,5,300,6,4,33.6294,30.077,3.552399999999995
A,15,12,42,mt,lattigo,3,5,300,6,5,33.6239,30.0767,3.5472
A,15,12,42,mt,lattigo,3,5,300,6,6,33.6331,30.0759,3.557199999999998
A,15,12,42,mt,lattigo,3,5,300,6,7,33.6256,30.087,3.538599999999999
A,15,12,42,mt,lattigo,3,5,300,6,8,33.6352,30.0878,3.547399999999996
A,15,12,42,mt,lattigo,3,5,300,6,9,33.6166,30.0699,3.5466999999999977
A,15,12,42,mt,lattigo,3,5,300,6,10,33.6312,30.0857,3.5455000000000005
A,15,12,42,mt,lattigo,3,5,300,6,11,33.6446,30.0684,3.5761999999999965
A,15,12,42,mt,lattigo,3,5,300,7,0,33.6369,30.0863,3.5505999999999958
A,15,12,42,mt,lattigo,3,5,300,7,1,33.6137,30.0703,3.543400000000002
A,15,12,42,mt,lattigo,3,5,300,7,2,33.6321,30.0684,3.5637000000000008
A,15,12,42,mt,lattigo,3,5,300,7,3,33.627,30.0731,3.5539000000000023
A,15,12,42,mt,lattigo,3,5,300,7,4,33.6318,30.0754,3.5564
A,15,12,42,mt,lattigo,3,5,300,7,5,33.6305,30.0764,3.5540999999999983
A,15,12,42,mt,lattigo,3,5,300,7,6,33.6404,30.084,3.5564
A,15,12,42,mt,lattigo,3,5,300,7,7,33.6363,30.0679,3.568399999999997
A,15,12,42,mt,lattigo,3,5,300,7,8,33.6244,30.0857,3.538700000000002
A,15,12,42,mt,lattigo,3,5,300,7,9,33.6235,30.0771,3.5463999999999984
A,15,12,42,mt,lattigo,3,5,300,7,10,33.6316,30.0743,3.557299999999998
A,15,12,42,mt,lattigo,3,5,300,7,11,33.6344,30.075,3.5594
A,15,12,42,mt,lattigo,3,5,300,8,0,33.6424,30.0522,3.590200000000003
A,15,12,42,mt,lattigo,3,5,300,8,1,33.6213,30.075,3.5462999999999987
A,15,12,42,mt,lattigo,3,5,300,8,2,33.6269,30.0714,3.5554999999999986
A,15,12,42,mt,lattigo,3,5,300,8,3,33.6271,30.0803,3.5467999999999975
A,15,12,42,mt,lattigo,3,5,300,8,4,33.6267,30.0631,3.563600000000001
A,15,12,42,mt,lattigo,3,5,300,8,5,33.6278,30.0917,3.536100000000001
A,15,12,42,mt,lattigo,3,5,300,8,6,33.6181,30.0875,3.5305999999999997
A,15,12,42,mt,lattigo,3,5,300,8,7,33.63,30.0775,3.552500000000002
A,15,12,42,mt,lattigo,3,5,300,8,8,33.6292,30.0897,3.5394999999999968
A,15,12,42,mt,lattigo,3,5,300,8,9,33.6278,30.0803,3.5474999999999994
A,15,12,42,mt,lattigo,3,5,300,8,10,33.6167,30.0905,3.526200000000003
A,15,12,42,mt,lattigo,3,5,300,8,11,33.6286,30.0677,3.5609
A,15,12,42,mt,lattigo,3,5,300,9,0,33.6345,30.0696,3.5649000000000015
A,15,12,42,mt,lattigo,3,5,300,9,1,33.6414,30.0771,3.564299999999996
A,15,12,42,mt,lattigo,3,5,300,9,2,33.6381,30.0839,3.5542000000000016
A,15,12,42,mt,lattigo,3,5,300,9,3,33.6274,30.0856,3.541800000000002
A,15,12,42,mt,lattigo,3,5,300,9,4,33.6178,30.0718,3.546000000000003
A,15,12,42,mt,lattigo,3,5,300,9,5,33.6332,30.0665,3.566700000000001
A,15,12,42,mt,lattigo,3,5,300,9,6,33.6381,30.0699,3.568200000000001
A,15,12,42,mt,lattigo,3,5,300,9,7,33.6361,30.0597,3.5763999999999996
A,15,12,42,mt,lattigo,3,5,300,9,8,33.6388,30.0775,3.561300000000003
A,15,12,42,mt,lattigo,3,5,300,9,9,33.6398,30.0967,3.5431000000000026
A,15,12,42,mt,lattigo,3,5,300,9,10,33.6221,30.0585,3.5636000000000045
A,15,12,42,mt,lattigo,3,5,300,9,11,33.6138,30.0706,3.543199999999999
A,15,12,42,mt,lattigo,3,5,300,10,0,33.6615,30.0783,3.583199999999998
A,15,12,42,mt,lattigo,3,5,300,10,1,33.6364,30.0668,3.569600000000001
A,15,12,42,mt,lattigo,3,5,300,10,2,33.6423,30.0809,3.561399999999999
A,15,12,42,mt,lattigo,3,5,300,10,3,33.6313,30.0827,3.548600000000004
A,15,12,42,mt,lattigo,3,5,300,10,4,33.6293,30.0576,3.5717
A,15,12,42,mt,lattigo,3,5,300,10,5,33.634,30.0742,3.559799999999999
A,15,12,42,mt,lattigo,3,5,300,10,6,33.6332,30.0669,3.566300000000002
A,15,12,42,mt,lattigo,3,5,300,10,7,33.6398,30.0776,3.5622000000000007
A,15,12,42,mt,lattigo,3,5,300,10,8,33.6293,30.0856,3.543700000000001
A,15,12,42,mt,lattigo,3,5,300,10,9,33.6353,30.0669,3.5684000000000005
A,15,12,42,mt,lattigo,3,5,300,10,10,33.6339,30.0774,3.556499999999996
A,15,12,42,mt,lattigo,3,5,300,10,11,33.6181,30.0767,3.5413999999999994
A,15,12,42,mt,lattigo,3,5,300,11,0,33.6357,30.064,3.5717
A,15,12,42,mt,lattigo,3,5,300,11,1,33.6343,30.0687,3.5656000000000034
A,15,12,42,mt,lattigo,3,5,300,11,2,33.624,30.0756,3.548400000000001
A,15,12,42,mt,lattigo,3,5,300,11,3,33.6246,30.0701,3.554500000000001
A,15,12,42,mt,lattigo,3,5,300,11,4,33.6421,30.0741,3.567999999999998
A,15,12,42,mt,lattigo,3,5,300,11,5,33.633,30.0931,3.539900000000003
A,15,12,42,mt,lattigo,3,5,300,11,6,33.6321,30.0672,3.5649000000000015
A,15,12,42,mt,lattigo,3,5,300,11,7,33.6253,30.0745,3.5508000000000024
A,15,12,42,mt,lattigo,3,5,300,11,8,33.6254,30.0845,3.5409000000000006
A,15,12,42,mt,lattigo,3,5,300,11,9,33.6408,30.0722,3.5686
A,15,12,42,mt,lattigo,3,5,300,11,10,33.6259,30.0827,3.5432000000000023
A,15,12,42,mt,lattigo,3,5,300,11,11,33.6315,30.0866,3.544900000000002
A,15,12,42,mt,lattigo,3,5,300,12,0,33.6244,30.0565,3.5679000000000016
A,15,12,42,mt,lattigo,3,5,300,12,1,33.6299,30.096,3.533899999999999
A,15,12,42,mt,lattigo,3,5,300,12,2,33.6315,30.0831,3.548400000000001
A,15,12,42,mt,lattigo,3,5,300,12,3,33.6416,30.0586,3.5829999999999984
A,15,12,42,mt,lattigo,3,5,300,12,4,33.6345,30.0611,3.573400000000003
A,15,12,42,mt,lattigo,3,5,300,12,5,33.6411,30.0698,3.571300000000001
A,15,12,42,mt,lattigo,3,5,300,12,6,33.6457,30.0808,3.564899999999998
A,15,12,42,mt,lattigo,3,5,300,12,7,33.6338,30.0837,3.5501000000000005
A,15,12,42,mt,lattigo,3,5,300,12,8,33.6513,30.0845,3.5668000000000006
A,15,12,42,mt,lattigo,3,5,300,12,9,33.6298,30.074,3.5558000000000014
A,15,12,42,mt,lattigo,3,5,300,12,10,33.6293,30.074,3.555299999999999
A,15,12,42,mt,lattigo,3,5,300,12,11,33.634,30.0711,3.562899999999999
A,15,12,42,mt,openfhe,3,4,240,1,0,30.324,27.1123,3.2117000000000004
A,15,12,42,mt,openfhe,3,4,240,1,1,30.3225,26.7668,3.5557000000000016
A,15,12,42,mt,openfhe,3,4,240,1,2,30.3012,27.2029,3.098300000000002
A,15,12,42,mt,openfhe,3,4,240,1,3,30.3143,26.1941,4.1202000000000005
A,15,12,42,mt,openfhe,3,4,240,1,4,30.3116,27.0687,3.242899999999999
A,15,12,42,mt,openfhe,3,4,240,1,5,30.312,27.9376,2.3744000000000014
A,15,12,42,mt,openfhe,3,4,240,1,6,30.3194,27.0992,3.220200000000002
A,15,12,42,mt,openfhe,3,4,240,1,7,30.3221,27.6727,2.6494
A,15,12,42,mt,openfhe,3,4,240,1,8,30.3076,27.6674,2.6402
A,15,12,42,mt,openfhe,3,4,240,1,9,30.3196,27.3643,2.955300000000001
A,15,12,42,mt,openfhe,3,4,240,1,10,30.3224,27.8381,2.4842999999999975
A,15,12,42,mt,openfhe,3,4,240,1,11,30.3258,26.013,4.312799999999999
A,15,12,42,mt,openfhe,3,4,240,2,0,30.3222,27.1138,3.2083999999999975
A,15,12,42,mt,openfhe,3,4,240,2,1,30.3242,26.7682,3.556000000000001
A,15,12,42,mt,openfhe,3,4,240,2,2,30.3152,27.2175,3.0976999999999997
A,15,12,42,mt,openfhe,3,4,240,2,3,30.3126,26.1952,4.1174
A,15,12,42,mt,openfhe,3,4,240,2,4,30.3256,27.0681,3.2575000000000003
A,15,12,42,mt,openfhe,3,4,240,2,5,30.3157,27.9351,2.380600000000001
A,15,12,42,mt,openfhe,3,4,240,2,6,30.3296,27.0748,3.2547999999999995
A,15,12,42,mt,openfhe,3,4,240,2,7,30.326,27.6737,2.6523000000000003
A,15,12,42,mt,openfhe,3,4,240,2,8,30.3172,27.6692,2.6479999999999997
A,15,12,42,mt,openfhe,3,4,240,2,9,30.3189,27.3725,2.9464000000000006
A,15,12,42,mt,openfhe,3,4,240,2,10,30.3305,27.8351,2.4954
A,15,12,42,mt,openfhe,3,4,240,2,11,30.3097,26.0121,4.297599999999999
A,15,12,42,mt,openfhe,3,4,240,3,0,30.3067,27.1137,3.192999999999998
A,15,12,42,mt,openfhe,3,4,240,3,1,30.3224,26.7724,3.549999999999997
A,15,12,42,mt,openfhe,3,4,240,3,2,30.3111,27.2127,3.098399999999998
A,15,12,42,mt,openfhe,3,4,240,3,3,30.3099,26.1957,4.1142
A,15,12,42,mt,openfhe,3,4,240,3,4,30.3266,27.0504,3.2761999999999993
A,15,12,42,mt,openfhe,3,4,240,3,5,30.3019,27.937,2.3648999999999987
A,15,12,42,mt,openfhe,3,4,240,3,6,30.3345,27.0815,3.253
A,15,12,42,mt,openfhe,3,4,240,3,7,30.3099,27.6825,2.627399999999998
A,15,12,42,mt,openfhe,3,4,240,3,8,30.3092,27.685,2.624200000000002
A,15,12,42,mt,openfhe,3,4,240,3,9,30.3171,27.3791,2.937999999999999
A,15,12,42,mt,openfhe,3,4,240,3,10,30.3133,27.836,2.477300000000003
A,15,12,42,mt,openfhe,3,4,240,3,11,30.3135,26.0149,4.2986
A,15,12,42,mt,openfhe,3,4,240,4,0,30.304,27.1173,3.1866999999999983
A,15,12,42,mt,openfhe,3,4,240,4,1,30.3272,26.7683,3.5589000000000013
A,15,12,42,mt,openfhe,3,4,240,4,2,30.3212,27.2206,3.1006
A,15,12,42,mt,openfhe,3,4,240,4,3,30.3113,26.2079,4.103400000000001
A,15,12,42,mt,openfhe,3,4,240,4,4,30.3146,27.0477,3.2668999999999997
A,15,12,42,mt,openfhe,3,4,240,4,5,30.3245,27.9423,2.382200000000001
A,15,12,42,mt,openfhe,3,4,240,4,6,30.3276,27.0914,3.2362
A,15,12,42,mt,openfhe,3,4,240,4,7,30.3351,27.6854,2.6496999999999993
A,15,12,42,mt,openfhe,3,4,240,4,8,30.313,27.6576,2.6554
A,15,12,42,mt,openfhe,3,4,240,4,9,30.3379,27.3794,2.958500000000001
A,15,12,42,mt,openfhe,3,4,240,4,10,30.3201,27.8381,2.4819999999999993
A,15,12,42,mt,openfhe,3,4,240,4,11,30.3259,26.0107,4.315200000000001
A,15,12,42,mt,openfhe,3,4,240,5,0,30.3231,27.1081,3.215
A,15,12,42,mt,openfhe,3,4,240,5,1,30.3149,26.7536,3.561300000000003
A,15,12,42,mt,openfhe,3,4,240,5,2,30.3229,27.226,3.0969000000000015
A,15,12,42,mt,openfhe,3,4,240,5,3,30.3077,26.2081,4.099599999999999
A,15,12,42,mt,openfhe,3,4,240,5,4,30.3183,27.0363,3.282
A,15,12,42,mt,openfhe,3,4,240,5,5,30.3223,27.9467,2.3755999999999986
A,15,12,42,mt,openfhe,3,4,240,5,6,30.3092,27.0894,3.2197999999999993
A,15,12,42,mt,openfhe,3,4,240,5,7,30.3082,27.682,2.6262000000000008
A,15,12,42,mt,openfhe,3,4,240,5,8,30.3146,27.685,2.6296
A,15,12,42,mt,openfhe,3,4,240,5,9,30.3201,27.374,2.9461000000000013
A,15,12,42,mt,openfhe,3,4,240,5,10,30.3206,27.8386,2.4819999999999993
A,15,12,42,mt,openfhe,3,4,240,5,11,30.3244,26.0195,4.3049
A,15,12,42,mt,openfhe,3,4,240,6,0,30.3141,27.1055,3.2086000000000006
A,15,12,42,mt,openfhe,3,4,240,6,1,30.3242,26.7487,3.5755000000000017
A,15,12,42,mt,openfhe,3,4,240,6,2,30.3287,27.2079,3.1208000000000027
A,15,12,42,mt,openfhe,3,4,240,6,3,30.3127,26.2035,4.109200000000001
A,15,12,42,mt,openfhe,3,4,240,6,4,30.3169,27.0706,3.2463000000000015
