library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,ok,fail_reason
openfhe,16,32768,40,45,19,16,1,1,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1615 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,20,3,3,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1615 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,17,18,2,2,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1615 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,19,16,1,1,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1615 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,20,3,3,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1615 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,17,18,2,2,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1615 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,19,16,1,1,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1615 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,20,3,3,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1615 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,17,18,2,2,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1615 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,19,16,1,1,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1615 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,20,3,3,14,512,,,,,,,,,,8,,,0,예측 탈락(§8.5 규칙4): logQ 1615 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,17,18,2,2,14,512,,,,,,,,,,8,,,0,예측 탈락(§8.5 규칙4): logQ 1615 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,19,16,1,1,14,512,,,,,,,,,,8,,,0,예측 탈락(§8.5 규칙4): logQ 1615 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,20,3,3,14,512,,,,,,,,,,9,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,17,18,2,2,14,512,,,,,,,,,,9,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,19,16,1,1,14,512,,,,,,,,,,9,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,15,20,3,3,14,512,,,,,,,,,,12,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,17,18,2,2,14,512,,,,,,,,,,12,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,19,16,1,1,14,512,,,,,,,,,,12,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,15,20,3,3,14,512,,,,,,,,,,18,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,17,18,2,2,14,512,,,,,,,,,,18,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,19,16,1,1,14,512,,,,,,,,,,18,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,15,20,3,3,14,512,,,,,,,,,,36,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,17,18,2,2,14,512,,,,,,,,,,36,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,19,16,1,1,14,512,,,,,,,,,,36,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,15,21,3,4,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 1680 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,4,3,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 1680 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,16,20,3,3,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 1680 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,18,18,2,2,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 1680 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,20,16,1,1,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 1680 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,3,4,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 900 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,4,3,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 900 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,16,20,3,3,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 900 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,18,18,2,2,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 900 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,20,16,1,1,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 900 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,3,4,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,4,3,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,16,20,3,3,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,18,18,2,2,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,20,16,1,1,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,3,4,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,4,3,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,16,20,3,3,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,18,18,2,2,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,20,16,1,1,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,3,4,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,4,3,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,16,20,3,3,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,18,18,2,2,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,20,16,1,1,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,3,4,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,4,3,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,16,20,3,3,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,18,18,2,2,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,20,16,1,1,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,3,4,14,512,,,,,,,,,,7,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,4,3,14,512,,,,,,,,,,7,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,16,20,3,3,14,512,,,,,,,,,,7,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,18,18,2,2,14,512,,,,,,,,,,7,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,20,16,1,1,14,512,,,,,,,,,,7,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,3,4,14,512,,,,,,,,,,8,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,4,3,14,512,,,,,,,,,,8,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,16,20,3,3,14,512,,,,,,,,,,8,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,18,18,2,2,14,512,,,,,,,,,,8,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,20,16,1,1,14,512,,,,,,,,,,8,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,3,4,14,512,,,,,,,,,,10,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 180 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,4,3,14,512,,,,,,,,,,10,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 180 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,16,20,3,3,14,512,,,,,,,,,,10,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 180 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,18,18,2,2,14,512,,,,,,,,,,10,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 180 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,20,16,1,1,14,512,,,,,,,,,,10,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 180 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,3,4,14,512,,,,,,,,,,13,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 180 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,4,3,14,512,,,,,,,,,,13,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 180 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,16,20,3,3,14,512,,,,,,,,,,13,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 180 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,18,18,2,2,14,512,,,,,,,,,,13,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 180 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,20,16,1,1,14,512,,,,,,,,,,13,,,0,예측 탈락(§8.5 규칙4): logQ 1660 + 예측 logP 180 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,45,15,21,3,4,14,512,,,,,,,,,,19,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,15,21,4,3,14,512,,,,,,,,,,19,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,16,20,3,3,14,512,,,,,,,,,,19,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,18,18,2,2,14,512,,,,,,,,,,19,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,20,16,1,1,14,512,,,,,,,,,,19,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,15,21,3,4,14,512,,,,,,,,,,37,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,15,21,4,3,14,512,,,,,,,,,,37,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,16,20,3,3,14,512,,,,,,,,,,37,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,18,18,2,2,14,512,,,,,,,,,,37,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,20,16,1,1,14,512,,,,,,,,,,37,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,45,15,22,4,4,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1705 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,16,21,3,4,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1705 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,16,21,4,3,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1705 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,17,20,3,3,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1705 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,19,18,2,2,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1705 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,16,22,4,4,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1750 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,17,21,3,4,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1750 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,17,21,4,3,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1750 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,18,20,3,3,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1750 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,20,18,2,2,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1750 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,17,22,4,4,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1795 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,18,21,3,4,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1795 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,18,21,4,3,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1795 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,19,20,3,3,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1795 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,18,22,4,4,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1840 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,19,21,3,4,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1840 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,19,21,4,3,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1840 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,20,20,3,3,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1840 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,19,22,4,4,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1885 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,20,21,3,4,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1885 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,20,21,4,3,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1885 + 최소 logP 60 > 1747
openfhe,16,32768,40,45,20,22,4,4,14,512,,,,,,,,,,0,,,0,상한 초과 확정: logQ_boot(명목) 1930 + 최소 logP 60 > 1747
openfhe,16,32768,40,48,15,16,1,1,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1528 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,15,16,1,1,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1528 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,15,16,1,1,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1528 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,15,16,1,1,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1528 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,15,16,1,1,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1528 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,15,16,1,1,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1528 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,15,16,1,1,14,512,,,,,,,,,,7,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,48,15,16,1,1,14,512,,,,,,,,,,8,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,48,15,16,1,1,14,512,,,,,,,,,,11,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,48,15,16,1,1,14,512,,,,,,,,,,16,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,48,15,16,1,1,14,512,,,,,,,,,,32,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,48,16,16,1,1,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1576 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,16,16,1,1,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1576 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,16,16,1,1,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1576 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,16,16,1,1,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1576 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,16,16,1,1,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1576 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,16,16,1,1,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1576 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,16,16,1,1,14,512,,,,,,,,,,7,,,0,예측 탈락(§8.5 규칙4): logQ 1576 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,16,16,1,1,14,512,,,,,,,,,,9,,,0,예측 탈락(§8.5 규칙4): logQ 1576 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,16,16,1,1,14,512,,,,,,,,,,11,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,48,16,16,1,1,14,512,,,,,,,,,,17,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,48,16,16,1,1,14,512,,,,,,,,,,33,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,40,48,15,18,2,2,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1624 + 예측 logP 1680 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,17,16,1,1,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1624 + 예측 logP 1680 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,15,18,2,2,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1624 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,17,16,1,1,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1624 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,15,18,2,2,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1624 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,17,16,1,1,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1624 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,15,18,2,2,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1624 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,17,16,1,1,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1624 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,15,18,2,2,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1624 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,17,16,1,1,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1624 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,15,18,2,2,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1624 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,48,17,16,1,1,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1624 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
