q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth_of,evalmod_levels_of,QCount_boot_of,logQ_boot_of,PCount_boot_of,logP_boot_of,logQP_boot_of,margin_1747_of,dnum_of,QCount_residual_of,logQ_residual_of,logQP_residual_of,grid_of,boot_depth_la,evalmod_levels_la,QCount_boot_la,logQ_boot_la,PCount_boot_la,logP_boot_la,logQP_boot_la,margin_1747_la,dnum_la,QCount_residual_la,logQ_residual_la,logQP_residual_la,grid_la,rotkeys_la,rotkeys_of
42,35,3,2,2,18,14,22.0,777.0,13.0,780.0,1557.0,190.0,1,4.0,147.0,927.0,L3-14,17.0,13.0,21.0,987.0,7,427.0,1414.0,333.0,3.0,4.0,147.0,391.0,L3-14,61,
42,35,3,3,3,20,14,24.0,847.0,15.0,900.0,1747.0,0.0,1,4.0,147.0,1047.0,L3-14,19.0,13.0,23.0,1082.0,8,488.0,1570.0,177.0,3.0,4.0,147.0,391.0,L3-14,39,
42,35,3,3,4,21,14,25.0,882.0,8.0,480.0,1362.0,385.0,2,4.0,147.0,627.0,L3-14,20.0,13.0,24.0,1121.0,8,488.0,1609.0,138.0,3.0,4.0,147.0,391.0,L3-14,48,
42,35,3,4,3,21,14,25.0,882.0,8.0,480.0,1362.0,385.0,2,4.0,147.0,627.0,L3-14,20.0,13.0,24.0,1138.0,8,488.0,1626.0,121.0,3.0,4.0,147.0,391.0,L3-14,48,
42,35,3,4,4,22,14,26.0,917.0,8.0,480.0,1397.0,350.0,2,4.0,147.0,627.0,L3-14,21.0,13.0,25.0,1177.0,7,427.0,1604.0,143.0,4.0,4.0,147.0,391.0,L3-14,33,
42,35,4,2,2,18,14,23.0,812.0,14.0,840.0,1652.0,95.0,1,5.0,182.0,1022.0,L3-14,17.0,13.0,22.0,1022.0,8,488.0,1510.0,237.0,3.0,5.0,182.0,487.0,L3-14,61,
42,35,4,3,3,20,14,25.0,882.0,8.0,480.0,1362.0,385.0,2,5.0,182.0,662.0,L3-14,19.0,13.0,24.0,1117.0,8,488.0,1605.0,142.0,3.0,5.0,182.0,487.0,L3-14,39,
42,35,4,3,4,21,14,26.0,917.0,8.0,480.0,1397.0,350.0,2,5.0,182.0,662.0,L3-14,20.0,13.0,25.0,1156.0,7,427.0,1583.0,164.0,4.0,5.0,182.0,487.0,L3-14,48,
42,35,4,4,3,21,14,26.0,917.0,8.0,480.0,1397.0,350.0,2,5.0,182.0,662.0,L3-14,20.0,13.0,25.0,1173.0,7,427.0,1600.0,147.0,4.0,5.0,182.0,487.0,L3-14,48,
42,35,4,4,4,22,14,27.0,952.0,9.0,540.0,1492.0,255.0,2,5.0,182.0,722.0,L3-14,21.0,13.0,26.0,1212.0,7,427.0,1639.0,108.0,4.0,5.0,182.0,487.0,L3-14,33,
42,35,5,2,2,18,14,24.0,847.0,15.0,900.0,1747.0,0.0,1,6.0,217.0,1117.0,L3-14,17.0,13.0,23.0,1057.0,8,488.0,1545.0,202.0,3.0,6.0,217.0,583.0,L3-14,61,
42,35,5,3,3,20,14,26.0,917.0,8.0,480.0,1397.0,350.0,2,6.0,217.0,697.0,L3-14,19.0,13.0,25.0,1152.0,7,427.0,1579.0,168.0,4.0,6.0,217.0,583.0,L3-14,39,
42,35,5,3,4,21,14,27.0,952.0,9.0,540.0,1492.0,255.0,2,6.0,217.0,757.0,L3-14,20.0,13.0,26.0,1191.0,7,427.0,1618.0,129.0,4.0,6.0,217.0,583.0,L3-14,48,
42,35,5,4,3,21,14,27.0,952.0,9.0,540.0,1492.0,255.0,2,6.0,217.0,757.0,L3-14,20.0,13.0,26.0,1208.0,7,427.0,1635.0,112.0,4.0,6.0,217.0,583.0,L3-14,48,
42,35,5,4,4,22,14,28.0,987.0,9.0,540.0,1527.0,220.0,2,6.0,217.0,757.0,L3-14,21.0,13.0,27.0,1247.0,7,427.0,1674.0,73.0,4.0,6.0,217.0,583.0,L3-14,33,
42,35,6,2,2,18,14,25.0,882.0,8.0,480.0,1362.0,385.0,2,7.0,252.0,732.0,L3-14,17.0,13.0,24.0,1092.0,8,488.0,1580.0,167.0,3.0,7.0,252.0,679.0,L3-14,61,
42,35,6,3,3,20,14,27.0,952.0,9.0,540.0,1492.0,255.0,2,7.0,252.0,792.0,L3-14,19.0,13.0,26.0,1187.0,7,427.0,1614.0,133.0,4.0,7.0,252.0,679.0,L3-14,39,
42,35,6,3,4,21,14,28.0,987.0,9.0,540.0,1527.0,220.0,2,7.0,252.0,792.0,L3-14,20.0,13.0,27.0,1226.0,7,427.0,1653.0,94.0,4.0,7.0,252.0,679.0,L3-14,48,
42,35,6,4,3,21,14,28.0,987.0,9.0,540.0,1527.0,220.0,2,7.0,252.0,792.0,L3-14,20.0,13.0,27.0,1243.0,7,427.0,1670.0,77.0,4.0,7.0,252.0,679.0,L3-14,48,
42,35,6,4,4,22,14,29.0,1022.0,9.0,540.0,1562.0,185.0,2,7.0,252.0,792.0,L3-14,21.0,13.0,28.0,1282.0,7,427.0,1709.0,38.0,4.0,7.0,252.0,679.0,L3-14,33,
42,35,7,2,2,18,14,26.0,917.0,8.0,480.0,1397.0,350.0,2,8.0,287.0,767.0,L3-14,17.0,13.0,25.0,1127.0,7,427.0,1554.0,193.0,4.0,8.0,287.0,775.0,L3-14,61,
42,35,7,3,3,20,14,28.0,987.0,9.0,540.0,1527.0,220.0,2,8.0,287.0,827.0,L3-14,19.0,13.0,27.0,1222.0,7,427.0,1649.0,98.0,4.0,8.0,287.0,775.0,L3-14,39,
42,35,7,3,4,21,14,29.0,1022.0,9.0,540.0,1562.0,185.0,2,8.0,287.0,827.0,L3-14,20.0,13.0,28.0,1261.0,7,427.0,1688.0,59.0,4.0,8.0,287.0,775.0,L3-14,48,
42,35,7,4,3,21,14,29.0,1022.0,9.0,540.0,1562.0,185.0,2,8.0,287.0,827.0,L3-14,20.0,13.0,28.0,1278.0,7,427.0,1705.0,42.0,4.0,8.0,287.0,775.0,L3-14,48,
42,35,7,4,4,22,14,30.0,1057.0,9.0,540.0,1597.0,150.0,2,8.0,287.0,827.0,L3-14,21.0,13.0,29.0,1317.0,6,366.0,1683.0,64.0,5.0,8.0,287.0,775.0,L3-14,33,
42,35,8,2,2,18,14,27.0,952.0,9.0,540.0,1492.0,255.0,2,9.0,322.0,862.0,L3-14,17.0,13.0,26.0,1162.0,7,427.0,1589.0,158.0,4.0,9.0,322.0,627.0,L3-14,61,
42,35,8,3,3,20,14,29.0,1022.0,9.0,540.0,1562.0,185.0,2,9.0,322.0,862.0,L3-14,19.0,13.0,28.0,1257.0,7,427.0,1684.0,63.0,4.0,9.0,322.0,627.0,L3-14,39,
42,35,8,3,4,21,14,30.0,1057.0,9.0,540.0,1597.0,150.0,2,9.0,322.0,862.0,L3-14,20.0,13.0,29.0,1296.0,6,366.0,1662.0,85.0,5.0,9.0,322.0,627.0,L3-14,48,
42,35,8,4,3,21,14,30.0,1057.0,9.0,540.0,1597.0,150.0,2,9.0,322.0,862.0,L3-14,20.0,13.0,29.0,1313.0,6,366.0,1679.0,68.0,5.0,9.0,322.0,627.0,L3-14,48,
42,35,8,4,4,22,14,31.0,1092.0,10.0,600.0,1692.0,55.0,2,9.0,322.0,922.0,L3-14,21.0,13.0,30.0,1352.0,6,366.0,1718.0,29.0,5.0,9.0,322.0,627.0,L3-14,33,
42,35,9,2,2,18,14,28.0,987.0,9.0,540.0,1527.0,220.0,2,10.0,357.0,897.0,L3-14,17.0,13.0,27.0,1197.0,7,427.0,1624.0,123.0,4.0,10.0,357.0,662.0,L3-14,61,
42,35,9,3,3,20,14,30.0,1057.0,9.0,540.0,1597.0,150.0,2,10.0,357.0,897.0,L3-14,19.0,13.0,29.0,1292.0,6,366.0,1658.0,89.0,5.0,10.0,357.0,662.0,L3-14,39,
42,35,9,3,4,21,14,31.0,1092.0,10.0,600.0,1692.0,55.0,2,10.0,357.0,957.0,L3-14,20.0,13.0,30.0,1331.0,6,366.0,1697.0,50.0,5.0,10.0,357.0,662.0,L3-14,48,
42,35,9,4,3,21,14,31.0,1092.0,10.0,600.0,1692.0,55.0,2,10.0,357.0,957.0,L3-14,20.0,13.0,30.0,1348.0,6,366.0,1714.0,33.0,5.0,10.0,357.0,662.0,L3-14,48,
42,35,9,4,4,22,14,32.0,1127.0,10.0,600.0,1727.0,20.0,2,10.0,357.0,957.0,L3-14,21.0,13.0,31.0,1387.0,5,305.0,1692.0,55.0,7.0,10.0,357.0,662.0,L3-14,33,
42,35,10,2,2,18,14,29.0,1022.0,9.0,540.0,1562.0,185.0,2,11.0,392.0,932.0,L3-14,17.0,13.0,28.0,1232.0,7,427.0,1659.0,88.0,4.0,11.0,392.0,758.0,L3-14,61,
42,35,10,3,3,20,14,31.0,1092.0,10.0,600.0,1692.0,55.0,2,11.0,392.0,992.0,L3-14,19.0,13.0,30.0,1327.0,6,366.0,1693.0,54.0,5.0,11.0,392.0,758.0,L3-14,39,
42,35,10,3,4,21,14,32.0,1127.0,10.0,600.0,1727.0,20.0,2,11.0,392.0,992.0,L3-14,20.0,13.0,31.0,1366.0,6,366.0,1732.0,15.0,6.0,11.0,392.0,758.0,L3-14,48,
42,35,10,4,3,21,14,32.0,1127.0,10.0,600.0,1727.0,20.0,2,11.0,392.0,992.0,L3-14,20.0,13.0,31.0,1383.0,5,305.0,1688.0,59.0,7.0,11.0,392.0,758.0,L3-14,48,
42,35,10,4,4,22,14,33.0,1162.0,7.0,420.0,1582.0,165.0,3,11.0,392.0,812.0,L3-14,21.0,13.0,32.0,1422.0,5,305.0,1727.0,20.0,7.0,11.0,392.0,758.0,L3-14,33,
42,35,11,2,2,18,14,30.0,1057.0,9.0,540.0,1597.0,150.0,2,12.0,427.0,967.0,L3-14,17.0,13.0,29.0,1267.0,6,366.0,1633.0,114.0,5.0,12.0,427.0,793.0,L3-14,61,
42,35,11,3,3,20,14,32.0,1127.0,10.0,600.0,1727.0,20.0,2,12.0,427.0,1027.0,L3-14,19.0,13.0,31.0,1362.0,6,366.0,1728.0,19.0,6.0,12.0,427.0,793.0,L3-14,39,
42,35,11,3,4,21,14,33.0,1162.0,7.0,420.0,1582.0,165.0,3,12.0,427.0,847.0,L3-14,20.0,13.0,32.0,1401.0,5,305.0,1706.0,41.0,7.0,12.0,427.0,793.0,L3-14,48,
42,35,11,4,3,21,14,33.0,1162.0,7.0,420.0,1582.0,165.0,3,12.0,427.0,847.0,L3-14,20.0,13.0,32.0,1418.0,5,305.0,1723.0,24.0,7.0,12.0,427.0,793.0,L3-14,48,
42,35,11,4,4,22,14,34.0,1197.0,8.0,480.0,1677.0,70.0,3,12.0,427.0,907.0,L3-14,21.0,13.0,33.0,1457.0,4,244.0,1701.0,46.0,9.0,12.0,427.0,793.0,L3-14,33,
42,35,12,2,2,18,14,31.0,1092.0,10.0,600.0,1692.0,55.0,2,13.0,462.0,1062.0,L3-14,17.0,13.0,30.0,1302.0,6,366.0,1668.0,79.0,5.0,13.0,462.0,889.0,L3-14,61,
42,35,12,3,3,20,14,33.0,1162.0,7.0,420.0,1582.0,165.0,3,13.0,462.0,882.0,L3-14,19.0,13.0,32.0,1397.0,5,305.0,1702.0,45.0,7.0,13.0,462.0,889.0,L3-14,39,
42,35,12,3,4,21,14,34.0,1197.0,8.0,480.0,1677.0,70.0,3,13.0,462.0,942.0,L3-14,20.0,13.0,33.0,1436.0,5,305.0,1741.0,6.0,7.0,13.0,462.0,889.0,L3-14,48,
42,35,12,4,3,21,14,34.0,1197.0,8.0,480.0,1677.0,70.0,3,13.0,462.0,942.0,L3-14,20.0,13.0,33.0,1453.0,4,244.0,1697.0,50.0,9.0,13.0,462.0,889.0,L3-14,48,
42,35,12,4,4,22,14,35.0,1232.0,8.0,480.0,1712.0,35.0,3,13.0,462.0,942.0,L3-14,21.0,13.0,34.0,1492.0,4,244.0,1736.0,11.0,9.0,13.0,462.0,889.0,L3-14,33,
42,35,13,2,2,18,14,32.0,1127.0,10.0,600.0,1727.0,20.0,2,14.0,497.0,1097.0,L3-14,17.0,13.0,31.0,1337.0,6,366.0,1703.0,44.0,6.0,14.0,497.0,924.0,L3-14,61,
42,35,13,3,3,20,14,34.0,1197.0,8.0,480.0,1677.0,70.0,3,14.0,497.0,977.0,L3-14,19.0,13.0,33.0,1432.0,5,305.0,1737.0,10.0,7.0,14.0,497.0,924.0,L3-14,39,
42,35,13,3,4,21,14,35.0,1232.0,8.0,480.0,1712.0,35.0,3,14.0,497.0,977.0,L3-14,20.0,13.0,34.0,1471.0,4,244.0,1715.0,32.0,9.0,14.0,497.0,924.0,L3-14,48,
42,35,13,4,3,21,14,35.0,1232.0,8.0,480.0,1712.0,35.0,3,14.0,497.0,977.0,L3-14,20.0,13.0,34.0,1488.0,4,244.0,1732.0,15.0,9.0,14.0,497.0,924.0,L3-14,48,
42,35,13,4,4,22,14,36.0,1267.0,8.0,480.0,1747.0,0.0,3,14.0,497.0,977.0,L3-14,21.0,13.0,35.0,1527.0,3,183.0,1710.0,37.0,12.0,14.0,497.0,924.0,L3-14,33,
42,35,14,2,2,18,14,33.0,1162.0,7.0,420.0,1582.0,165.0,3,15.0,532.0,952.0,L3-14,17.0,13.0,32.0,1372.0,6,366.0,1738.0,9.0,6.0,15.0,532.0,1020.0,L3-14,61,
42,35,14,3,3,20,14,35.0,1232.0,8.0,480.0,1712.0,35.0,3,15.0,532.0,1012.0,L3-14,19.0,13.0,34.0,1467.0,4,244.0,1711.0,36.0,9.0,15.0,532.0,1020.0,L3-14,39,
42,35,14,3,4,21,14,36.0,1267.0,8.0,480.0,1747.0,0.0,3,15.0,532.0,1012.0,L3-14,20.0,13.0,35.0,1506.0,3,183.0,1689.0,58.0,12.0,15.0,532.0,1020.0,L3-14,48,
42,35,14,4,3,21,14,36.0,1267.0,8.0,480.0,1747.0,0.0,3,15.0,532.0,1012.0,L3-14,20.0,13.0,35.0,1523.0,3,183.0,1706.0,41.0,12.0,15.0,532.0,1020.0,L3-14,48,
42,35,14,4,4,22,14,37.0,1302.0,6.0,360.0,1662.0,85.0,4,15.0,532.0,892.0,L3-14,21.0,13.0,36.0,1562.0,3,183.0,1745.0,2.0,12.0,15.0,532.0,1020.0,L3-14,33,
42,35,15,2,2,18,14,34.0,1197.0,8.0,480.0,1677.0,70.0,3,16.0,567.0,1047.0,L15-20,17.0,13.0,33.0,1407.0,5,305.0,1712.0,35.0,7.0,16.0,567.0,1055.0,L15-20,61,
42,35,15,3,3,20,14,36.0,1267.0,8.0,480.0,1747.0,0.0,3,16.0,567.0,1047.0,L15-20,19.0,13.0,35.0,1502.0,4,244.0,1746.0,1.0,9.0,16.0,567.0,1055.0,L15-20,39,
42,35,15,3,4,21,14,37.0,1302.0,6.0,360.0,1662.0,85.0,4,16.0,567.0,927.0,L15-20,20.0,13.0,36.0,1541.0,3,183.0,1724.0,23.0,12.0,16.0,567.0,1055.0,L15-20,48,
42,35,15,4,3,21,14,37.0,1302.0,6.0,360.0,1662.0,85.0,4,16.0,567.0,927.0,L15-20,20.0,13.0,36.0,1558.0,3,183.0,1741.0,6.0,12.0,16.0,567.0,1055.0,L15-20,48,
42,35,15,4,4,22,14,38.0,1337.0,6.0,360.0,1697.0,50.0,4,16.0,567.0,927.0,L15-20,21.0,13.0,37.0,1597.0,2,122.0,1719.0,28.0,19.0,16.0,567.0,1055.0,L15-20,33,
42,35,16,2,2,18,14,35.0,1232.0,8.0,480.0,1712.0,35.0,3,17.0,602.0,1082.0,L15-20,17.0,13.0,34.0,1442.0,5,305.0,1747.0,0.0,7.0,17.0,602.0,968.0,L15-20,61,
42,35,16,3,3,20,14,37.0,1302.0,6.0,360.0,1662.0,85.0,4,17.0,602.0,962.0,L15-20,19.0,13.0,36.0,1537.0,3,183.0,1720.0,27.0,12.0,17.0,602.0,968.0,L15-20,39,
42,35,16,3,4,21,14,38.0,1337.0,6.0,360.0,1697.0,50.0,4,17.0,602.0,962.0,L15-20,20.0,13.0,37.0,1576.0,2,122.0,1698.0,49.0,19.0,17.0,602.0,968.0,L15-20,48,
42,35,16,4,3,21,14,38.0,1337.0,6.0,360.0,1697.0,50.0,4,17.0,602.0,962.0,L15-20,20.0,13.0,37.0,1593.0,2,122.0,1715.0,32.0,19.0,17.0,602.0,968.0,L15-20,48,
42,35,16,4,4,22,14,39.0,1372.0,6.0,360.0,1732.0,15.0,4,17.0,602.0,962.0,L15-20,21.0,13.0,38.0,1632.0,1,61.0,1693.0,54.0,38.0,17.0,602.0,968.0,L15-20,33,
42,35,17,2,2,18,14,36.0,1267.0,8.0,480.0,1747.0,0.0,3,18.0,637.0,1117.0,L15-20,17.0,13.0,35.0,1477.0,4,244.0,1721.0,26.0,9.0,18.0,637.0,1003.0,L15-20,61,
42,35,17,3,3,20,14,38.0,1337.0,6.0,360.0,1697.0,50.0,4,18.0,637.0,997.0,L15-20,19.0,13.0,37.0,1572.0,2,122.0,1694.0,53.0,19.0,18.0,637.0,1003.0,L15-20,39,
42,35,17,3,4,21,14,39.0,1372.0,6.0,360.0,1732.0,15.0,4,18.0,637.0,997.0,L15-20,20.0,13.0,38.0,1611.0,2,122.0,1733.0,14.0,19.0,18.0,637.0,1003.0,L15-20,48,
42,35,17,4,3,21,14,39.0,1372.0,6.0,360.0,1732.0,15.0,4,18.0,637.0,997.0,L15-20,20.0,13.0,38.0,1628.0,1,61.0,1689.0,58.0,38.0,18.0,637.0,1003.0,L15-20,48,
42,35,17,4,4,22,14,40.0,1407.0,5.0,300.0,1707.0,40.0,5,18.0,637.0,937.0,L15-20,21.0,13.0,39.0,1667.0,1,61.0,1728.0,19.0,39.0,18.0,637.0,1003.0,L15-20,33,
42,35,18,2,2,18,14,37.0,1302.0,6.0,360.0,1662.0,85.0,4,19.0,672.0,1032.0,L15-20,17.0,13.0,36.0,1512.0,3,183.0,1695.0,52.0,12.0,19.0,672.0,1099.0,L15-20,61,
42,35,18,3,3,20,14,39.0,1372.0,6.0,360.0,1732.0,15.0,4,19.0,672.0,1032.0,L15-20,19.0,13.0,38.0,1607.0,2,122.0,1729.0,18.0,19.0,19.0,672.0,1099.0,L15-20,39,
42,35,18,3,4,21,14,40.0,1407.0,5.0,300.0,1707.0,40.0,5,19.0,672.0,972.0,L15-20,20.0,13.0,39.0,1646.0,1,61.0,1707.0,40.0,39.0,19.0,672.0,1099.0,L15-20,48,
42,35,18,4,3,21,14,40.0,1407.0,5.0,300.0,1707.0,40.0,5,19.0,672.0,972.0,L15-20,20.0,13.0,39.0,1663.0,1,61.0,1724.0,23.0,39.0,19.0,672.0,1099.0,L15-20,48,
42,35,19,2,2,18,14,38.0,1337.0,6.0,360.0,1697.0,50.0,4,20.0,707.0,1067.0,L15-20,17.0,13.0,37.0,1547.0,3,183.0,1730.0,17.0,13.0,20.0,707.0,1134.0,L15-20,61,
42,35,19,3,3,20,14,40.0,1407.0,5.0,300.0,1707.0,40.0,5,20.0,707.0,1007.0,L15-20,19.0,13.0,39.0,1642.0,1,61.0,1703.0,44.0,39.0,20.0,707.0,1134.0,L15-20,39,
42,35,19,3,4,21,14,41.0,1442.0,5.0,300.0,1742.0,5.0,6,20.0,707.0,1007.0,L15-20,20.0,13.0,40.0,1681.0,1,61.0,1742.0,5.0,40.0,20.0,707.0,1134.0,L15-20,48,
42,35,20,2,2,18,14,39.0,1372.0,6.0,360.0,1732.0,15.0,4,21.0,742.0,1102.0,L15-20,17.0,13.0,38.0,1582.0,2,122.0,1704.0,43.0,19.0,21.0,742.0,1169.0,L15-20,61,
42,35,20,3,3,20,14,41.0,1442.0,5.0,300.0,1742.0,5.0,6,21.0,742.0,1042.0,L15-20,19.0,13.0,40.0,1677.0,1,61.0,1738.0,9.0,40.0,21.0,742.0,1169.0,L15-20,39,
42,38,3,2,2,18,14,22.0,840.0,15.0,900.0,1740.0,7.0,1,4.0,156.0,1056.0,L3-14,17.0,13.0,21.0,996.0,7,427.0,1423.0,324.0,3.0,4.0,156.0,400.0,L3-14,61,
42,38,3,3,3,20,14,24.0,916.0,8.0,480.0,1396.0,351.0,2,4.0,156.0,636.0,L3-14,19.0,13.0,23.0,1091.0,8,488.0,1579.0,168.0,3.0,4.0,156.0,400.0,L3-14,39,
42,38,3,3,4,21,14,25.0,954.0,9.0,540.0,1494.0,253.0,2,4.0,156.0,696.0,L3-14,20.0,13.0,24.0,1130.0,8,488.0,1618.0,129.0,3.0,4.0,156.0,400.0,L3-14,48,
42,38,3,4,3,21,14,25.0,954.0,9.0,540.0,1494.0,253.0,2,4.0,156.0,696.0,L3-14,20.0,13.0,24.0,1147.0,8,488.0,1635.0,112.0,3.0,4.0,156.0,400.0,L3-14,48,
42,38,3,4,4,22,14,26.0,992.0,9.0,540.0,1532.0,215.0,2,4.0,156.0,696.0,L3-14,21.0,13.0,25.0,1186.0,7,427.0,1613.0,134.0,4.0,4.0,156.0,400.0,L3-14,33,
42,38,4,2,2,18,14,23.0,878.0,8.0,480.0,1358.0,389.0,2,5.0,194.0,674.0,L3-14,17.0,13.0,22.0,1034.0,8,488.0,1522.0,225.0,3.0,5.0,194.0,499.0,L3-14,61,
42,38,4,3,3,20,14,25.0,954.0,9.0,540.0,1494.0,253.0,2,5.0,194.0,734.0,L3-14,19.0,13.0,24.0,1129.0,8,488.0,1617.0,130.0,3.0,5.0,194.0,499.0,L3-14,39,
42,38,4,3,4,21,14,26.0,992.0,9.0,540.0,1532.0,215.0,2,5.0,194.0,734.0,L3-14,20.0,13.0,25.0,1168.0,7,427.0,1595.0,152.0,4.0,5.0,194.0,499.0,L3-14,48,
42,38,4,4,3,21,14,26.0,992.0,9.0,540.0,1532.0,215.0,2,5.0,194.0,734.0,L3-14,20.0,13.0,25.0,1185.0,7,427.0,1612.0,135.0,4.0,5.0,194.0,499.0,L3-14,48,
42,38,4,4,4,22,14,27.0,1030.0,9.0,540.0,1570.0,177.0,2,5.0,194.0,734.0,L3-14,21.0,13.0,26.0,1224.0,7,427.0,1651.0,96.0,4.0,5.0,194.0,499.0,L3-14,33,
42,38,5,2,2,18,14,24.0,916.0,8.0,480.0,1396.0,351.0,2,6.0,232.0,712.0,L3-14,17.0,13.0,23.0,1072.0,8,488.0,1560.0,187.0,3.0,6.0,232.0,598.0,L3-14,61,
42,38,5,3,3,20,14,26.0,992.0,9.0,540.0,1532.0,215.0,2,6.0,232.0,772.0,L3-14,19.0,13.0,25.0,1167.0,7,427.0,1594.0,153.0,4.0,6.0,232.0,598.0,L3-14,39,
42,38,5,3,4,21,14,27.0,1030.0,9.0,540.0,1570.0,177.0,2,6.0,232.0,772.0,L3-14,20.0,13.0,26.0,1206.0,7,427.0,1633.0,114.0,4.0,6.0,232.0,598.0,L3-14,48,
42,38,5,4,3,21,14,27.0,1030.0,9.0,540.0,1570.0,177.0,2,6.0,232.0,772.0,L3-14,20.0,13.0,26.0,1223.0,7,427.0,1650.0,97.0,4.0,6.0,232.0,598.0,L3-14,48,
42,38,5,4,4,22,14,28.0,1068.0,9.0,540.0,1608.0,139.0,2,6.0,232.0,772.0,L3-14,21.0,13.0,27.0,1262.0,7,427.0,1689.0,58.0,4.0,6.0,232.0,598.0,L3-14,33,
42,38,6,2,2,18,14,25.0,954.0,9.0,540.0,1494.0,253.0,2,7.0,270.0,810.0,L3-14,17.0,13.0,24.0,1110.0,8,488.0,1598.0,149.0,3.0,7.0,270.0,697.0,L3-14,61,
42,38,6,3,3,20,14,27.0,1030.0,9.0,540.0,1570.0,177.0,2,7.0,270.0,810.0,L3-14,19.0,13.0,26.0,1205.0,7,427.0,1632.0,115.0,4.0,7.0,270.0,697.0,L3-14,39,
42,38,6,3,4,21,14,28.0,1068.0,9.0,540.0,1608.0,139.0,2,7.0,270.0,810.0,L3-14,20.0,13.0,27.0,1244.0,7,427.0,1671.0,76.0,4.0,7.0,270.0,697.0,L3-14,48,
42,38,6,4,3,21,14,28.0,1068.0,9.0,540.0,1608.0,139.0,2,7.0,270.0,810.0,L3-14,20.0,13.0,27.0,1261.0,7,427.0,1688.0,59.0,4.0,7.0,270.0,697.0,L3-14,48,
42,38,6,4,4,22,14,29.0,1106.0,10.0,600.0,1706.0,41.0,2,7.0,270.0,870.0,L3-14,21.0,13.0,28.0,1300.0,7,427.0,1727.0,20.0,4.0,7.0,270.0,697.0,L3-14,33,
42,38,7,2,2,18,14,26.0,992.0,9.0,540.0,1532.0,215.0,2,8.0,308.0,848.0,L3-14,17.0,13.0,25.0,1148.0,7,427.0,1575.0,172.0,4.0,8.0,308.0,796.0,L3-14,61,
42,38,7,3,3,20,14,28.0,1068.0,9.0,540.0,1608.0,139.0,2,8.0,308.0,848.0,L3-14,19.0,13.0,27.0,1243.0,7,427.0,1670.0,77.0,4.0,8.0,308.0,796.0,L3-14,39,
42,38,7,3,4,21,14,29.0,1106.0,10.0,600.0,1706.0,41.0,2,8.0,308.0,908.0,L3-14,20.0,13.0,28.0,1282.0,7,427.0,1709.0,38.0,4.0,8.0,308.0,796.0,L3-14,48,
42,38,7,4,3,21,14,29.0,1106.0,10.0,600.0,1706.0,41.0,2,8.0,308.0,908.0,L3-14,20.0,13.0,28.0,1299.0,7,427.0,1726.0,21.0,4.0,8.0,308.0,796.0,L3-14,48,
42,38,7,4,4,22,14,30.0,1144.0,10.0,600.0,1744.0,3.0,2,8.0,308.0,908.0,L3-14,21.0,13.0,29.0,1338.0,6,366.0,1704.0,43.0,5.0,8.0,308.0,796.0,L3-14,33,
42,38,8,2,2,18,14,27.0,1030.0,9.0,540.0,1570.0,177.0,2,9.0,346.0,886.0,L3-14,17.0,13.0,26.0,1186.0,7,427.0,1613.0,134.0,4.0,9.0,346.0,651.0,L3-14,61,
42,38,8,3,3,20,14,29.0,1106.0,10.0,600.0,1706.0,41.0,2,9.0,346.0,946.0,L3-14,19.0,13.0,28.0,1281.0,7,427.0,1708.0,39.0,4.0,9.0,346.0,651.0,L3-14,39,
42,38,8,3,4,21,14,30.0,1144.0,10.0,600.0,1744.0,3.0,2,9.0,346.0,946.0,L3-14,20.0,13.0,29.0,1320.0,6,366.0,1686.0,61.0,5.0,9.0,346.0,651.0,L3-14,48,
42,38,8,4,3,21,14,30.0,1144.0,10.0,600.0,1744.0,3.0,2,9.0,346.0,946.0,L3-14,20.0,13.0,29.0,1337.0,6,366.0,1703.0,44.0,5.0,9.0,346.0,651.0,L3-14,48,
42,38,8,4,4,22,14,31.0,1182.0,8.0,480.0,1662.0,85.0,3,9.0,346.0,826.0,L3-14,21.0,13.0,30.0,1376.0,6,366.0,1742.0,5.0,5.0,9.0,346.0,651.0,L3-14,33,
42,38,9,2,2,18,14,28.0,1068.0,9.0,540.0,1608.0,139.0,2,10.0,384.0,924.0,L3-14,17.0,13.0,27.0,1224.0,7,427.0,1651.0,96.0,4.0,10.0,384.0,689.0,L3-14,61,
42,38,9,3,3,20,14,30.0,1144.0,10.0,600.0,1744.0,3.0,2,10.0,384.0,984.0,L3-14,19.0,13.0,29.0,1319.0,6,366.0,1685.0,62.0,5.0,10.0,384.0,689.0,L3-14,39,
42,38,9,3,4,21,14,31.0,1182.0,8.0,480.0,1662.0,85.0,3,10.0,384.0,864.0,L3-14,20.0,13.0,30.0,1358.0,6,366.0,1724.0,23.0,5.0,10.0,384.0,689.0,L3-14,48,
42,38,9,4,3,21,14,31.0,1182.0,8.0,480.0,1662.0,85.0,3,10.0,384.0,864.0,L3-14,20.0,13.0,30.0,1375.0,6,366.0,1741.0,6.0,5.0,10.0,384.0,689.0,L3-14,48,
42,38,9,4,4,22,14,32.0,1220.0,8.0,480.0,1700.0,47.0,3,10.0,384.0,864.0,L3-14,21.0,13.0,31.0,1414.0,5,305.0,1719.0,28.0,7.0,10.0,384.0,689.0,L3-14,33,
