library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,evalmod_scale,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,ok,fail_reason
lattigo,16,32768,42,35,9,17.0,2,2,13.0,55,512,27.0,1262.0,1,61.0,1323.0,10.0,357.0,305.0,662.0,27.0,56.0,424.0,1,
lattigo,16,32768,42,35,9,17.0,2,2,13.0,55,512,27.0,1262.0,2,122.0,1384.0,10.0,357.0,305.0,662.0,14.0,111.0,363.0,1,
lattigo,16,32768,42,35,9,17.0,2,2,13.0,55,512,27.0,1262.0,3,183.0,1445.0,10.0,357.0,305.0,662.0,9.0,167.0,302.0,1,
lattigo,16,32768,42,35,9,17.0,2,2,13.0,55,512,27.0,1262.0,4,244.0,1506.0,10.0,357.0,305.0,662.0,7.0,220.0,241.0,1,
lattigo,16,32768,42,35,9,17.0,2,2,13.0,55,512,27.0,1262.0,5,305.0,1567.0,10.0,357.0,305.0,662.0,6.0,275.0,180.0,1,
lattigo,16,32768,42,35,9,17.0,2,2,13.0,55,512,27.0,1262.0,6,366.0,1628.0,10.0,357.0,305.0,662.0,5.0,330.0,119.0,1,
lattigo,16,32768,42,35,9,17.0,2,2,13.0,55,512,27.0,1262.0,7,427.0,1689.0,10.0,357.0,305.0,662.0,4.0,385.0,58.0,1,
lattigo,16,32768,42,35,9,17.0,2,2,13.0,55,512,27.0,1262.0,8,488.0,1750.0,10.0,357.0,305.0,662.0,4.0,440.0,-3.0,0,logQP_boot 1750 > 1747
lattigo,16,32768,42,35,9,17.0,2,2,13.0,60,512,27.0,1327.0,1,61.0,1388.0,10.0,357.0,305.0,662.0,27.0,60.0,359.0,1,
lattigo,16,32768,42,35,9,17.0,2,2,13.0,60,512,27.0,1327.0,2,122.0,1449.0,10.0,357.0,305.0,662.0,14.0,120.0,298.0,1,
lattigo,16,32768,42,35,9,17.0,2,2,13.0,60,512,27.0,1327.0,3,183.0,1510.0,10.0,357.0,305.0,662.0,9.0,180.0,237.0,1,
lattigo,16,32768,42,35,9,17.0,2,2,13.0,60,512,27.0,1327.0,4,244.0,1571.0,10.0,357.0,305.0,662.0,7.0,240.0,176.0,1,
lattigo,16,32768,42,35,9,17.0,2,2,13.0,60,512,27.0,1327.0,5,305.0,1632.0,10.0,357.0,305.0,662.0,6.0,300.0,115.0,1,
lattigo,16,32768,42,35,9,17.0,2,2,13.0,60,512,27.0,1327.0,6,366.0,1693.0,10.0,357.0,305.0,662.0,5.0,360.0,54.0,1,
lattigo,16,32768,42,35,9,17.0,2,2,13.0,60,512,27.0,1327.0,7,427.0,1754.0,10.0,357.0,305.0,662.0,4.0,420.0,-7.0,0,logQP_boot 1754 > 1747
lattigo,16,32768,42,35,9,,2,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1327 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,18.0,2,3,13.0,50,512,28.0,1236.0,1,61.0,1297.0,10.0,357.0,305.0,662.0,28.0,56.0,450.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,50,512,28.0,1236.0,2,122.0,1358.0,10.0,357.0,305.0,662.0,14.0,112.0,389.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,50,512,28.0,1236.0,3,183.0,1419.0,10.0,357.0,305.0,662.0,10.0,156.0,328.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,50,512,28.0,1236.0,4,244.0,1480.0,10.0,357.0,305.0,662.0,7.0,212.0,267.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,50,512,28.0,1236.0,5,305.0,1541.0,10.0,357.0,305.0,662.0,6.0,250.0,206.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,50,512,28.0,1236.0,6,366.0,1602.0,10.0,357.0,305.0,662.0,5.0,300.0,145.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,50,512,28.0,1236.0,7,427.0,1663.0,10.0,357.0,305.0,662.0,4.0,362.0,84.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,50,512,28.0,1236.0,8,488.0,1724.0,10.0,357.0,305.0,662.0,4.0,400.0,23.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,55,512,28.0,1301.0,1,61.0,1362.0,10.0,357.0,305.0,662.0,28.0,56.0,385.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,55,512,28.0,1301.0,2,122.0,1423.0,10.0,357.0,305.0,662.0,14.0,112.0,324.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,55,512,28.0,1301.0,3,183.0,1484.0,10.0,357.0,305.0,662.0,10.0,166.0,263.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,55,512,28.0,1301.0,4,244.0,1545.0,10.0,357.0,305.0,662.0,7.0,222.0,202.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,55,512,28.0,1301.0,5,305.0,1606.0,10.0,357.0,305.0,662.0,6.0,275.0,141.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,55,512,28.0,1301.0,6,366.0,1667.0,10.0,357.0,305.0,662.0,5.0,330.0,80.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,55,512,28.0,1301.0,7,427.0,1728.0,10.0,357.0,305.0,662.0,4.0,387.0,19.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,55,512,28.0,1301.0,8,488.0,1789.0,10.0,357.0,305.0,662.0,4.0,440.0,-42.0,0,logQP_boot 1789 > 1747
lattigo,16,32768,42,35,9,18.0,2,3,13.0,60,512,28.0,1366.0,1,61.0,1427.0,10.0,357.0,305.0,662.0,28.0,60.0,320.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,60,512,28.0,1366.0,2,122.0,1488.0,10.0,357.0,305.0,662.0,14.0,120.0,259.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,60,512,28.0,1366.0,3,183.0,1549.0,10.0,357.0,305.0,662.0,10.0,180.0,198.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,60,512,28.0,1366.0,4,244.0,1610.0,10.0,357.0,305.0,662.0,7.0,240.0,137.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,60,512,28.0,1366.0,5,305.0,1671.0,10.0,357.0,305.0,662.0,6.0,300.0,76.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,60,512,28.0,1366.0,6,366.0,1732.0,10.0,357.0,305.0,662.0,5.0,360.0,15.0,1,
lattigo,16,32768,42,35,9,18.0,2,3,13.0,60,512,28.0,1366.0,7,427.0,1793.0,10.0,357.0,305.0,662.0,4.0,420.0,-46.0,0,logQP_boot 1793 > 1747
lattigo,16,32768,42,35,9,,2,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1366 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,19.0,2,4,13.0,50,512,29.0,1275.0,1,61.0,1336.0,10.0,357.0,305.0,662.0,29.0,56.0,411.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,50,512,29.0,1275.0,2,122.0,1397.0,10.0,357.0,305.0,662.0,15.0,106.0,350.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,50,512,29.0,1275.0,3,183.0,1458.0,10.0,357.0,305.0,662.0,10.0,150.0,289.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,50,512,29.0,1275.0,4,244.0,1519.0,10.0,357.0,305.0,662.0,8.0,206.0,228.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,50,512,29.0,1275.0,5,305.0,1580.0,10.0,357.0,305.0,662.0,6.0,250.0,167.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,50,512,29.0,1275.0,6,366.0,1641.0,10.0,357.0,305.0,662.0,5.0,300.0,106.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,50,512,29.0,1275.0,7,427.0,1702.0,10.0,357.0,305.0,662.0,5.0,356.0,45.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,50,512,29.0,1275.0,8,488.0,1763.0,10.0,357.0,305.0,662.0,4.0,400.0,-16.0,0,logQP_boot 1763 > 1747
lattigo,16,32768,42,35,9,19.0,2,4,13.0,55,512,29.0,1340.0,1,61.0,1401.0,10.0,357.0,305.0,662.0,29.0,56.0,346.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,55,512,29.0,1340.0,2,122.0,1462.0,10.0,357.0,305.0,662.0,15.0,111.0,285.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,55,512,29.0,1340.0,3,183.0,1523.0,10.0,357.0,305.0,662.0,10.0,165.0,224.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,55,512,29.0,1340.0,4,244.0,1584.0,10.0,357.0,305.0,662.0,8.0,221.0,163.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,55,512,29.0,1340.0,5,305.0,1645.0,10.0,357.0,305.0,662.0,6.0,275.0,102.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,55,512,29.0,1340.0,6,366.0,1706.0,10.0,357.0,305.0,662.0,5.0,330.0,41.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,55,512,29.0,1340.0,7,427.0,1767.0,10.0,357.0,305.0,662.0,5.0,386.0,-20.0,0,logQP_boot 1767 > 1747
lattigo,16,32768,42,35,9,,2,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1340 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,19.0,2,4,13.0,60,512,29.0,1405.0,1,61.0,1466.0,10.0,357.0,305.0,662.0,29.0,60.0,281.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,60,512,29.0,1405.0,2,122.0,1527.0,10.0,357.0,305.0,662.0,15.0,120.0,220.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,60,512,29.0,1405.0,3,183.0,1588.0,10.0,357.0,305.0,662.0,10.0,180.0,159.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,60,512,29.0,1405.0,4,244.0,1649.0,10.0,357.0,305.0,662.0,8.0,240.0,98.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,60,512,29.0,1405.0,5,305.0,1710.0,10.0,357.0,305.0,662.0,6.0,300.0,37.0,1,
lattigo,16,32768,42,35,9,19.0,2,4,13.0,60,512,29.0,1405.0,6,366.0,1771.0,10.0,357.0,305.0,662.0,5.0,360.0,-24.0,0,logQP_boot 1771 > 1747
lattigo,16,32768,42,35,9,,2,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1405 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,,2,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1405 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,18.0,3,2,13.0,50,512,28.0,1253.0,1,61.0,1314.0,10.0,357.0,305.0,662.0,28.0,56.0,433.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,50,512,28.0,1253.0,2,122.0,1375.0,10.0,357.0,305.0,662.0,14.0,112.0,372.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,50,512,28.0,1253.0,3,183.0,1436.0,10.0,357.0,305.0,662.0,10.0,162.0,311.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,50,512,28.0,1253.0,4,244.0,1497.0,10.0,357.0,305.0,662.0,7.0,218.0,250.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,50,512,28.0,1253.0,5,305.0,1558.0,10.0,357.0,305.0,662.0,6.0,250.0,189.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,50,512,28.0,1253.0,6,366.0,1619.0,10.0,357.0,305.0,662.0,5.0,300.0,128.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,50,512,28.0,1253.0,7,427.0,1680.0,10.0,357.0,305.0,662.0,4.0,368.0,67.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,50,512,28.0,1253.0,8,488.0,1741.0,10.0,357.0,305.0,662.0,4.0,400.0,6.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,55,512,28.0,1318.0,1,61.0,1379.0,10.0,357.0,305.0,662.0,28.0,56.0,368.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,55,512,28.0,1318.0,2,122.0,1440.0,10.0,357.0,305.0,662.0,14.0,112.0,307.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,55,512,28.0,1318.0,3,183.0,1501.0,10.0,357.0,305.0,662.0,10.0,167.0,246.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,55,512,28.0,1318.0,4,244.0,1562.0,10.0,357.0,305.0,662.0,7.0,223.0,185.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,55,512,28.0,1318.0,5,305.0,1623.0,10.0,357.0,305.0,662.0,6.0,275.0,124.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,55,512,28.0,1318.0,6,366.0,1684.0,10.0,357.0,305.0,662.0,5.0,330.0,63.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,55,512,28.0,1318.0,7,427.0,1745.0,10.0,357.0,305.0,662.0,4.0,388.0,2.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,55,512,28.0,1318.0,8,488.0,1806.0,10.0,357.0,305.0,662.0,4.0,440.0,-59.0,0,logQP_boot 1806 > 1747
lattigo,16,32768,42,35,9,18.0,3,2,13.0,60,512,28.0,1383.0,1,61.0,1444.0,10.0,357.0,305.0,662.0,28.0,60.0,303.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,60,512,28.0,1383.0,2,122.0,1505.0,10.0,357.0,305.0,662.0,14.0,120.0,242.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,60,512,28.0,1383.0,3,183.0,1566.0,10.0,357.0,305.0,662.0,10.0,180.0,181.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,60,512,28.0,1383.0,4,244.0,1627.0,10.0,357.0,305.0,662.0,7.0,240.0,120.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,60,512,28.0,1383.0,5,305.0,1688.0,10.0,357.0,305.0,662.0,6.0,300.0,59.0,1,
lattigo,16,32768,42,35,9,18.0,3,2,13.0,60,512,28.0,1383.0,6,366.0,1749.0,10.0,357.0,305.0,662.0,5.0,360.0,-2.0,0,logQP_boot 1749 > 1747
lattigo,16,32768,42,35,9,,3,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1383 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,,3,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1383 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,19.0,3,3,13.0,50,512,29.0,1292.0,1,61.0,1353.0,10.0,357.0,305.0,662.0,29.0,56.0,394.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,50,512,29.0,1292.0,2,122.0,1414.0,10.0,357.0,305.0,662.0,15.0,112.0,333.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,50,512,29.0,1292.0,3,183.0,1475.0,10.0,357.0,305.0,662.0,10.0,156.0,272.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,50,512,29.0,1292.0,4,244.0,1536.0,10.0,357.0,305.0,662.0,8.0,212.0,211.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,50,512,29.0,1292.0,5,305.0,1597.0,10.0,357.0,305.0,662.0,6.0,250.0,150.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,50,512,29.0,1292.0,6,366.0,1658.0,10.0,357.0,305.0,662.0,5.0,300.0,89.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,50,512,29.0,1292.0,7,427.0,1719.0,10.0,357.0,305.0,662.0,5.0,362.0,28.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,50,512,29.0,1292.0,8,488.0,1780.0,10.0,357.0,305.0,662.0,4.0,400.0,-33.0,0,logQP_boot 1780 > 1747
lattigo,16,32768,42,35,9,19.0,3,3,13.0,55,512,29.0,1357.0,1,61.0,1418.0,10.0,357.0,305.0,662.0,29.0,56.0,329.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,55,512,29.0,1357.0,2,122.0,1479.0,10.0,357.0,305.0,662.0,15.0,112.0,268.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,55,512,29.0,1357.0,3,183.0,1540.0,10.0,357.0,305.0,662.0,10.0,166.0,207.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,55,512,29.0,1357.0,4,244.0,1601.0,10.0,357.0,305.0,662.0,8.0,222.0,146.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,55,512,29.0,1357.0,5,305.0,1662.0,10.0,357.0,305.0,662.0,6.0,275.0,85.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,55,512,29.0,1357.0,6,366.0,1723.0,10.0,357.0,305.0,662.0,5.0,330.0,24.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,55,512,29.0,1357.0,7,427.0,1784.0,10.0,357.0,305.0,662.0,5.0,387.0,-37.0,0,logQP_boot 1784 > 1747
lattigo,16,32768,42,35,9,,3,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1357 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,19.0,3,3,13.0,60,512,29.0,1422.0,1,61.0,1483.0,10.0,357.0,305.0,662.0,29.0,60.0,264.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,60,512,29.0,1422.0,2,122.0,1544.0,10.0,357.0,305.0,662.0,15.0,120.0,203.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,60,512,29.0,1422.0,3,183.0,1605.0,10.0,357.0,305.0,662.0,10.0,180.0,142.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,60,512,29.0,1422.0,4,244.0,1666.0,10.0,357.0,305.0,662.0,8.0,240.0,81.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,60,512,29.0,1422.0,5,305.0,1727.0,10.0,357.0,305.0,662.0,6.0,300.0,20.0,1,
lattigo,16,32768,42,35,9,19.0,3,3,13.0,60,512,29.0,1422.0,6,366.0,1788.0,10.0,357.0,305.0,662.0,5.0,360.0,-41.0,0,logQP_boot 1788 > 1747
lattigo,16,32768,42,35,9,,3,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1422 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,,3,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1422 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,20.0,3,4,13.0,50,512,30.0,1331.0,1,61.0,1392.0,10.0,357.0,305.0,662.0,30.0,56.0,355.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,50,512,30.0,1331.0,2,122.0,1453.0,10.0,357.0,305.0,662.0,15.0,112.0,294.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,50,512,30.0,1331.0,3,183.0,1514.0,10.0,357.0,305.0,662.0,10.0,168.0,233.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,50,512,30.0,1331.0,4,244.0,1575.0,10.0,357.0,305.0,662.0,8.0,206.0,172.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,50,512,30.0,1331.0,5,305.0,1636.0,10.0,357.0,305.0,662.0,6.0,268.0,111.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,50,512,30.0,1331.0,6,366.0,1697.0,10.0,357.0,305.0,662.0,5.0,318.0,50.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,50,512,30.0,1331.0,7,427.0,1758.0,10.0,357.0,305.0,662.0,5.0,356.0,-11.0,0,logQP_boot 1758 > 1747
lattigo,16,32768,42,35,9,,3,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1331 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,20.0,3,4,13.0,55,512,30.0,1396.0,1,61.0,1457.0,10.0,357.0,305.0,662.0,30.0,56.0,290.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,55,512,30.0,1396.0,2,122.0,1518.0,10.0,357.0,305.0,662.0,15.0,112.0,229.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,55,512,30.0,1396.0,3,183.0,1579.0,10.0,357.0,305.0,662.0,10.0,168.0,168.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,55,512,30.0,1396.0,4,244.0,1640.0,10.0,357.0,305.0,662.0,8.0,221.0,107.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,55,512,30.0,1396.0,5,305.0,1701.0,10.0,357.0,305.0,662.0,6.0,278.0,46.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,55,512,30.0,1396.0,6,366.0,1762.0,10.0,357.0,305.0,662.0,5.0,333.0,-15.0,0,logQP_boot 1762 > 1747
lattigo,16,32768,42,35,9,,3,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1396 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,,3,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1396 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,20.0,3,4,13.0,60,512,30.0,1461.0,1,61.0,1522.0,10.0,357.0,305.0,662.0,30.0,60.0,225.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,60,512,30.0,1461.0,2,122.0,1583.0,10.0,357.0,305.0,662.0,15.0,120.0,164.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,60,512,30.0,1461.0,3,183.0,1644.0,10.0,357.0,305.0,662.0,10.0,180.0,103.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,60,512,30.0,1461.0,4,244.0,1705.0,10.0,357.0,305.0,662.0,8.0,240.0,42.0,1,
lattigo,16,32768,42,35,9,20.0,3,4,13.0,60,512,30.0,1461.0,5,305.0,1766.0,10.0,357.0,305.0,662.0,6.0,300.0,-19.0,0,logQP_boot 1766 > 1747
lattigo,16,32768,42,35,9,,3,4,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1461 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,,3,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1461 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,,3,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1461 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,19.0,4,2,13.0,50,512,29.0,1309.0,1,61.0,1370.0,10.0,357.0,305.0,662.0,29.0,56.0,377.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,50,512,29.0,1309.0,2,122.0,1431.0,10.0,357.0,305.0,662.0,15.0,112.0,316.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,50,512,29.0,1309.0,3,183.0,1492.0,10.0,357.0,305.0,662.0,10.0,162.0,255.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,50,512,29.0,1309.0,4,244.0,1553.0,10.0,357.0,305.0,662.0,8.0,218.0,194.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,50,512,29.0,1309.0,5,305.0,1614.0,10.0,357.0,305.0,662.0,6.0,250.0,133.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,50,512,29.0,1309.0,6,366.0,1675.0,10.0,357.0,305.0,662.0,5.0,300.0,72.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,50,512,29.0,1309.0,7,427.0,1736.0,10.0,357.0,305.0,662.0,5.0,368.0,11.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,50,512,29.0,1309.0,8,488.0,1797.0,10.0,357.0,305.0,662.0,4.0,400.0,-50.0,0,logQP_boot 1797 > 1747
lattigo,16,32768,42,35,9,19.0,4,2,13.0,55,512,29.0,1374.0,1,61.0,1435.0,10.0,357.0,305.0,662.0,29.0,56.0,312.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,55,512,29.0,1374.0,2,122.0,1496.0,10.0,357.0,305.0,662.0,15.0,112.0,251.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,55,512,29.0,1374.0,3,183.0,1557.0,10.0,357.0,305.0,662.0,10.0,167.0,190.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,55,512,29.0,1374.0,4,244.0,1618.0,10.0,357.0,305.0,662.0,8.0,223.0,129.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,55,512,29.0,1374.0,5,305.0,1679.0,10.0,357.0,305.0,662.0,6.0,275.0,68.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,55,512,29.0,1374.0,6,366.0,1740.0,10.0,357.0,305.0,662.0,5.0,330.0,7.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,55,512,29.0,1374.0,7,427.0,1801.0,10.0,357.0,305.0,662.0,5.0,388.0,-54.0,0,logQP_boot 1801 > 1747
lattigo,16,32768,42,35,9,,4,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1374 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,19.0,4,2,13.0,60,512,29.0,1439.0,1,61.0,1500.0,10.0,357.0,305.0,662.0,29.0,60.0,247.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,60,512,29.0,1439.0,2,122.0,1561.0,10.0,357.0,305.0,662.0,15.0,120.0,186.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,60,512,29.0,1439.0,3,183.0,1622.0,10.0,357.0,305.0,662.0,10.0,180.0,125.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,60,512,29.0,1439.0,4,244.0,1683.0,10.0,357.0,305.0,662.0,8.0,240.0,64.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,60,512,29.0,1439.0,5,305.0,1744.0,10.0,357.0,305.0,662.0,6.0,300.0,3.0,1,
lattigo,16,32768,42,35,9,19.0,4,2,13.0,60,512,29.0,1439.0,6,366.0,1805.0,10.0,357.0,305.0,662.0,5.0,360.0,-58.0,0,logQP_boot 1805 > 1747
lattigo,16,32768,42,35,9,,4,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1439 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,,4,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1439 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,42,35,9,20.0,4,3,13.0,50,512,30.0,1348.0,1,61.0,1409.0,10.0,357.0,305.0,662.0,30.0,56.0,338.0,1,
lattigo,16,32768,42,35,9,20.0,4,3,13.0,50,512,30.0,1348.0,2,122.0,1470.0,10.0,357.0,305.0,662.0,15.0,112.0,277.0,1,
lattigo,16,32768,42,35,9,20.0,4,3,13.0,50,512,30.0,1348.0,3,183.0,1531.0,10.0,357.0,305.0,662.0,10.0,168.0,216.0,1,
lattigo,16,32768,42,35,9,20.0,4,3,13.0,50,512,30.0,1348.0,4,244.0,1592.0,10.0,357.0,305.0,662.0,8.0,212.0,155.0,1,
