library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,evalmod_scale,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,mod1_degree,mod1_inv_degree,log_message_ratio,ephemeral_secret_weight,in_scale_log2,ok,fail_reason
lattigo,16,32768,56,55,3,15,3,4,8,55,16,19,985,4,244,1229,4,221,244,465,5,221,518,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,3,4,8,55,16,19,985,5,305,1290,4,221,244,465,4,275,457,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,3,4,8,55,16,19,985,6,366,1351,4,221,244,465,4,332,396,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,3,4,8,55,16,19,985,7,427,1412,4,221,244,465,3,369,335,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,3,4,8,55,16,19,985,8,488,1473,4,221,244,465,3,440,274,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,3,4,8,60,16,19,1025,1,61,1086,4,221,244,465,19,60,661,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,3,4,8,60,16,19,1025,2,122,1147,4,221,244,465,10,120,600,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,3,4,8,60,16,19,1025,3,183,1208,4,221,244,465,7,180,539,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,3,4,8,60,16,19,1025,4,244,1269,4,221,244,465,5,240,478,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,3,4,8,60,16,19,1025,5,305,1330,4,221,244,465,4,300,417,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,3,4,8,60,16,19,1025,6,366,1391,4,221,244,465,4,352,356,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,3,4,8,60,16,19,1025,7,427,1452,4,221,244,465,3,399,295,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,3,4,8,60,16,19,1025,8,488,1513,4,221,244,465,3,480,234,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,50,16,18,923,1,61,984,4,221,244,465,18,56,763,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,50,16,18,923,2,122,1045,4,221,244,465,9,112,702,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,50,16,18,923,3,183,1106,4,221,244,465,6,168,641,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,50,16,18,923,4,244,1167,4,221,244,465,5,221,580,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,50,16,18,923,5,305,1228,4,221,244,465,4,260,519,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,50,16,18,923,6,366,1289,4,221,244,465,3,324,458,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,50,16,18,923,7,427,1350,4,221,244,465,3,350,397,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,50,16,18,923,8,488,1411,4,221,244,465,3,412,336,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,55,16,18,963,1,61,1024,4,221,244,465,18,56,723,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,55,16,18,963,2,122,1085,4,221,244,465,9,112,662,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,55,16,18,963,3,183,1146,4,221,244,465,6,168,601,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,55,16,18,963,4,244,1207,4,221,244,465,5,222,540,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,55,16,18,963,5,305,1268,4,221,244,465,4,276,479,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,55,16,18,963,6,366,1329,4,221,244,465,3,334,418,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,55,16,18,963,7,427,1390,4,221,244,465,3,385,357,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,55,16,18,963,8,488,1451,4,221,244,465,3,442,296,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,60,16,18,1003,1,61,1064,4,221,244,465,18,60,683,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,60,16,18,1003,2,122,1125,4,221,244,465,9,120,622,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,60,16,18,1003,3,183,1186,4,221,244,465,6,180,561,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,60,16,18,1003,4,244,1247,4,221,244,465,5,240,500,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,60,16,18,1003,5,305,1308,4,221,244,465,4,296,439,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,60,16,18,1003,6,366,1369,4,221,244,465,3,360,378,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,60,16,18,1003,7,427,1430,4,221,244,465,3,420,317,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,14,4,2,8,60,16,18,1003,8,488,1491,4,221,244,465,3,472,256,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,50,16,19,962,1,61,1023,4,221,244,465,19,56,724,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,50,16,19,962,2,122,1084,4,221,244,465,10,112,663,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,50,16,19,962,3,183,1145,4,221,244,465,7,168,602,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,50,16,19,962,4,244,1206,4,221,244,465,5,221,541,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,50,16,19,962,5,305,1267,4,221,244,465,4,260,480,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,50,16,19,962,6,366,1328,4,221,244,465,4,318,419,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,50,16,19,962,7,427,1389,4,221,244,465,3,350,358,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,50,16,19,962,8,488,1450,4,221,244,465,3,406,297,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,55,16,19,1002,1,61,1063,4,221,244,465,19,56,684,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,55,16,19,1002,2,122,1124,4,221,244,465,10,112,623,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,55,16,19,1002,3,183,1185,4,221,244,465,7,168,562,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,55,16,19,1002,4,244,1246,4,221,244,465,5,221,501,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,55,16,19,1002,5,305,1307,4,221,244,465,4,275,440,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,55,16,19,1002,6,366,1368,4,221,244,465,4,333,379,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,55,16,19,1002,7,427,1429,4,221,244,465,3,385,318,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,55,16,19,1002,8,488,1490,4,221,244,465,3,441,257,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,60,16,19,1042,1,61,1103,4,221,244,465,19,60,644,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,60,16,19,1042,2,122,1164,4,221,244,465,10,120,583,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,60,16,19,1042,3,183,1225,4,221,244,465,7,180,522,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,60,16,19,1042,4,244,1286,4,221,244,465,5,240,461,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,60,16,19,1042,5,305,1347,4,221,244,465,4,300,400,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,60,16,19,1042,6,366,1408,4,221,244,465,4,348,339,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,60,16,19,1042,7,427,1469,4,221,244,465,3,420,278,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,15,4,3,8,60,16,19,1042,8,488,1530,4,221,244,465,3,476,217,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,50,16,20,1001,1,61,1062,4,221,244,465,20,56,685,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,50,16,20,1001,2,122,1123,4,221,244,465,10,112,624,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,50,16,20,1001,3,183,1184,4,221,244,465,7,166,563,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,50,16,20,1001,4,244,1245,4,221,244,465,5,224,502,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,50,16,20,1001,5,305,1306,4,221,244,465,4,274,441,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,50,16,20,1001,6,366,1367,4,221,244,465,4,312,380,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,50,16,20,1001,7,427,1428,4,221,244,465,3,339,319,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,50,16,20,1001,8,488,1489,4,221,244,465,3,400,258,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,55,16,20,1041,1,61,1102,4,221,244,465,20,56,645,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,55,16,20,1041,2,122,1163,4,221,244,465,10,112,584,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,55,16,20,1041,3,183,1224,4,221,244,465,7,167,523,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,55,16,20,1041,4,244,1285,4,221,244,465,5,224,462,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,55,16,20,1041,5,305,1346,4,221,244,465,4,279,401,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,55,16,20,1041,6,366,1407,4,221,244,465,4,332,340,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,55,16,20,1041,7,427,1468,4,221,244,465,3,369,279,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,55,16,20,1041,8,488,1529,4,221,244,465,3,440,218,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,60,16,20,1081,1,61,1142,4,221,244,465,20,60,605,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,60,16,20,1081,2,122,1203,4,221,244,465,10,120,544,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,60,16,20,1081,3,183,1264,4,221,244,465,7,180,483,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,60,16,20,1081,4,244,1325,4,221,244,465,5,240,422,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,60,16,20,1081,5,305,1386,4,221,244,465,4,300,361,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,60,16,20,1081,6,366,1447,4,221,244,465,4,352,300,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,60,16,20,1081,7,427,1508,4,221,244,465,3,399,239,30,0,1,32,55,1,
lattigo,16,32768,56,55,3,16,4,4,8,60,16,20,1081,8,488,1569,4,221,244,465,3,480,178,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,50,16,17,866,1,61,927,5,276,305,581,17,56,820,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,50,16,17,866,2,122,988,5,276,305,581,9,111,759,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,50,16,17,866,3,183,1049,5,276,305,581,6,166,698,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,50,16,17,866,4,244,1110,5,276,305,581,5,221,637,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,50,16,17,866,5,305,1171,5,276,305,581,4,276,576,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,50,16,17,866,6,366,1232,5,276,305,581,3,315,515,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,50,16,17,866,7,427,1293,5,276,305,581,3,354,454,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,50,16,17,866,8,488,1354,5,276,305,581,3,406,393,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,55,16,17,906,1,61,967,5,276,305,581,17,56,780,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,55,16,17,906,2,122,1028,5,276,305,581,9,111,719,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,55,16,17,906,3,183,1089,5,276,305,581,6,166,658,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,55,16,17,906,4,244,1150,5,276,305,581,5,221,597,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,55,16,17,906,5,305,1211,5,276,305,581,4,276,536,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,55,16,17,906,6,366,1272,5,276,305,581,3,315,475,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,55,16,17,906,7,427,1333,5,276,305,581,3,385,414,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,55,16,17,906,8,488,1394,5,276,305,581,3,441,353,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,60,16,17,946,1,61,1007,5,276,305,581,17,60,740,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,60,16,17,946,2,122,1068,5,276,305,581,9,120,679,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,60,16,17,946,3,183,1129,5,276,305,581,6,180,618,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,60,16,17,946,4,244,1190,5,276,305,581,5,240,557,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,60,16,17,946,5,305,1251,5,276,305,581,4,300,496,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,60,16,17,946,6,366,1312,5,276,305,581,3,339,435,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,60,16,17,946,7,427,1373,5,276,305,581,3,420,374,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,12,2,2,8,60,16,17,946,8,488,1434,5,276,305,581,3,476,313,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,50,16,18,905,1,61,966,5,276,305,581,18,56,781,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,50,16,18,905,2,122,1027,5,276,305,581,9,112,720,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,50,16,18,905,3,183,1088,5,276,305,581,6,166,659,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,50,16,18,905,4,244,1149,5,276,305,581,5,221,598,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,50,16,18,905,5,305,1210,5,276,305,581,4,276,537,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,50,16,18,905,6,366,1271,5,276,305,581,3,315,476,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,50,16,18,905,7,427,1332,5,276,305,581,3,354,415,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,50,16,18,905,8,488,1393,5,276,305,581,3,400,354,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,55,16,18,945,1,61,1006,5,276,305,581,18,56,741,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,55,16,18,945,2,122,1067,5,276,305,581,9,112,680,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,55,16,18,945,3,183,1128,5,276,305,581,6,167,619,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,55,16,18,945,4,244,1189,5,276,305,581,5,221,558,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,55,16,18,945,5,305,1250,5,276,305,581,4,276,497,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,55,16,18,945,6,366,1311,5,276,305,581,3,332,436,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,55,16,18,945,7,427,1372,5,276,305,581,3,369,375,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,55,16,18,945,8,488,1433,5,276,305,581,3,440,314,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,60,16,18,985,1,61,1046,5,276,305,581,18,60,701,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,60,16,18,985,2,122,1107,5,276,305,581,9,120,640,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,60,16,18,985,3,183,1168,5,276,305,581,6,180,579,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,60,16,18,985,4,244,1229,5,276,305,581,5,240,518,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,60,16,18,985,5,305,1290,5,276,305,581,4,300,457,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,60,16,18,985,6,366,1351,5,276,305,581,3,352,396,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,60,16,18,985,7,427,1412,5,276,305,581,3,399,335,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,2,3,8,60,16,18,985,8,488,1473,5,276,305,581,3,480,274,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,50,16,19,944,1,61,1005,5,276,305,581,19,56,742,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,50,16,19,944,2,122,1066,5,276,305,581,10,111,681,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,50,16,19,944,3,183,1127,5,276,305,581,7,166,620,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,50,16,19,944,4,244,1188,5,276,305,581,5,221,559,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,50,16,19,944,5,305,1249,5,276,305,581,4,276,498,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,50,16,19,944,6,366,1310,5,276,305,581,4,315,437,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,50,16,19,944,7,427,1371,5,276,305,581,3,354,376,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,50,16,19,944,8,488,1432,5,276,305,581,3,393,315,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,55,16,19,984,1,61,1045,5,276,305,581,19,56,702,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,55,16,19,984,2,122,1106,5,276,305,581,10,111,641,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,55,16,19,984,3,183,1167,5,276,305,581,7,166,580,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,55,16,19,984,4,244,1228,5,276,305,581,5,221,519,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,55,16,19,984,5,305,1289,5,276,305,581,4,276,458,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,55,16,19,984,6,366,1350,5,276,305,581,4,331,397,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,55,16,19,984,7,427,1411,5,276,305,581,3,354,336,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,55,16,19,984,8,488,1472,5,276,305,581,3,424,275,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,60,16,19,1024,1,61,1085,5,276,305,581,19,60,662,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,60,16,19,1024,2,122,1146,5,276,305,581,10,120,601,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,60,16,19,1024,3,183,1207,5,276,305,581,7,180,540,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,60,16,19,1024,4,244,1268,5,276,305,581,5,240,479,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,60,16,19,1024,5,305,1329,5,276,305,581,4,300,418,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,60,16,19,1024,6,366,1390,5,276,305,581,4,356,357,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,60,16,19,1024,7,427,1451,5,276,305,581,3,378,296,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,2,4,8,60,16,19,1024,8,488,1512,5,276,305,581,3,459,235,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,50,16,18,922,1,61,983,5,276,305,581,18,56,764,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,50,16,18,922,2,122,1044,5,276,305,581,9,112,703,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,50,16,18,922,3,183,1105,5,276,305,581,6,168,642,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,50,16,18,922,4,244,1166,5,276,305,581,5,221,581,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,50,16,18,922,5,305,1227,5,276,305,581,4,276,520,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,50,16,18,922,6,366,1288,5,276,305,581,3,318,459,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,50,16,18,922,7,427,1349,5,276,305,581,3,354,398,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,50,16,18,922,8,488,1410,5,276,305,581,3,406,337,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,55,16,18,962,1,61,1023,5,276,305,581,18,56,724,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,55,16,18,962,2,122,1084,5,276,305,581,9,112,663,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,55,16,18,962,3,183,1145,5,276,305,581,6,168,602,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,55,16,18,962,4,244,1206,5,276,305,581,5,221,541,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,55,16,18,962,5,305,1267,5,276,305,581,4,276,480,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,55,16,18,962,6,366,1328,5,276,305,581,3,333,419,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,55,16,18,962,7,427,1389,5,276,305,581,3,385,358,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,55,16,18,962,8,488,1450,5,276,305,581,3,441,297,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,60,16,18,1002,1,61,1063,5,276,305,581,18,60,684,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,60,16,18,1002,2,122,1124,5,276,305,581,9,120,623,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,60,16,18,1002,3,183,1185,5,276,305,581,6,180,562,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,60,16,18,1002,4,244,1246,5,276,305,581,5,240,501,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,60,16,18,1002,5,305,1307,5,276,305,581,4,300,440,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,60,16,18,1002,6,366,1368,5,276,305,581,3,348,379,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,60,16,18,1002,7,427,1429,5,276,305,581,3,420,318,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,13,3,2,8,60,16,18,1002,8,488,1490,5,276,305,581,3,476,257,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,50,16,19,961,1,61,1022,5,276,305,581,19,56,725,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,50,16,19,961,2,122,1083,5,276,305,581,10,112,664,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,50,16,19,961,3,183,1144,5,276,305,581,7,166,603,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,50,16,19,961,4,244,1205,5,276,305,581,5,221,542,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,50,16,19,961,5,305,1266,5,276,305,581,4,276,481,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,50,16,19,961,6,366,1327,5,276,305,581,4,315,420,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,50,16,19,961,7,427,1388,5,276,305,581,3,354,359,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,50,16,19,961,8,488,1449,5,276,305,581,3,400,298,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,55,16,19,1001,1,61,1062,5,276,305,581,19,56,685,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,55,16,19,1001,2,122,1123,5,276,305,581,10,112,624,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,55,16,19,1001,3,183,1184,5,276,305,581,7,167,563,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,55,16,19,1001,4,244,1245,5,276,305,581,5,221,502,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,55,16,19,1001,5,305,1306,5,276,305,581,4,276,441,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,55,16,19,1001,6,366,1367,5,276,305,581,4,332,380,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,55,16,19,1001,7,427,1428,5,276,305,581,3,369,319,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,55,16,19,1001,8,488,1489,5,276,305,581,3,440,258,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,60,16,19,1041,1,61,1102,5,276,305,581,19,60,645,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,60,16,19,1041,2,122,1163,5,276,305,581,10,120,584,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,60,16,19,1041,3,183,1224,5,276,305,581,7,180,523,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,60,16,19,1041,4,244,1285,5,276,305,581,5,240,462,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,60,16,19,1041,5,305,1346,5,276,305,581,4,300,401,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,60,16,19,1041,6,366,1407,5,276,305,581,4,352,340,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,60,16,19,1041,7,427,1468,5,276,305,581,3,399,279,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,14,3,3,8,60,16,19,1041,8,488,1529,5,276,305,581,3,480,218,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,15,3,4,8,50,16,20,1000,1,61,1061,5,276,305,581,20,56,686,30,0,1,32,55,1,
lattigo,16,32768,56,55,4,15,3,4,8,50,16,20,1000,2,122,1122,5,276,305,581,10,112,625,30,0,1,32,55,1,
