q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth_of,evalmod_levels_of,QCount_boot_of,logQ_boot_of,PCount_boot_of,logP_boot_of,logQP_boot_of,margin_1747_of,dnum_of,log_message_ratio_of,boot_depth_la,evalmod_levels_la,QCount_boot_la,logQ_boot_la,PCount_boot_la,logP_boot_la,logQP_boot_la,margin_1747_la,dnum_la,log_message_ratio_la,evalmod_scale_la
55,52,10,4,3,21,14,32.0,1667.0,1.0,60.0,1727.0,20.0,32,3,15.0,8.0,26.0,1316.0,7,427.0,1743.0,4.0,4.0,3,50
55,52,11,2,2,18,14,30.0,1563.0,3.0,180.0,1743.0,4.0,10,3,12.0,8.0,24.0,1217.0,8,488.0,1705.0,42.0,3.0,3,50
55,52,11,3,3,20,14,32.0,1667.0,1.0,60.0,1727.0,20.0,32,3,14.0,8.0,26.0,1312.0,7,427.0,1739.0,8.0,4.0,3,50
55,52,12,2,2,18,14,31.0,1615.0,2.0,120.0,1735.0,12.0,16,3,12.0,8.0,25.0,1269.0,7,427.0,1696.0,51.0,4.0,3,50
55,52,13,2,2,18,14,32.0,1667.0,1.0,60.0,1727.0,20.0,32,3,12.0,8.0,26.0,1321.0,6,366.0,1687.0,60.0,5.0,3,50
55,53,3,2,2,18,14,22.0,1168.0,8.0,480.0,1648.0,99.0,3,2,12.0,8.0,16.0,804.0,8,488.0,1292.0,455.0,2.0,2,50
55,53,3,3,3,20,14,24.0,1274.0,6.0,360.0,1634.0,113.0,4,2,14.0,8.0,18.0,899.0,6,366.0,1265.0,482.0,3.0,2,50
55,53,3,3,4,21,14,25.0,1327.0,7.0,420.0,1747.0,0.0,4,2,15.0,8.0,19.0,938.0,7,427.0,1365.0,382.0,3.0,2,50
55,53,3,4,3,21,14,25.0,1327.0,7.0,420.0,1747.0,0.0,4,2,15.0,8.0,19.0,955.0,7,427.0,1382.0,365.0,3.0,2,50
55,53,3,4,4,22,14,26.0,1380.0,6.0,360.0,1740.0,7.0,5,2,16.0,8.0,20.0,994.0,7,427.0,1421.0,326.0,3.0,2,50
55,53,4,2,2,18,14,23.0,1221.0,8.0,480.0,1701.0,46.0,3,2,12.0,8.0,17.0,857.0,6,366.0,1223.0,524.0,3.0,2,50
55,53,4,3,3,20,14,25.0,1327.0,7.0,420.0,1747.0,0.0,4,2,14.0,8.0,19.0,952.0,7,427.0,1379.0,368.0,3.0,2,50
55,53,4,3,4,21,14,26.0,1380.0,6.0,360.0,1740.0,7.0,5,2,15.0,8.0,20.0,991.0,7,427.0,1418.0,329.0,3.0,2,50
55,53,4,4,3,21,14,26.0,1380.0,6.0,360.0,1740.0,7.0,5,2,15.0,8.0,20.0,1008.0,7,427.0,1435.0,312.0,3.0,2,50
55,53,4,4,4,22,14,27.0,1433.0,5.0,300.0,1733.0,14.0,6,2,16.0,8.0,21.0,1047.0,7,427.0,1474.0,273.0,3.0,2,50
55,53,5,2,2,18,14,24.0,1274.0,6.0,360.0,1634.0,113.0,4,2,12.0,8.0,18.0,910.0,6,366.0,1276.0,471.0,3.0,2,50
55,53,5,3,3,20,14,26.0,1380.0,6.0,360.0,1740.0,7.0,5,2,14.0,8.0,20.0,1005.0,7,427.0,1432.0,315.0,3.0,2,50
55,53,5,3,4,21,14,27.0,1433.0,5.0,300.0,1733.0,14.0,6,2,15.0,8.0,21.0,1044.0,7,427.0,1471.0,276.0,3.0,2,50
55,53,5,4,3,21,14,27.0,1433.0,5.0,300.0,1733.0,14.0,6,2,15.0,8.0,21.0,1061.0,7,427.0,1488.0,259.0,3.0,2,50
55,53,5,4,4,22,14,28.0,1486.0,4.0,240.0,1726.0,21.0,7,2,16.0,8.0,22.0,1100.0,8,488.0,1588.0,159.0,3.0,2,50
55,53,6,2,2,18,14,25.0,1327.0,7.0,420.0,1747.0,0.0,4,2,12.0,8.0,19.0,963.0,7,427.0,1390.0,357.0,3.0,2,50
55,53,6,3,3,20,14,27.0,1433.0,5.0,300.0,1733.0,14.0,6,2,14.0,8.0,21.0,1058.0,7,427.0,1485.0,262.0,3.0,2,50
55,53,6,3,4,21,14,28.0,1486.0,4.0,240.0,1726.0,21.0,7,2,15.0,8.0,22.0,1097.0,8,488.0,1585.0,162.0,3.0,2,50
55,53,6,4,3,21,14,28.0,1486.0,4.0,240.0,1726.0,21.0,7,2,15.0,8.0,22.0,1114.0,8,488.0,1602.0,145.0,3.0,2,50
55,53,6,4,4,22,14,29.0,1539.0,3.0,180.0,1719.0,28.0,10,2,16.0,8.0,23.0,1153.0,8,488.0,1641.0,106.0,3.0,2,50
55,53,7,2,2,18,14,26.0,1380.0,6.0,360.0,1740.0,7.0,5,2,12.0,8.0,20.0,1016.0,7,427.0,1443.0,304.0,3.0,2,50
55,53,7,3,3,20,14,28.0,1486.0,4.0,240.0,1726.0,21.0,7,2,14.0,8.0,22.0,1111.0,8,488.0,1599.0,148.0,3.0,2,50
55,53,7,3,4,21,14,29.0,1539.0,3.0,180.0,1719.0,28.0,10,2,15.0,8.0,23.0,1150.0,8,488.0,1638.0,109.0,3.0,2,50
55,53,7,4,3,21,14,29.0,1539.0,3.0,180.0,1719.0,28.0,10,2,15.0,8.0,23.0,1167.0,8,488.0,1655.0,92.0,3.0,2,50
55,53,7,4,4,22,14,30.0,1592.0,2.0,120.0,1712.0,35.0,15,2,16.0,8.0,24.0,1206.0,8,488.0,1694.0,53.0,3.0,2,50
55,53,8,2,2,18,14,27.0,1433.0,5.0,300.0,1733.0,14.0,6,2,12.0,8.0,21.0,1069.0,7,427.0,1496.0,251.0,3.0,2,50
55,53,8,3,3,20,14,29.0,1539.0,3.0,180.0,1719.0,28.0,10,2,14.0,8.0,23.0,1164.0,8,488.0,1652.0,95.0,3.0,2,50
55,53,8,3,4,21,14,30.0,1592.0,2.0,120.0,1712.0,35.0,15,2,15.0,8.0,24.0,1203.0,8,488.0,1691.0,56.0,3.0,2,50
55,53,8,4,3,21,14,30.0,1592.0,2.0,120.0,1712.0,35.0,15,2,15.0,8.0,24.0,1220.0,8,488.0,1708.0,39.0,3.0,2,50
55,53,8,4,4,22,14,31.0,1645.0,1.0,60.0,1705.0,42.0,31,2,16.0,8.0,25.0,1259.0,7,427.0,1686.0,61.0,4.0,2,50
55,53,9,2,2,18,14,28.0,1486.0,4.0,240.0,1726.0,21.0,7,2,12.0,8.0,22.0,1122.0,8,488.0,1610.0,137.0,3.0,2,50
55,53,9,3,3,20,14,30.0,1592.0,2.0,120.0,1712.0,35.0,15,2,14.0,8.0,24.0,1217.0,8,488.0,1705.0,42.0,3.0,2,50
55,53,9,3,4,21,14,31.0,1645.0,1.0,60.0,1705.0,42.0,31,2,15.0,8.0,25.0,1256.0,7,427.0,1683.0,64.0,4.0,2,50
55,53,9,4,3,21,14,31.0,1645.0,1.0,60.0,1705.0,42.0,31,2,15.0,8.0,25.0,1273.0,7,427.0,1700.0,47.0,4.0,2,50
55,53,10,2,2,18,14,29.0,1539.0,3.0,180.0,1719.0,28.0,10,2,12.0,8.0,23.0,1175.0,8,488.0,1663.0,84.0,3.0,2,50
55,53,10,3,3,20,14,31.0,1645.0,1.0,60.0,1705.0,42.0,31,2,14.0,8.0,25.0,1270.0,7,427.0,1697.0,50.0,4.0,2,50
55,53,11,2,2,18,14,30.0,1592.0,2.0,120.0,1712.0,35.0,15,2,12.0,8.0,24.0,1228.0,8,488.0,1716.0,31.0,3.0,2,50
55,53,12,2,2,18,14,31.0,1645.0,1.0,60.0,1705.0,42.0,31,2,12.0,8.0,25.0,1281.0,7,427.0,1708.0,39.0,4.0,2,50
56,52,3,2,2,18,14,22.0,1148.0,7.0,420.0,1568.0,179.0,3,4,12.0,8.0,16.0,802.0,8,488.0,1290.0,457.0,2.0,4,50
56,52,3,3,3,20,14,24.0,1252.0,7.0,420.0,1672.0,75.0,3,4,14.0,8.0,18.0,897.0,6,366.0,1263.0,484.0,3.0,4,50
56,52,3,3,4,21,14,25.0,1304.0,7.0,420.0,1724.0,23.0,4,4,15.0,8.0,19.0,936.0,7,427.0,1363.0,384.0,3.0,4,50
56,52,3,4,3,21,14,25.0,1304.0,7.0,420.0,1724.0,23.0,4,4,15.0,8.0,19.0,953.0,7,427.0,1380.0,367.0,3.0,4,50
56,52,3,4,4,22,14,26.0,1356.0,6.0,360.0,1716.0,31.0,5,4,16.0,8.0,20.0,992.0,7,427.0,1419.0,328.0,3.0,4,50
56,52,4,2,2,18,14,23.0,1200.0,7.0,420.0,1620.0,127.0,3,4,12.0,8.0,17.0,854.0,6,366.0,1220.0,527.0,3.0,4,50
56,52,4,3,3,20,14,25.0,1304.0,7.0,420.0,1724.0,23.0,4,4,14.0,8.0,19.0,949.0,7,427.0,1376.0,371.0,3.0,4,50
56,52,4,3,4,21,14,26.0,1356.0,6.0,360.0,1716.0,31.0,5,4,15.0,8.0,20.0,988.0,7,427.0,1415.0,332.0,3.0,4,50
56,52,4,4,3,21,14,26.0,1356.0,6.0,360.0,1716.0,31.0,5,4,15.0,8.0,20.0,1005.0,7,427.0,1432.0,315.0,3.0,4,50
56,52,4,4,4,22,14,27.0,1408.0,5.0,300.0,1708.0,39.0,6,4,16.0,8.0,21.0,1044.0,7,427.0,1471.0,276.0,3.0,4,50
56,52,5,2,2,18,14,24.0,1252.0,7.0,420.0,1672.0,75.0,3,4,12.0,8.0,18.0,906.0,6,366.0,1272.0,475.0,3.0,4,50
56,52,5,3,3,20,14,26.0,1356.0,6.0,360.0,1716.0,31.0,5,4,14.0,8.0,20.0,1001.0,7,427.0,1428.0,319.0,3.0,4,50
56,52,5,3,4,21,14,27.0,1408.0,5.0,300.0,1708.0,39.0,6,4,15.0,8.0,21.0,1040.0,7,427.0,1467.0,280.0,3.0,4,50
56,52,5,4,3,21,14,27.0,1408.0,5.0,300.0,1708.0,39.0,6,4,15.0,8.0,21.0,1057.0,7,427.0,1484.0,263.0,3.0,4,50
56,52,5,4,4,22,14,28.0,1460.0,4.0,240.0,1700.0,47.0,7,4,16.0,8.0,22.0,1096.0,8,488.0,1584.0,163.0,3.0,4,50
56,52,6,2,2,18,14,25.0,1304.0,7.0,420.0,1724.0,23.0,4,4,12.0,8.0,19.0,958.0,7,427.0,1385.0,362.0,3.0,4,50
56,52,6,3,3,20,14,27.0,1408.0,5.0,300.0,1708.0,39.0,6,4,14.0,8.0,21.0,1053.0,7,427.0,1480.0,267.0,3.0,4,50
56,52,6,3,4,21,14,28.0,1460.0,4.0,240.0,1700.0,47.0,7,4,15.0,8.0,22.0,1092.0,8,488.0,1580.0,167.0,3.0,4,50
56,52,6,4,3,21,14,28.0,1460.0,4.0,240.0,1700.0,47.0,7,4,15.0,8.0,22.0,1109.0,8,488.0,1597.0,150.0,3.0,4,50
56,52,6,4,4,22,14,29.0,1512.0,3.0,180.0,1692.0,55.0,10,4,16.0,8.0,23.0,1148.0,8,488.0,1636.0,111.0,3.0,4,50
56,52,7,2,2,18,14,26.0,1356.0,6.0,360.0,1716.0,31.0,5,4,12.0,8.0,20.0,1010.0,7,427.0,1437.0,310.0,3.0,4,50
56,52,7,3,3,20,14,28.0,1460.0,4.0,240.0,1700.0,47.0,7,4,14.0,8.0,22.0,1105.0,8,488.0,1593.0,154.0,3.0,4,50
56,52,7,3,4,21,14,29.0,1512.0,3.0,180.0,1692.0,55.0,10,4,15.0,8.0,23.0,1144.0,8,488.0,1632.0,115.0,3.0,4,50
56,52,7,4,3,21,14,29.0,1512.0,3.0,180.0,1692.0,55.0,10,4,15.0,8.0,23.0,1161.0,8,488.0,1649.0,98.0,3.0,4,50
56,52,7,4,4,22,14,30.0,1564.0,3.0,180.0,1744.0,3.0,10,4,16.0,8.0,24.0,1200.0,8,488.0,1688.0,59.0,3.0,4,50
56,52,8,2,2,18,14,27.0,1408.0,5.0,300.0,1708.0,39.0,6,4,12.0,8.0,21.0,1062.0,7,427.0,1489.0,258.0,3.0,4,50
56,52,8,3,3,20,14,29.0,1512.0,3.0,180.0,1692.0,55.0,10,4,14.0,8.0,23.0,1157.0,8,488.0,1645.0,102.0,3.0,4,50
56,52,8,3,4,21,14,30.0,1564.0,3.0,180.0,1744.0,3.0,10,4,15.0,8.0,24.0,1196.0,8,488.0,1684.0,63.0,3.0,4,50
56,52,8,4,3,21,14,30.0,1564.0,3.0,180.0,1744.0,3.0,10,4,15.0,8.0,24.0,1213.0,8,488.0,1701.0,46.0,3.0,4,50
56,52,8,4,4,22,14,31.0,1616.0,2.0,120.0,1736.0,11.0,16,4,16.0,8.0,25.0,1252.0,7,427.0,1679.0,68.0,4.0,4,50
56,52,9,2,2,18,14,28.0,1460.0,4.0,240.0,1700.0,47.0,7,4,12.0,8.0,22.0,1114.0,8,488.0,1602.0,145.0,3.0,4,50
56,52,9,3,3,20,14,30.0,1564.0,3.0,180.0,1744.0,3.0,10,4,14.0,8.0,24.0,1209.0,8,488.0,1697.0,50.0,3.0,4,50
56,52,9,3,4,21,14,31.0,1616.0,2.0,120.0,1736.0,11.0,16,4,15.0,8.0,25.0,1248.0,7,427.0,1675.0,72.0,4.0,4,50
56,52,9,4,3,21,14,31.0,1616.0,2.0,120.0,1736.0,11.0,16,4,15.0,8.0,25.0,1265.0,7,427.0,1692.0,55.0,4.0,4,50
56,52,9,4,4,22,14,32.0,1668.0,1.0,60.0,1728.0,19.0,32,4,16.0,8.0,26.0,1304.0,7,427.0,1731.0,16.0,4.0,4,50
56,52,10,2,2,18,14,29.0,1512.0,3.0,180.0,1692.0,55.0,10,4,12.0,8.0,23.0,1166.0,8,488.0,1654.0,93.0,3.0,4,50
56,52,10,3,3,20,14,31.0,1616.0,2.0,120.0,1736.0,11.0,16,4,14.0,8.0,25.0,1261.0,7,427.0,1688.0,59.0,4.0,4,50
56,52,10,3,4,21,14,32.0,1668.0,1.0,60.0,1728.0,19.0,32,4,15.0,8.0,26.0,1300.0,7,427.0,1727.0,20.0,4.0,4,50
56,52,10,4,3,21,14,32.0,1668.0,1.0,60.0,1728.0,19.0,32,4,15.0,8.0,26.0,1317.0,7,427.0,1744.0,3.0,4.0,4,50
56,52,11,2,2,18,14,30.0,1564.0,3.0,180.0,1744.0,3.0,10,4,12.0,8.0,24.0,1218.0,8,488.0,1706.0,41.0,3.0,4,50
56,52,11,3,3,20,14,32.0,1668.0,1.0,60.0,1728.0,19.0,32,4,14.0,8.0,26.0,1313.0,7,427.0,1740.0,7.0,4.0,4,50
56,52,12,2,2,18,14,31.0,1616.0,2.0,120.0,1736.0,11.0,16,4,12.0,8.0,25.0,1270.0,7,427.0,1697.0,50.0,4.0,4,50
56,52,13,2,2,18,14,32.0,1668.0,1.0,60.0,1728.0,19.0,32,4,12.0,8.0,26.0,1322.0,6,366.0,1688.0,59.0,5.0,4,50
56,53,3,2,2,18,14,22.0,1169.0,8.0,480.0,1649.0,98.0,3,3,12.0,8.0,16.0,805.0,8,488.0,1293.0,454.0,2.0,3,50
56,53,3,3,3,20,14,24.0,1275.0,6.0,360.0,1635.0,112.0,4,3,14.0,8.0,18.0,900.0,6,366.0,1266.0,481.0,3.0,3,50
56,53,3,3,4,21,14,25.0,1328.0,5.0,300.0,1628.0,119.0,5,3,15.0,8.0,19.0,939.0,7,427.0,1366.0,381.0,3.0,3,50
56,53,3,4,3,21,14,25.0,1328.0,5.0,300.0,1628.0,119.0,5,3,15.0,8.0,19.0,956.0,7,427.0,1383.0,364.0,3.0,3,50
56,53,3,4,4,22,14,26.0,1381.0,6.0,360.0,1741.0,6.0,5,3,16.0,8.0,20.0,995.0,7,427.0,1422.0,325.0,3.0,3,50
56,53,4,2,2,18,14,23.0,1222.0,8.0,480.0,1702.0,45.0,3,3,12.0,8.0,17.0,858.0,6,366.0,1224.0,523.0,3.0,3,50
56,53,4,3,3,20,14,25.0,1328.0,5.0,300.0,1628.0,119.0,5,3,14.0,8.0,19.0,953.0,7,427.0,1380.0,367.0,3.0,3,50
56,53,4,3,4,21,14,26.0,1381.0,6.0,360.0,1741.0,6.0,5,3,15.0,8.0,20.0,992.0,7,427.0,1419.0,328.0,3.0,3,50
56,53,4,4,3,21,14,26.0,1381.0,6.0,360.0,1741.0,6.0,5,3,15.0,8.0,20.0,1009.0,7,427.0,1436.0,311.0,3.0,3,50
56,53,4,4,4,22,14,27.0,1434.0,5.0,300.0,1734.0,13.0,6,3,16.0,8.0,21.0,1048.0,7,427.0,1475.0,272.0,3.0,3,50
56,53,5,2,2,18,14,24.0,1275.0,6.0,360.0,1635.0,112.0,4,3,12.0,8.0,18.0,911.0,6,366.0,1277.0,470.0,3.0,3,50
56,53,5,3,3,20,14,26.0,1381.0,6.0,360.0,1741.0,6.0,5,3,14.0,8.0,20.0,1006.0,7,427.0,1433.0,314.0,3.0,3,50
56,53,5,3,4,21,14,27.0,1434.0,5.0,300.0,1734.0,13.0,6,3,15.0,8.0,21.0,1045.0,7,427.0,1472.0,275.0,3.0,3,50
56,53,5,4,3,21,14,27.0,1434.0,5.0,300.0,1734.0,13.0,6,3,15.0,8.0,21.0,1062.0,7,427.0,1489.0,258.0,3.0,3,50
56,53,5,4,4,22,14,28.0,1487.0,4.0,240.0,1727.0,20.0,7,3,16.0,8.0,22.0,1101.0,8,488.0,1589.0,158.0,3.0,3,50
56,53,6,2,2,18,14,25.0,1328.0,5.0,300.0,1628.0,119.0,5,3,12.0,8.0,19.0,964.0,7,427.0,1391.0,356.0,3.0,3,50
56,53,6,3,3,20,14,27.0,1434.0,5.0,300.0,1734.0,13.0,6,3,14.0,8.0,21.0,1059.0,7,427.0,1486.0,261.0,3.0,3,50
56,53,6,3,4,21,14,28.0,1487.0,4.0,240.0,1727.0,20.0,7,3,15.0,8.0,22.0,1098.0,8,488.0,1586.0,161.0,3.0,3,50
56,53,6,4,3,21,14,28.0,1487.0,4.0,240.0,1727.0,20.0,7,3,15.0,8.0,22.0,1115.0,8,488.0,1603.0,144.0,3.0,3,50
56,53,6,4,4,22,14,29.0,1540.0,3.0,180.0,1720.0,27.0,10,3,16.0,8.0,23.0,1154.0,8,488.0,1642.0,105.0,3.0,3,50
56,53,7,2,2,18,14,26.0,1381.0,6.0,360.0,1741.0,6.0,5,3,12.0,8.0,20.0,1017.0,7,427.0,1444.0,303.0,3.0,3,50
56,53,7,3,3,20,14,28.0,1487.0,4.0,240.0,1727.0,20.0,7,3,14.0,8.0,22.0,1112.0,8,488.0,1600.0,147.0,3.0,3,50
56,53,7,3,4,21,14,29.0,1540.0,3.0,180.0,1720.0,27.0,10,3,15.0,8.0,23.0,1151.0,8,488.0,1639.0,108.0,3.0,3,50
56,53,7,4,3,21,14,29.0,1540.0,3.0,180.0,1720.0,27.0,10,3,15.0,8.0,23.0,1168.0,8,488.0,1656.0,91.0,3.0,3,50
56,53,7,4,4,22,14,30.0,1593.0,2.0,120.0,1713.0,34.0,15,3,16.0,8.0,24.0,1207.0,8,488.0,1695.0,52.0,3.0,3,50
56,53,8,2,2,18,14,27.0,1434.0,5.0,300.0,1734.0,13.0,6,3,12.0,8.0,21.0,1070.0,7,427.0,1497.0,250.0,3.0,3,50
56,53,8,3,3,20,14,29.0,1540.0,3.0,180.0,1720.0,27.0,10,3,14.0,8.0,23.0,1165.0,8,488.0,1653.0,94.0,3.0,3,50
56,53,8,3,4,21,14,30.0,1593.0,2.0,120.0,1713.0,34.0,15,3,15.0,8.0,24.0,1204.0,8,488.0,1692.0,55.0,3.0,3,50
56,53,8,4,3,21,14,30.0,1593.0,2.0,120.0,1713.0,34.0,15,3,15.0,8.0,24.0,1221.0,8,488.0,1709.0,38.0,3.0,3,50
56,53,8,4,4,22,14,31.0,1646.0,1.0,60.0,1706.0,41.0,31,3,16.0,8.0,25.0,1260.0,7,427.0,1687.0,60.0,4.0,3,50
56,53,9,2,2,18,14,28.0,1487.0,4.0,240.0,1727.0,20.0,7,3,12.0,8.0,22.0,1123.0,8,488.0,1611.0,136.0,3.0,3,50
56,53,9,3,3,20,14,30.0,1593.0,2.0,120.0,1713.0,34.0,15,3,14.0,8.0,24.0,1218.0,8,488.0,1706.0,41.0,3.0,3,50
56,53,9,3,4,21,14,31.0,1646.0,1.0,60.0,1706.0,41.0,31,3,15.0,8.0,25.0,1257.0,7,427.0,1684.0,63.0,4.0,3,50
56,53,9,4,3,21,14,31.0,1646.0,1.0,60.0,1706.0,41.0,31,3,15.0,8.0,25.0,1274.0,7,427.0,1701.0,46.0,4.0,3,50
56,53,10,2,2,18,14,29.0,1540.0,3.0,180.0,1720.0,27.0,10,3,12.0,8.0,23.0,1176.0,8,488.0,1664.0,83.0,3.0,3,50
56,53,10,3,3,20,14,31.0,1646.0,1.0,60.0,1706.0,41.0,31,3,14.0,8.0,25.0,1271.0,7,427.0,1698.0,49.0,4.0,3,50
56,53,11,2,2,18,14,30.0,1593.0,2.0,120.0,1713.0,34.0,15,3,12.0,8.0,24.0,1229.0,8,488.0,1717.0,30.0,3.0,3,50
56,53,12,2,2,18,14,31.0,1646.0,1.0,60.0,1706.0,41.0,31,3,12.0,8.0,25.0,1282.0,7,427.0,1709.0,38.0,4.0,3,50
56,55,3,2,2,18,14,22.0,1211.0,8.0,480.0,1691.0,56.0,3,1,12.0,8.0,16.0,811.0,8,488.0,1299.0,448.0,2.0,1,50
56,55,3,3,3,20,14,24.0,1321.0,6.0,360.0,1681.0,66.0,4,1,14.0,8.0,18.0,906.0,6,366.0,1272.0,475.0,3.0,1,50
56,55,3,3,4,21,14,25.0,1376.0,5.0,300.0,1676.0,71.0,5,1,15.0,8.0,19.0,945.0,7,427.0,1372.0,375.0,3.0,1,50
56,55,3,4,3,21,14,25.0,1376.0,5.0,300.0,1676.0,71.0,5,1,15.0,8.0,19.0,962.0,7,427.0,1389.0,358.0,3.0,1,50
56,55,3,4,4,22,14,26.0,1431.0,5.0,300.0,1731.0,16.0,6,1,16.0,8.0,20.0,1001.0,7,427.0,1428.0,319.0,3.0,1,50
56,55,4,2,2,18,14,23.0,1266.0,8.0,480.0,1746.0,1.0,3,1,12.0,8.0,17.0,866.0,6,366.0,1232.0,515.0,3.0,1,50
56,55,4,3,3,20,14,25.0,1376.0,5.0,300.0,1676.0,71.0,5,1,14.0,8.0,19.0,961.0,7,427.0,1388.0,359.0,3.0,1,50
56,55,4,3,4,21,14,26.0,1431.0,5.0,300.0,1731.0,16.0,6,1,15.0,8.0,20.0,1000.0,7,427.0,1427.0,320.0,3.0,1,50
56,55,4,4,3,21,14,26.0,1431.0,5.0,300.0,1731.0,16.0,6,1,15.0,8.0,20.0,1017.0,7,427.0,1444.0,303.0,3.0,1,50
56,55,4,4,4,22,14,27.0,1486.0,4.0,240.0,1726.0,21.0,7,1,16.0,8.0,21.0,1056.0,7,427.0,1483.0,264.0,3.0,1,50
56,55,5,2,2,18,14,24.0,1321.0,6.0,360.0,1681.0,66.0,4,1,12.0,8.0,18.0,921.0,6,366.0,1287.0,460.0,3.0,1,50
56,55,5,3,3,20,14,26.0,1431.0,5.0,300.0,1731.0,16.0,6,1,14.0,8.0,20.0,1016.0,7,427.0,1443.0,304.0,3.0,1,50
56,55,5,3,4,21,14,27.0,1486.0,4.0,240.0,1726.0,21.0,7,1,15.0,8.0,21.0,1055.0,7,427.0,1482.0,265.0,3.0,1,50
56,55,5,4,3,21,14,27.0,1486.0,4.0,240.0,1726.0,21.0,7,1,15.0,8.0,21.0,1072.0,7,427.0,1499.0,248.0,3.0,1,50
56,55,5,4,4,22,14,28.0,1541.0,3.0,180.0,1721.0,26.0,10,1,16.0,8.0,22.0,1111.0,8,488.0,1599.0,148.0,3.0,1,50
56,55,6,2,2,18,14,25.0,1376.0,5.0,300.0,1676.0,71.0,5,1,12.0,8.0,19.0,976.0,7,427.0,1403.0,344.0,3.0,1,50
56,55,6,3,3,20,14,27.0,1486.0,4.0,240.0,1726.0,21.0,7,1,14.0,8.0,21.0,1071.0,7,427.0,1498.0,249.0,3.0,1,50
56,55,6,3,4,21,14,28.0,1541.0,3.0,180.0,1721.0,26.0,10,1,15.0,8.0,22.0,1110.0,8,488.0,1598.0,149.0,3.0,1,50
56,55,6,4,3,21,14,28.0,1541.0,3.0,180.0,1721.0,26.0,10,1,15.0,8.0,22.0,1127.0,8,488.0,1615.0,132.0,3.0,1,50
56,55,6,4,4,22,14,29.0,1596.0,2.0,120.0,1716.0,31.0,15,1,16.0,8.0,23.0,1166.0,8,488.0,1654.0,93.0,3.0,1,50
56,55,7,2,2,18,14,26.0,1431.0,5.0,300.0,1731.0,16.0,6,1,12.0,8.0,20.0,1031.0,7,427.0,1458.0,289.0,3.0,1,50
56,55,7,3,3,20,14,28.0,1541.0,3.0,180.0,1721.0,26.0,10,1,14.0,8.0,22.0,1126.0,8,488.0,1614.0,133.0,3.0,1,50
56,55,7,3,4,21,14,29.0,1596.0,2.0,120.0,1716.0,31.0,15,1,15.0,8.0,23.0,1165.0,8,488.0,1653.0,94.0,3.0,1,50
56,55,7,4,3,21,14,29.0,1596.0,2.0,120.0,1716.0,31.0,15,1,15.0,8.0,23.0,1182.0,8,488.0,1670.0,77.0,3.0,1,50
56,55,7,4,4,22,14,30.0,1651.0,1.0,60.0,1711.0,36.0,30,1,16.0,8.0,24.0,1221.0,8,488.0,1709.0,38.0,3.0,1,50
56,55,8,2,2,18,14,27.0,1486.0,4.0,240.0,1726.0,21.0,7,1,12.0,8.0,21.0,1086.0,7,427.0,1513.0,234.0,3.0,1,50
56,55,8,3,3,20,14,29.0,1596.0,2.0,120.0,1716.0,31.0,15,1,14.0,8.0,23.0,1181.0,8,488.0,1669.0,78.0,3.0,1,50
56,55,8,3,4,21,14,30.0,1651.0,1.0,60.0,1711.0,36.0,30,1,15.0,8.0,24.0,1220.0,8,488.0,1708.0,39.0,3.0,1,50
56,55,8,4,3,21,14,30.0,1651.0,1.0,60.0,1711.0,36.0,30,1,15.0,8.0,24.0,1237.0,8,488.0,1725.0,22.0,3.0,1,50
56,55,9,2,2,18,14,28.0,1541.0,3.0,180.0,1721.0,26.0,10,1,12.0,8.0,22.0,1141.0,8,488.0,1629.0,118.0,3.0,1,50
56,55,9,3,3,20,14,30.0,1651.0,1.0,60.0,1711.0,36.0,30,1,14.0,8.0,24.0,1236.0,8,488.0,1724.0,23.0,3.0,1,50
56,55,10,2,2,18,14,29.0,1596.0,2.0,120.0,1716.0,31.0,15,1,12.0,8.0,23.0,1196.0,8,488.0,1684.0,63.0,3.0,1,50
56,55,11,2,2,18,14,30.0,1651.0,1.0,60.0,1711.0,36.0,30,1,12.0,8.0,24.0,1251.0,8,488.0,1739.0,8.0,3.0,1,50
57,52,3,2,2,18,14,22.0,1149.0,8.0,480.0,1629.0,118.0,3,5,12.0,8.0,16.0,803.0,8,488.0,1291.0,456.0,2.0,5,50
57,52,3,3,3,20,14,24.0,1253.0,8.0,480.0,1733.0,14.0,3,5,14.0,8.0,18.0,898.0,6,366.0,1264.0,483.0,3.0,5,50
57,52,3,3,4,21,14,25.0,1305.0,7.0,420.0,1725.0,22.0,4,5,15.0,8.0,19.0,937.0,7,427.0,1364.0,383.0,3.0,5,50
57,52,3,4,3,21,14,25.0,1305.0,7.0,420.0,1725.0,22.0,4,5,15.0,8.0,19.0,954.0,7,427.0,1381.0,366.0,3.0,5,50
57,52,3,4,4,22,14,26.0,1357.0,6.0,360.0,1717.0,30.0,5,5,16.0,8.0,20.0,993.0,7,427.0,1420.0,327.0,3.0,5,50
57,52,4,2,2,18,14,23.0,1201.0,8.0,480.0,1681.0,66.0,3,5,12.0,8.0,17.0,855.0,6,366.0,1221.0,526.0,3.0,5,50
57,52,4,3,3,20,14,25.0,1305.0,7.0,420.0,1725.0,22.0,4,5,14.0,8.0,19.0,950.0,7,427.0,1377.0,370.0,3.0,5,50
