library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,evalmod_scale,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,ok,fail_reason
lattigo,16,32768,40,40,18,,4,3,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1751 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1751 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1751 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1751 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1751 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1751 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1751 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1816 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1816 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1816 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1816 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1816 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1816 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1816 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1816 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1881 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1881 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1881 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1881 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1881 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1881 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1881 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1881 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1790 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1790 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1790 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1790 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1790 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1790 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1790 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1790 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1855 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1855 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1855 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1855 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1855 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1855 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1855 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1855 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1920 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1920 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1920 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1920 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1920 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1920 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1920 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,18,,4,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1920 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,17.0,2,2,13.0,50,512,37.0,1640.0,1,61.0,1701.0,20.0,800.0,427.0,1227.0,37.0,56.0,46.0,1,
lattigo,16,32768,40,40,19,17.0,2,2,13.0,50,512,37.0,1640.0,2,122.0,1762.0,20.0,800.0,427.0,1227.0,19.0,106.0,-15.0,0,logQP_boot 1762 > 1747
lattigo,16,32768,40,40,19,,2,2,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1640 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1640 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1640 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1640 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1640 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1640 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,17.0,2,2,13.0,55,512,37.0,1705.0,1,61.0,1766.0,20.0,800.0,427.0,1227.0,37.0,56.0,-19.0,0,logQP_boot 1766 > 1747
lattigo,16,32768,40,40,19,,2,2,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1705 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1705 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1705 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1705 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1705 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1705 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1705 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1770 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1770 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1770 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1770 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1770 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1770 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1770 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1770 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,18.0,2,3,13.0,50,512,38.0,1679.0,1,61.0,1740.0,20.0,800.0,427.0,1227.0,38.0,56.0,7.0,1,
lattigo,16,32768,40,40,19,18.0,2,3,13.0,50,512,38.0,1679.0,2,122.0,1801.0,20.0,800.0,427.0,1227.0,19.0,112.0,-54.0,0,logQP_boot 1801 > 1747
lattigo,16,32768,40,40,19,,2,3,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1679 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1679 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1679 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1679 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1679 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1679 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,18.0,2,3,13.0,55,512,38.0,1744.0,1,61.0,1805.0,20.0,800.0,427.0,1227.0,38.0,56.0,-58.0,0,logQP_boot 1805 > 1747
lattigo,16,32768,40,40,19,,2,3,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1744 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1744 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1744 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1744 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1744 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1744 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1744 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1809 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1809 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1809 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1809 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1809 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1809 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1809 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1809 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,19.0,2,4,13.0,50,512,39.0,1718.0,1,61.0,1779.0,20.0,800.0,427.0,1227.0,39.0,56.0,-32.0,0,logQP_boot 1779 > 1747
lattigo,16,32768,40,40,19,,2,4,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1718 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1718 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1718 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1718 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1718 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1718 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1718 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1783 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1783 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1783 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1783 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1783 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1783 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1783 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1783 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1848 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1848 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1848 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1848 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1848 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1848 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1848 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,2,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1848 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,18.0,3,2,13.0,50,512,38.0,1696.0,1,61.0,1757.0,20.0,800.0,427.0,1227.0,38.0,56.0,-10.0,0,logQP_boot 1757 > 1747
lattigo,16,32768,40,40,19,,3,2,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1696 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1696 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1696 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1696 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1696 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1696 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1696 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1761 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1761 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1761 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1761 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1761 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1761 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1761 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1761 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1826 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1826 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1826 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1826 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1826 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1826 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1826 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1826 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,19.0,3,3,13.0,50,512,39.0,1735.0,1,61.0,1796.0,20.0,800.0,427.0,1227.0,39.0,56.0,-49.0,0,logQP_boot 1796 > 1747
lattigo,16,32768,40,40,19,,3,3,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1735 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1735 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1735 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1735 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1735 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1735 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1735 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1800 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1800 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1800 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1800 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1800 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1800 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1800 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1800 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1865 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1865 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1865 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1865 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1865 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1865 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1865 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1865 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,4,,,512,,,1,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1774 + logP 61 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,4,,,512,,,2,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1774 + logP 122 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,4,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1774 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,40,19,,3,4,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1774 + logP 244 > 1747+61 → 미생성
