q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth_of,evalmod_levels_of,evalmod_levels_la,logQ_boot_la,dnum_of,PCount_boot_of,logP_boot_of,logQP_boot_of,margin_1747_of,boot_depth_la,dnum_la,PCount_boot_la,logP_boot_la,logQP_boot_la,margin_1747_la,rotkeys_la,grid_of,grid_la
40,40,12,3,3,20,14,13.0,1455.0,4,7.0,420.0,1740.0,7.0,19.0,8.0,4,244.0,1699.0,48.0,39,L3-14,L3-14
40,40,3,3,4,21,14,13.0,1134.0,2,9.0,540.0,1540.0,207.0,20.0,3.0,8,488.0,1622.0,125.0,48,L3-14,L3-14
40,40,4,3,4,21,14,13.0,1174.0,2,9.0,540.0,1580.0,167.0,20.0,4.0,7,427.0,1601.0,146.0,48,L3-14,L3-14
40,40,5,3,4,21,14,13.0,1214.0,2,10.0,600.0,1680.0,67.0,20.0,4.0,7,427.0,1641.0,106.0,48,L3-14,L3-14
40,40,6,3,4,21,14,13.0,1254.0,2,10.0,600.0,1720.0,27.0,20.0,4.0,7,427.0,1681.0,66.0,48,L3-14,L3-14
40,40,7,3,4,21,14,13.0,1294.0,3,7.0,420.0,1580.0,167.0,20.0,4.0,7,427.0,1721.0,26.0,48,L3-14,L3-14
40,40,8,3,4,21,14,13.0,1334.0,3,7.0,420.0,1620.0,127.0,20.0,5.0,6,366.0,1700.0,47.0,48,L3-14,L3-14
40,40,9,3,4,21,14,13.0,1374.0,3,8.0,480.0,1720.0,27.0,20.0,5.0,6,366.0,1740.0,7.0,48,L3-14,L3-14
40,40,10,3,4,21,14,13.0,1414.0,4,6.0,360.0,1640.0,107.0,20.0,7.0,5,305.0,1719.0,28.0,48,L3-14,L3-14
40,40,11,3,4,21,14,13.0,1454.0,4,7.0,420.0,1740.0,7.0,20.0,8.0,4,244.0,1698.0,49.0,48,L3-14,L3-14
40,40,3,4,3,21,14,13.0,1151.0,2,9.0,540.0,1540.0,207.0,20.0,3.0,8,488.0,1639.0,108.0,48,L3-14,L3-14
40,40,4,4,3,21,14,13.0,1191.0,2,9.0,540.0,1580.0,167.0,20.0,4.0,7,427.0,1618.0,129.0,48,L3-14,L3-14
40,40,5,4,3,21,14,13.0,1231.0,2,10.0,600.0,1680.0,67.0,20.0,4.0,7,427.0,1658.0,89.0,48,L3-14,L3-14
40,40,6,4,3,21,14,13.0,1271.0,2,10.0,600.0,1720.0,27.0,20.0,4.0,7,427.0,1698.0,49.0,48,L3-14,L3-14
40,40,7,4,3,21,14,13.0,1311.0,3,7.0,420.0,1580.0,167.0,20.0,4.0,7,427.0,1738.0,9.0,48,L3-14,L3-14
40,40,8,4,3,21,14,13.0,1351.0,3,7.0,420.0,1620.0,127.0,20.0,5.0,6,366.0,1717.0,30.0,48,L3-14,L3-14
40,40,9,4,3,21,14,13.0,1391.0,3,8.0,480.0,1720.0,27.0,20.0,6.0,5,305.0,1696.0,51.0,48,L3-14,L3-14
40,40,10,4,3,21,14,13.0,1431.0,4,6.0,360.0,1640.0,107.0,20.0,7.0,5,305.0,1736.0,11.0,48,L3-14,L3-14
40,40,11,4,3,21,14,13.0,1471.0,4,7.0,420.0,1740.0,7.0,20.0,8.0,4,244.0,1715.0,32.0,48,L3-14,L3-14
40,40,3,4,4,22,14,13.0,1190.0,2,9.0,540.0,1580.0,167.0,21.0,4.0,7,427.0,1617.0,130.0,33,L3-14,L3-14
40,40,4,4,4,22,14,13.0,1230.0,2,10.0,600.0,1680.0,67.0,21.0,4.0,7,427.0,1657.0,90.0,33,L3-14,L3-14
40,40,5,4,4,22,14,13.0,1270.0,2,10.0,600.0,1720.0,27.0,21.0,4.0,7,427.0,1697.0,50.0,33,L3-14,L3-14
40,40,6,4,4,22,14,13.0,1310.0,3,7.0,420.0,1580.0,167.0,21.0,4.0,7,427.0,1737.0,10.0,33,L3-14,L3-14
40,40,7,4,4,22,14,13.0,1350.0,3,7.0,420.0,1620.0,127.0,21.0,5.0,6,366.0,1716.0,31.0,33,L3-14,L3-14
40,40,8,4,4,22,14,13.0,1390.0,3,8.0,480.0,1720.0,27.0,21.0,6.0,5,305.0,1695.0,52.0,33,L3-14,L3-14
40,40,9,4,4,22,14,13.0,1430.0,4,6.0,360.0,1640.0,107.0,21.0,7.0,5,305.0,1735.0,12.0,33,L3-14,L3-14
40,40,10,4,4,22,14,13.0,1470.0,4,7.0,420.0,1740.0,7.0,21.0,8.0,4,244.0,1714.0,33.0,33,L3-14,L3-14
42,35,3,2,2,18,14,13.0,987.0,1,13.0,780.0,1557.0,190.0,17.0,3.0,7,427.0,1414.0,333.0,61,L3-14,L3-14
42,35,4,2,2,18,14,13.0,1022.0,1,14.0,840.0,1652.0,95.0,17.0,3.0,8,488.0,1510.0,237.0,61,L3-14,L3-14
42,35,5,2,2,18,14,13.0,1057.0,1,15.0,900.0,1747.0,0.0,17.0,3.0,8,488.0,1545.0,202.0,61,L3-14,L3-14
42,35,6,2,2,18,14,13.0,1092.0,2,8.0,480.0,1362.0,385.0,17.0,3.0,8,488.0,1580.0,167.0,61,L3-14,L3-14
42,35,7,2,2,18,14,13.0,1127.0,2,8.0,480.0,1397.0,350.0,17.0,4.0,7,427.0,1554.0,193.0,61,L3-14,L3-14
42,35,8,2,2,18,14,13.0,1162.0,2,9.0,540.0,1492.0,255.0,17.0,4.0,7,427.0,1589.0,158.0,61,L3-14,L3-14
42,35,9,2,2,18,14,13.0,1197.0,2,9.0,540.0,1527.0,220.0,17.0,4.0,7,427.0,1624.0,123.0,61,L3-14,L3-14
42,35,10,2,2,18,14,13.0,1232.0,2,9.0,540.0,1562.0,185.0,17.0,4.0,7,427.0,1659.0,88.0,61,L3-14,L3-14
42,35,11,2,2,18,14,13.0,1267.0,2,9.0,540.0,1597.0,150.0,17.0,5.0,6,366.0,1633.0,114.0,61,L3-14,L3-14
42,35,12,2,2,18,14,13.0,1302.0,2,10.0,600.0,1692.0,55.0,17.0,5.0,6,366.0,1668.0,79.0,61,L3-14,L3-14
42,35,13,2,2,18,14,13.0,1337.0,2,10.0,600.0,1727.0,20.0,17.0,6.0,6,366.0,1703.0,44.0,61,L3-14,L3-14
42,35,14,2,2,18,14,13.0,1372.0,3,7.0,420.0,1582.0,165.0,17.0,6.0,6,366.0,1738.0,9.0,61,L3-14,L3-14
42,35,15,2,2,18,14,13.0,1407.0,3,8.0,480.0,1677.0,70.0,17.0,7.0,5,305.0,1712.0,35.0,61,L15-20,L15-20
42,35,16,2,2,18,14,13.0,1442.0,3,8.0,480.0,1712.0,35.0,17.0,7.0,5,305.0,1747.0,0.0,61,L15-20,L15-20
42,35,3,3,3,20,14,13.0,1082.0,1,15.0,900.0,1747.0,0.0,19.0,3.0,8,488.0,1570.0,177.0,39,L3-14,L3-14
42,35,4,3,3,20,14,13.0,1117.0,2,8.0,480.0,1362.0,385.0,19.0,3.0,8,488.0,1605.0,142.0,39,L3-14,L3-14
42,35,5,3,3,20,14,13.0,1152.0,2,8.0,480.0,1397.0,350.0,19.0,4.0,7,427.0,1579.0,168.0,39,L3-14,L3-14
42,35,6,3,3,20,14,13.0,1187.0,2,9.0,540.0,1492.0,255.0,19.0,4.0,7,427.0,1614.0,133.0,39,L3-14,L3-14
42,35,7,3,3,20,14,13.0,1222.0,2,9.0,540.0,1527.0,220.0,19.0,4.0,7,427.0,1649.0,98.0,39,L3-14,L3-14
42,35,8,3,3,20,14,13.0,1257.0,2,9.0,540.0,1562.0,185.0,19.0,4.0,7,427.0,1684.0,63.0,39,L3-14,L3-14
42,35,9,3,3,20,14,13.0,1292.0,2,9.0,540.0,1597.0,150.0,19.0,5.0,6,366.0,1658.0,89.0,39,L3-14,L3-14
42,35,10,3,3,20,14,13.0,1327.0,2,10.0,600.0,1692.0,55.0,19.0,5.0,6,366.0,1693.0,54.0,39,L3-14,L3-14
42,35,11,3,3,20,14,13.0,1362.0,2,10.0,600.0,1727.0,20.0,19.0,6.0,6,366.0,1728.0,19.0,39,L3-14,L3-14
42,35,12,3,3,20,14,13.0,1397.0,3,7.0,420.0,1582.0,165.0,19.0,7.0,5,305.0,1702.0,45.0,39,L3-14,L3-14
42,35,13,3,3,20,14,13.0,1432.0,3,8.0,480.0,1677.0,70.0,19.0,7.0,5,305.0,1737.0,10.0,39,L3-14,L3-14
42,35,3,3,4,21,14,13.0,1121.0,2,8.0,480.0,1362.0,385.0,20.0,3.0,8,488.0,1609.0,138.0,48,L3-14,L3-14
42,35,4,3,4,21,14,13.0,1156.0,2,8.0,480.0,1397.0,350.0,20.0,4.0,7,427.0,1583.0,164.0,48,L3-14,L3-14
42,35,5,3,4,21,14,13.0,1191.0,2,9.0,540.0,1492.0,255.0,20.0,4.0,7,427.0,1618.0,129.0,48,L3-14,L3-14
42,35,6,3,4,21,14,13.0,1226.0,2,9.0,540.0,1527.0,220.0,20.0,4.0,7,427.0,1653.0,94.0,48,L3-14,L3-14
42,35,7,3,4,21,14,13.0,1261.0,2,9.0,540.0,1562.0,185.0,20.0,4.0,7,427.0,1688.0,59.0,48,L3-14,L3-14
42,35,8,3,4,21,14,13.0,1296.0,2,9.0,540.0,1597.0,150.0,20.0,5.0,6,366.0,1662.0,85.0,48,L3-14,L3-14
42,35,9,3,4,21,14,13.0,1331.0,2,10.0,600.0,1692.0,55.0,20.0,5.0,6,366.0,1697.0,50.0,48,L3-14,L3-14
42,35,10,3,4,21,14,13.0,1366.0,2,10.0,600.0,1727.0,20.0,20.0,6.0,6,366.0,1732.0,15.0,48,L3-14,L3-14
42,35,11,3,4,21,14,13.0,1401.0,3,7.0,420.0,1582.0,165.0,20.0,7.0,5,305.0,1706.0,41.0,48,L3-14,L3-14
42,35,12,3,4,21,14,13.0,1436.0,3,8.0,480.0,1677.0,70.0,20.0,7.0,5,305.0,1741.0,6.0,48,L3-14,L3-14
42,35,3,4,3,21,14,13.0,1138.0,2,8.0,480.0,1362.0,385.0,20.0,3.0,8,488.0,1626.0,121.0,48,L3-14,L3-14
42,35,4,4,3,21,14,13.0,1173.0,2,8.0,480.0,1397.0,350.0,20.0,4.0,7,427.0,1600.0,147.0,48,L3-14,L3-14
42,35,5,4,3,21,14,13.0,1208.0,2,9.0,540.0,1492.0,255.0,20.0,4.0,7,427.0,1635.0,112.0,48,L3-14,L3-14
42,35,6,4,3,21,14,13.0,1243.0,2,9.0,540.0,1527.0,220.0,20.0,4.0,7,427.0,1670.0,77.0,48,L3-14,L3-14
42,35,7,4,3,21,14,13.0,1278.0,2,9.0,540.0,1562.0,185.0,20.0,4.0,7,427.0,1705.0,42.0,48,L3-14,L3-14
42,35,8,4,3,21,14,13.0,1313.0,2,9.0,540.0,1597.0,150.0,20.0,5.0,6,366.0,1679.0,68.0,48,L3-14,L3-14
42,35,9,4,3,21,14,13.0,1348.0,2,10.0,600.0,1692.0,55.0,20.0,5.0,6,366.0,1714.0,33.0,48,L3-14,L3-14
42,35,10,4,3,21,14,13.0,1383.0,2,10.0,600.0,1727.0,20.0,20.0,7.0,5,305.0,1688.0,59.0,48,L3-14,L3-14
42,35,11,4,3,21,14,13.0,1418.0,3,7.0,420.0,1582.0,165.0,20.0,7.0,5,305.0,1723.0,24.0,48,L3-14,L3-14
42,35,3,4,4,22,14,13.0,1177.0,2,8.0,480.0,1397.0,350.0,21.0,4.0,7,427.0,1604.0,143.0,33,L3-14,L3-14
42,35,4,4,4,22,14,13.0,1212.0,2,9.0,540.0,1492.0,255.0,21.0,4.0,7,427.0,1639.0,108.0,33,L3-14,L3-14
42,35,5,4,4,22,14,13.0,1247.0,2,9.0,540.0,1527.0,220.0,21.0,4.0,7,427.0,1674.0,73.0,33,L3-14,L3-14
42,35,6,4,4,22,14,13.0,1282.0,2,9.0,540.0,1562.0,185.0,21.0,4.0,7,427.0,1709.0,38.0,33,L3-14,L3-14
42,35,7,4,4,22,14,13.0,1317.0,2,9.0,540.0,1597.0,150.0,21.0,5.0,6,366.0,1683.0,64.0,33,L3-14,L3-14
42,35,8,4,4,22,14,13.0,1352.0,2,10.0,600.0,1692.0,55.0,21.0,5.0,6,366.0,1718.0,29.0,33,L3-14,L3-14
42,35,9,4,4,22,14,13.0,1387.0,2,10.0,600.0,1727.0,20.0,21.0,7.0,5,305.0,1692.0,55.0,33,L3-14,L3-14
42,35,10,4,4,22,14,13.0,1422.0,3,7.0,420.0,1582.0,165.0,21.0,7.0,5,305.0,1727.0,20.0,33,L3-14,L3-14
42,38,3,2,2,18,14,13.0,996.0,1,15.0,900.0,1740.0,7.0,17.0,3.0,7,427.0,1423.0,324.0,61,L3-14,L3-14
42,38,4,2,2,18,14,13.0,1034.0,2,8.0,480.0,1358.0,389.0,17.0,3.0,8,488.0,1522.0,225.0,61,L3-14,L3-14
42,38,5,2,2,18,14,13.0,1072.0,2,8.0,480.0,1396.0,351.0,17.0,3.0,8,488.0,1560.0,187.0,61,L3-14,L3-14
42,38,6,2,2,18,14,13.0,1110.0,2,9.0,540.0,1494.0,253.0,17.0,3.0,8,488.0,1598.0,149.0,61,L3-14,L3-14
42,38,7,2,2,18,14,13.0,1148.0,2,9.0,540.0,1532.0,215.0,17.0,4.0,7,427.0,1575.0,172.0,61,L3-14,L3-14
42,38,8,2,2,18,14,13.0,1186.0,2,9.0,540.0,1570.0,177.0,17.0,4.0,7,427.0,1613.0,134.0,61,L3-14,L3-14
42,38,9,2,2,18,14,13.0,1224.0,2,9.0,540.0,1608.0,139.0,17.0,4.0,7,427.0,1651.0,96.0,61,L3-14,L3-14
42,38,10,2,2,18,14,13.0,1262.0,2,10.0,600.0,1706.0,41.0,17.0,4.0,7,427.0,1689.0,58.0,61,L3-14,L3-14
42,38,11,2,2,18,14,13.0,1300.0,2,10.0,600.0,1744.0,3.0,17.0,5.0,6,366.0,1666.0,81.0,61,L3-14,L3-14
42,38,12,2,2,18,14,13.0,1338.0,3,8.0,480.0,1662.0,85.0,17.0,5.0,6,366.0,1704.0,43.0,61,L3-14,L3-14
42,38,13,2,2,18,14,13.0,1376.0,3,8.0,480.0,1700.0,47.0,17.0,6.0,6,366.0,1742.0,5.0,61,L3-14,L3-14
42,38,14,2,2,18,14,13.0,1414.0,3,8.0,480.0,1738.0,9.0,17.0,7.0,5,305.0,1719.0,28.0,61,L3-14,L3-14
42,38,3,3,3,20,14,13.0,1091.0,2,8.0,480.0,1396.0,351.0,19.0,3.0,8,488.0,1579.0,168.0,39,L3-14,L3-14
42,38,4,3,3,20,14,13.0,1129.0,2,9.0,540.0,1494.0,253.0,19.0,3.0,8,488.0,1617.0,130.0,39,L3-14,L3-14
42,38,5,3,3,20,14,13.0,1167.0,2,9.0,540.0,1532.0,215.0,19.0,4.0,7,427.0,1594.0,153.0,39,L3-14,L3-14
42,38,6,3,3,20,14,13.0,1205.0,2,9.0,540.0,1570.0,177.0,19.0,4.0,7,427.0,1632.0,115.0,39,L3-14,L3-14
42,38,7,3,3,20,14,13.0,1243.0,2,9.0,540.0,1608.0,139.0,19.0,4.0,7,427.0,1670.0,77.0,39,L3-14,L3-14
42,38,8,3,3,20,14,13.0,1281.0,2,10.0,600.0,1706.0,41.0,19.0,4.0,7,427.0,1708.0,39.0,39,L3-14,L3-14
42,38,9,3,3,20,14,13.0,1319.0,2,10.0,600.0,1744.0,3.0,19.0,5.0,6,366.0,1685.0,62.0,39,L3-14,L3-14
42,38,10,3,3,20,14,13.0,1357.0,3,8.0,480.0,1662.0,85.0,19.0,5.0,6,366.0,1723.0,24.0,39,L3-14,L3-14
42,38,11,3,3,20,14,13.0,1395.0,3,8.0,480.0,1700.0,47.0,19.0,7.0,5,305.0,1700.0,47.0,39,L3-14,L3-14
42,38,12,3,3,20,14,13.0,1433.0,3,8.0,480.0,1738.0,9.0,19.0,7.0,5,305.0,1738.0,9.0,39,L3-14,L3-14
42,38,3,3,4,21,14,13.0,1130.0,2,9.0,540.0,1494.0,253.0,20.0,3.0,8,488.0,1618.0,129.0,48,L3-14,L3-14
42,38,4,3,4,21,14,13.0,1168.0,2,9.0,540.0,1532.0,215.0,20.0,4.0,7,427.0,1595.0,152.0,48,L3-14,L3-14
42,38,5,3,4,21,14,13.0,1206.0,2,9.0,540.0,1570.0,177.0,20.0,4.0,7,427.0,1633.0,114.0,48,L3-14,L3-14
42,38,6,3,4,21,14,13.0,1244.0,2,9.0,540.0,1608.0,139.0,20.0,4.0,7,427.0,1671.0,76.0,48,L3-14,L3-14
42,38,7,3,4,21,14,13.0,1282.0,2,10.0,600.0,1706.0,41.0,20.0,4.0,7,427.0,1709.0,38.0,48,L3-14,L3-14
42,38,8,3,4,21,14,13.0,1320.0,2,10.0,600.0,1744.0,3.0,20.0,5.0,6,366.0,1686.0,61.0,48,L3-14,L3-14
42,38,9,3,4,21,14,13.0,1358.0,3,8.0,480.0,1662.0,85.0,20.0,5.0,6,366.0,1724.0,23.0,48,L3-14,L3-14
42,38,10,3,4,21,14,13.0,1396.0,3,8.0,480.0,1700.0,47.0,20.0,7.0,5,305.0,1701.0,46.0,48,L3-14,L3-14
42,38,11,3,4,21,14,13.0,1434.0,3,8.0,480.0,1738.0,9.0,20.0,7.0,5,305.0,1739.0,8.0,48,L3-14,L3-14
42,38,3,4,3,21,14,13.0,1147.0,2,9.0,540.0,1494.0,253.0,20.0,3.0,8,488.0,1635.0,112.0,48,L3-14,L3-14
42,38,4,4,3,21,14,13.0,1185.0,2,9.0,540.0,1532.0,215.0,20.0,4.0,7,427.0,1612.0,135.0,48,L3-14,L3-14
42,38,5,4,3,21,14,13.0,1223.0,2,9.0,540.0,1570.0,177.0,20.0,4.0,7,427.0,1650.0,97.0,48,L3-14,L3-14
42,38,6,4,3,21,14,13.0,1261.0,2,9.0,540.0,1608.0,139.0,20.0,4.0,7,427.0,1688.0,59.0,48,L3-14,L3-14
42,38,7,4,3,21,14,13.0,1299.0,2,10.0,600.0,1706.0,41.0,20.0,4.0,7,427.0,1726.0,21.0,48,L3-14,L3-14
42,38,8,4,3,21,14,13.0,1337.0,2,10.0,600.0,1744.0,3.0,20.0,5.0,6,366.0,1703.0,44.0,48,L3-14,L3-14
42,38,9,4,3,21,14,13.0,1375.0,3,8.0,480.0,1662.0,85.0,20.0,5.0,6,366.0,1741.0,6.0,48,L3-14,L3-14
42,38,10,4,3,21,14,13.0,1413.0,3,8.0,480.0,1700.0,47.0,20.0,7.0,5,305.0,1718.0,29.0,48,L3-14,L3-14
42,38,11,4,3,21,14,13.0,1451.0,3,8.0,480.0,1738.0,9.0,20.0,8.0,4,244.0,1695.0,52.0,48,L3-14,L3-14
42,38,3,4,4,22,14,13.0,1186.0,2,9.0,540.0,1532.0,215.0,21.0,4.0,7,427.0,1613.0,134.0,33,L3-14,L3-14
42,38,4,4,4,22,14,13.0,1224.0,2,9.0,540.0,1570.0,177.0,21.0,4.0,7,427.0,1651.0,96.0,33,L3-14,L3-14
42,38,5,4,4,22,14,13.0,1262.0,2,9.0,540.0,1608.0,139.0,21.0,4.0,7,427.0,1689.0,58.0,33,L3-14,L3-14
42,38,6,4,4,22,14,13.0,1300.0,2,10.0,600.0,1706.0,41.0,21.0,4.0,7,427.0,1727.0,20.0,33,L3-14,L3-14
42,38,7,4,4,22,14,13.0,1338.0,2,10.0,600.0,1744.0,3.0,21.0,5.0,6,366.0,1704.0,43.0,33,L3-14,L3-14
42,38,8,4,4,22,14,13.0,1376.0,3,8.0,480.0,1662.0,85.0,21.0,5.0,6,366.0,1742.0,5.0,33,L3-14,L3-14
42,38,9,4,4,22,14,13.0,1414.0,3,8.0,480.0,1700.0,47.0,21.0,7.0,5,305.0,1719.0,28.0,33,L3-14,L3-14
42,38,10,4,4,22,14,13.0,1452.0,3,8.0,480.0,1738.0,9.0,21.0,8.0,4,244.0,1696.0,51.0,33,L3-14,L3-14
42,40,3,2,2,18,14,13.0,1002.0,2,8.0,480.0,1362.0,385.0,17.0,3.0,7,427.0,1429.0,318.0,61,L3-14,L3-14
42,40,4,2,2,18,14,13.0,1042.0,2,9.0,540.0,1462.0,285.0,17.0,3.0,8,488.0,1530.0,217.0,61,L3-14,L3-14
42,40,5,2,2,18,14,13.0,1082.0,2,9.0,540.0,1502.0,245.0,17.0,3.0,8,488.0,1570.0,177.0,61,L3-14,L3-14
42,40,6,2,2,18,14,13.0,1122.0,2,9.0,540.0,1542.0,205.0,17.0,3.0,8,488.0,1610.0,137.0,61,L3-14,L3-14
42,40,7,2,2,18,14,13.0,1162.0,2,9.0,540.0,1582.0,165.0,17.0,4.0,7,427.0,1589.0,158.0,61,L3-14,L3-14
42,40,8,2,2,18,14,13.0,1202.0,2,10.0,600.0,1682.0,65.0,17.0,4.0,7,427.0,1629.0,118.0,61,L3-14,L3-14
42,40,9,2,2,18,14,13.0,1242.0,2,10.0,600.0,1722.0,25.0,17.0,4.0,7,427.0,1669.0,78.0,61,L3-14,L3-14
42,40,10,2,2,18,14,13.0,1282.0,3,7.0,420.0,1582.0,165.0,17.0,4.0,7,427.0,1709.0,38.0,61,L3-14,L3-14
42,40,11,2,2,18,14,13.0,1322.0,3,7.0,420.0,1622.0,125.0,17.0,5.0,6,366.0,1688.0,59.0,61,L3-14,L3-14
42,40,12,2,2,18,14,13.0,1362.0,3,8.0,480.0,1722.0,25.0,17.0,5.0,6,366.0,1728.0,19.0,61,L3-14,L3-14
42,40,13,2,2,18,14,13.0,1402.0,4,6.0,360.0,1642.0,105.0,17.0,7.0,5,305.0,1707.0,40.0,61,L3-14,L3-14
42,40,14,2,2,18,14,13.0,1442.0,4,7.0,420.0,1742.0,5.0,17.0,7.0,5,305.0,1747.0,0.0,61,L3-14,L3-14
42,40,3,3,3,20,14,13.0,1097.0,2,9.0,540.0,1502.0,245.0,19.0,3.0,8,488.0,1585.0,162.0,39,L3-14,L3-14
42,40,4,3,3,20,14,13.0,1137.0,2,9.0,540.0,1542.0,205.0,19.0,3.0,8,488.0,1625.0,122.0,39,L3-14,L3-14
42,40,5,3,3,20,14,13.0,1177.0,2,9.0,540.0,1582.0,165.0,19.0,4.0,7,427.0,1604.0,143.0,39,L3-14,L3-14
42,40,6,3,3,20,14,13.0,1217.0,2,10.0,600.0,1682.0,65.0,19.0,4.0,7,427.0,1644.0,103.0,39,L3-14,L3-14
42,40,7,3,3,20,14,13.0,1257.0,2,10.0,600.0,1722.0,25.0,19.0,4.0,7,427.0,1684.0,63.0,39,L3-14,L3-14
42,40,8,3,3,20,14,13.0,1297.0,3,7.0,420.0,1582.0,165.0,19.0,4.0,7,427.0,1724.0,23.0,39,L3-14,L3-14
42,40,9,3,3,20,14,13.0,1337.0,3,7.0,420.0,1622.0,125.0,19.0,5.0,6,366.0,1703.0,44.0,39,L3-14,L3-14
42,40,10,3,3,20,14,13.0,1377.0,3,8.0,480.0,1722.0,25.0,19.0,5.0,6,366.0,1743.0,4.0,39,L3-14,L3-14
42,40,11,3,3,20,14,13.0,1417.0,4,6.0,360.0,1642.0,105.0,19.0,7.0,5,305.0,1722.0,25.0,39,L3-14,L3-14
42,40,12,3,3,20,14,13.0,1457.0,4,7.0,420.0,1742.0,5.0,19.0,8.0,4,244.0,1701.0,46.0,39,L3-14,L3-14
42,40,3,3,4,21,14,13.0,1136.0,2,9.0,540.0,1542.0,205.0,20.0,3.0,8,488.0,1624.0,123.0,48,L3-14,L3-14
42,40,4,3,4,21,14,13.0,1176.0,2,9.0,540.0,1582.0,165.0,20.0,4.0,7,427.0,1603.0,144.0,48,L3-14,L3-14
42,40,5,3,4,21,14,13.0,1216.0,2,10.0,600.0,1682.0,65.0,20.0,4.0,7,427.0,1643.0,104.0,48,L3-14,L3-14
42,40,6,3,4,21,14,13.0,1256.0,2,10.0,600.0,1722.0,25.0,20.0,4.0,7,427.0,1683.0,64.0,48,L3-14,L3-14
42,40,7,3,4,21,14,13.0,1296.0,3,7.0,420.0,1582.0,165.0,20.0,4.0,7,427.0,1723.0,24.0,48,L3-14,L3-14
42,40,8,3,4,21,14,13.0,1336.0,3,7.0,420.0,1622.0,125.0,20.0,5.0,6,366.0,1702.0,45.0,48,L3-14,L3-14
42,40,9,3,4,21,14,13.0,1376.0,3,8.0,480.0,1722.0,25.0,20.0,5.0,6,366.0,1742.0,5.0,48,L3-14,L3-14
42,40,10,3,4,21,14,13.0,1416.0,4,6.0,360.0,1642.0,105.0,20.0,7.0,5,305.0,1721.0,26.0,48,L3-14,L3-14
42,40,11,3,4,21,14,13.0,1456.0,4,7.0,420.0,1742.0,5.0,20.0,8.0,4,244.0,1700.0,47.0,48,L3-14,L3-14
42,40,3,4,3,21,14,13.0,1153.0,2,9.0,540.0,1542.0,205.0,20.0,3.0,8,488.0,1641.0,106.0,48,L3-14,L3-14
42,40,4,4,3,21,14,13.0,1193.0,2,9.0,540.0,1582.0,165.0,20.0,4.0,7,427.0,1620.0,127.0,48,L3-14,L3-14
42,40,5,4,3,21,14,13.0,1233.0,2,10.0,600.0,1682.0,65.0,20.0,4.0,7,427.0,1660.0,87.0,48,L3-14,L3-14
42,40,6,4,3,21,14,13.0,1273.0,2,10.0,600.0,1722.0,25.0,20.0,4.0,7,427.0,1700.0,47.0,48,L3-14,L3-14
42,40,7,4,3,21,14,13.0,1313.0,3,7.0,420.0,1582.0,165.0,20.0,4.0,7,427.0,1740.0,7.0,48,L3-14,L3-14
42,40,8,4,3,21,14,13.0,1353.0,3,7.0,420.0,1622.0,125.0,20.0,5.0,6,366.0,1719.0,28.0,48,L3-14,L3-14
42,40,9,4,3,21,14,13.0,1393.0,3,8.0,480.0,1722.0,25.0,20.0,6.0,5,305.0,1698.0,49.0,48,L3-14,L3-14
42,40,10,4,3,21,14,13.0,1433.0,4,6.0,360.0,1642.0,105.0,20.0,7.0,5,305.0,1738.0,9.0,48,L3-14,L3-14
42,40,11,4,3,21,14,13.0,1473.0,4,7.0,420.0,1742.0,5.0,20.0,8.0,4,244.0,1717.0,30.0,48,L3-14,L3-14
42,40,3,4,4,22,14,13.0,1192.0,2,9.0,540.0,1582.0,165.0,21.0,4.0,7,427.0,1619.0,128.0,33,L3-14,L3-14
42,40,4,4,4,22,14,13.0,1232.0,2,10.0,600.0,1682.0,65.0,21.0,4.0,7,427.0,1659.0,88.0,33,L3-14,L3-14
42,40,5,4,4,22,14,13.0,1272.0,2,10.0,600.0,1722.0,25.0,21.0,4.0,7,427.0,1699.0,48.0,33,L3-14,L3-14
42,40,6,4,4,22,14,13.0,1312.0,3,7.0,420.0,1582.0,165.0,21.0,4.0,7,427.0,1739.0,8.0,33,L3-14,L3-14
42,40,7,4,4,22,14,13.0,1352.0,3,7.0,420.0,1622.0,125.0,21.0,5.0,6,366.0,1718.0,29.0,33,L3-14,L3-14
42,40,8,4,4,22,14,13.0,1392.0,3,8.0,480.0,1722.0,25.0,21.0,6.0,5,305.0,1697.0,50.0,33,L3-14,L3-14
42,40,9,4,4,22,14,13.0,1432.0,4,6.0,360.0,1642.0,105.0,21.0,7.0,5,305.0,1737.0,10.0,33,L3-14,L3-14
42,40,10,4,4,22,14,13.0,1472.0,4,7.0,420.0,1742.0,5.0,21.0,8.0,4,244.0,1716.0,31.0,33,L3-14,L3-14
42,42,3,2,2,18,14,13.0,1008.0,2,8.0,480.0,1404.0,343.0,17.0,3.0,7,427.0,1435.0,312.0,61,L3-14,L3-14
42,42,4,2,2,18,14,13.0,1050.0,2,9.0,540.0,1506.0,241.0,17.0,3.0,8,488.0,1538.0,209.0,61,L3-14,L3-14
42,42,5,2,2,18,14,13.0,1092.0,2,9.0,540.0,1548.0,199.0,17.0,3.0,8,488.0,1580.0,167.0,61,L3-14,L3-14
42,42,6,2,2,18,14,13.0,1134.0,2,10.0,600.0,1650.0,97.0,17.0,3.0,8,488.0,1622.0,125.0,61,L3-14,L3-14
