library,exp,logN,q0,delta,depth,dnum,PCount,logP,logQ,logQP,bound,margin,maxLevel,level,op,mean_us,std_us,reps,digits,threads,nthreads,ok,err
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,add_cc,265.285,9.381,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,add_cp,212.406,11.372,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,mul_cp,589.875,32.995,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,mul_cc,1288.868,109.367,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,mul_cc_rlk,20702.787,778.973,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,relin,18472.035,546.161,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,rescale,3409.643,34.920,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,rot1,18579.901,1092.776,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,3,add_cc,210.650,8.099,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,3,add_cp,165.066,5.016,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,3,mul_cp,462.036,13.022,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,3,mul_cc,1003.912,16.196,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,3,mul_cc_rlk,13482.007,601.797,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,3,relin,11945.280,46.807,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,3,rescale,2728.725,26.580,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,3,rot1,12150.323,554.099,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,2,add_cc,152.083,8.807,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,2,add_cp,124.137,7.195,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,2,mul_cp,340.062,10.386,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,2,mul_cc,741.795,19.998,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,2,mul_cc_rlk,11700.250,356.866,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,2,relin,10836.055,328.081,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,2,rescale,2142.135,43.271,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,2,rot1,10910.525,163.766,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,1,add_cc,97.966,3.157,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,1,add_cp,72.216,15.797,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,1,mul_cp,463.862,784.356,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,1,mul_cc,482.764,16.928,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,1,mul_cc_rlk,9556.752,123.234,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,1,relin,9122.092,243.133,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,1,rescale,1430.165,20.670,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,1,rot1,9049.893,30.346,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,10,add_cc,908.875,13.975,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,10,add_cp,628.024,12.196,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,10,mul_cp,2620.743,26.024,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,10,mul_cc,5402.665,235.818,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,10,mul_cc_rlk,73698.859,1382.091,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,10,relin,68797.777,1108.555,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,10,rescale,8883.897,29.952,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,10,rot1,69160.561,1034.560,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,9,add_cc,838.523,21.188,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,9,add_cp,566.700,14.041,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,9,mul_cp,2371.910,22.518,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,9,mul_cc,4849.267,16.264,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,9,mul_cc_rlk,62453.559,900.316,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,9,relin,57787.861,697.850,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,9,rescale,8102.140,27.547,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,9,rot1,58413.787,773.811,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,8,add_cc,750.951,20.672,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,8,add_cp,511.837,20.695,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,8,mul_cp,2118.828,32.553,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,8,mul_cc,4281.466,10.673,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,8,mul_cc_rlk,51994.133,526.462,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,8,relin,48060.742,562.595,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,8,rescale,7265.714,49.783,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,8,rot1,48539.451,600.810,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,7,add_cc,667.809,21.857,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,7,add_cp,455.983,14.267,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,7,mul_cp,1904.047,20.061,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,7,mul_cc,3889.481,16.672,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,7,mul_cc_rlk,43025.740,705.993,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,7,relin,39135.354,660.946,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,7,rescale,6418.917,29.873,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,7,rot1,39068.514,541.051,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,6,add_cc,587.221,15.893,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,6,add_cp,399.606,10.815,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,6,mul_cp,1668.667,24.919,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,6,mul_cc,3400.770,21.690,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,6,mul_cc_rlk,34569.919,520.300,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,6,relin,31047.263,355.809,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,6,rescale,5514.018,31.120,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,6,rot1,31034.804,340.019,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,5,add_cc,482.489,16.566,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,5,add_cp,335.049,8.800,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,5,mul_cp,1430.241,17.567,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,5,mul_cc,2920.546,30.519,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,5,mul_cc_rlk,26970.650,348.625,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,5,relin,24368.640,511.877,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,5,rescale,4782.190,17.519,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,5,rot1,24390.075,451.860,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,4,add_cc,400.148,13.653,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,4,add_cp,273.817,10.520,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,4,mul_cp,1194.657,17.718,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,4,mul_cc,2429.003,13.113,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,4,mul_cc_rlk,20299.072,289.319,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,4,relin,17933.599,75.922,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,4,rescale,3873.941,16.708,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,4,rot1,18059.807,394.310,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,3,add_cc,321.743,12.304,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,3,add_cp,211.742,9.398,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,3,mul_cp,954.431,16.400,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,3,mul_cc,1942.381,20.652,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,3,mul_cc_rlk,14623.718,291.231,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,3,relin,12834.914,288.169,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,3,rescale,3087.153,23.378,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,3,rot1,12905.663,57.461,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,2,add_cc,235.870,9.603,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,2,add_cp,149.960,7.116,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,2,mul_cp,707.209,16.086,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,2,mul_cc,1446.857,14.456,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,2,mul_cc_rlk,10104.679,955.717,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,2,relin,8554.697,71.666,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,2,rescale,2352.090,344.026,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,2,rot1,8696.181,161.680,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,1,add_cc,143.255,7.737,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,1,add_cp,92.038,5.122,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,1,mul_cp,450.426,12.098,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,1,mul_cc,957.636,9.768,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,1,mul_cc_rlk,6024.583,23.285,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,1,relin,5154.289,20.263,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,1,rescale,1414.887,19.214,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,15,60,48,10,11,1,60,540,600,881,281,10,1,rot1,5241.111,153.522,30,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
